episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full,policy_name,policy_label,gini_score
,500032,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.65,,121,24.2,6,11.5,39,33,19.65,5,20,98,14,1,0,3,0,2,0,shuffled_learned_sequence,Shuffled learned sequence,0.27438016528925635
,500032,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.85,,129,25.8,6,11.5,42,36,20.85,4,20,144,13,3,0,3,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2790697674418605
,500033,need_based,Need-based,,0.0,29.5,,160,32.0,22,24.5,46,24,29.5,2,23,176,12,4,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.14000000000000012
,500033,cooperative,Cooperative,,0.0,25.9,,136,27.2,22,22.0,38,16,25.9,7,19,200,12,3,2,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.11470588235294121
,500033,hoarding,Hoarding,,0.0,18.950000000000003,,103,20.6,14,14.0,31,17,18.950000000000003,2,25,73,11,2,0,3,4,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.16310679611650492
,500033,mixed,Mixed,,0.0,16.049999999999997,,92,18.4,9,11.5,41,32,16.049999999999997,6,19,116,13,1,1,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.27826086956521734
,500033,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.85,,124,24.8,17,18.0,35,18,22.85,7,19,146,13,3,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.1645161290322581
,500033,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,21.15,,126,25.2,9,11.5,40,31,21.15,7,20,112,12,3,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2571428571428571
,500034,need_based,Need-based,,0.0,31.299999999999997,,167,33.4,25,27.5,44,19,31.299999999999997,5,19,232,13,3,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.10299401197604796
,500034,cooperative,Cooperative,,0.0,23.75,,135,27.0,14,17.0,46,32,23.75,6,21,197,13,2,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2281481481481482
,500034,hoarding,Hoarding,,0.0,22.35,,124,24.8,15,20.0,30,15,22.35,3,24,87,10,3,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.10322580645161294
,500034,mixed,Mixed,,0.0,26.6,,154,30.8,14,20.5,41,27,26.6,3,20,166,13,5,1,1,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.17142857142857149
,500034,need_based_to_competitive,Need-based → competitive,10.0,0.0,26.200000000000003,,138,27.6,22,23.5,34,12,26.200000000000003,5,21,130,12,4,0,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.08405797101449286
,500034,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.399999999999999,,81,16.2,9,10.0,26,17,14.399999999999999,5,22,141,11,3,1,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.22222222222222232
,500035,need_based,Need-based,,0.0,20.6,,114,22.8,14,15.5,34,20,20.6,6,18,88,12,2,0,3,3,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.1859649122807019
,500035,cooperative,Cooperative,,0.0,20.85,,124,24.8,9,11.5,57,48,20.85,1,26,221,12,3,3,1,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.34193548387096784
,500035,hoarding,Hoarding,,0.0,16.950000000000003,,103,20.6,6,9.0,46,40,16.950000000000003,5,23,68,12,1,0,5,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.3495145631067962
,500035,mixed,Mixed,,0.0,18.35,,99,19.8,14,15.5,27,13,18.35,6,20,102,14,1,0,3,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.1252525252525254
,500035,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.450000000000003,,118,23.6,11,14.0,38,27,20.450000000000003,3,23,78,13,0,0,1,3,2,1,shuffled_learned_sequence,Shuffled learned sequence,0.22711864406779658
,500035,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.299999999999997,,107,21.4,13,13.5,49,36,19.299999999999997,3,24,139,12,1,1,5,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.28037383177570097
,500036,need_based,Need-based,,0.0,21.200000000000003,,123,24.6,11,15.5,40,29,21.200000000000003,2,26,163,11,5,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.22113821138211387
,500036,cooperative,Cooperative,,0.0,20.049999999999997,,117,23.4,10,15.0,30,20,20.049999999999997,3,24,184,13,2,2,2,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.170940170940171
,500036,hoarding,Hoarding,,0.0,10.7,,63,12.6,5,8.0,17,12,10.7,2,25,37,11,2,0,6,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.19047619047619047
,500036,mixed,Mixed,,0.0,21.5,,120,24.0,14,18.0,31,17,21.5,4,22,90,13,1,0,4,1,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.13000000000000012
,500036,need_based_to_competitive,Need-based → competitive,10.0,0.0,11.8,,67,13.4,7,8.0,27,20,11.8,6,22,55,11,2,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.26268656716417915
,500036,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.1,,104,20.8,6,10.0,30,24,17.1,6,19,132,14,1,1,3,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.23461538461538467
,500037,need_based,Need-based,,0.0,29.200000000000003,,153,30.6,25,25.0,41,16,29.200000000000003,8,18,106,13,4,0,2,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.11503267973856213
,500037,cooperative,Cooperative,,0.0,27.799999999999997,,162,32.4,14,22.0,46,32,27.799999999999997,8,16,217,15,1,0,3,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.1728395061728396
,500037,hoarding,Hoarding,,0.0,21.200000000000003,,118,23.6,14,15.5,35,21,21.200000000000003,3,24,68,12,1,0,5,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.1932203389830509
,500037,mixed,Mixed,,0.0,20.1,,119,23.8,9,13.0,39,30,20.1,3,23,103,13,2,0,3,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.2655462184873949
,500037,need_based_to_competitive,Need-based → competitive,10.0,0.0,28.15,,151,30.2,22,24.5,38,16,28.15,8,18,123,13,4,0,2,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.10331125827814569
,500037,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,25.450000000000003,,143,28.6,16,19.0,49,33,25.450000000000003,8,19,146,13,2,0,4,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.2097902097902098
,500038,need_based,Need-based,,0.0,28.9,,156,31.2,22,22.5,50,28,28.9,3,19,239,13,1,1,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.17692307692307696
,500038,cooperative,Cooperative,,0.0,27.299999999999997,,152,30.4,18,23.5,38,20,27.299999999999997,2,18,226,14,2,1,2,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.12368421052631584
,500038,hoarding,Hoarding,,0.0,22.549999999999997,,127,25.4,14,17.0,34,20,22.549999999999997,4,20,70,12,3,0,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.16062992125984255
,500038,mixed,Mixed,,0.0,25.65,,136,27.2,21,23.0,33,12,25.65,2,22,128,13,3,1,2,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.09117647058823541
,500038,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.6,,124,24.8,8,12.5,57,49,20.6,4,20,104,11,2,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.33225806451612905
,500038,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.35,,114,22.8,13,16.0,30,17,20.35,1,21,138,11,4,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.14385964912280702
,500039,need_based,Need-based,,0.0,15.299999999999999,,82,16.4,12,13.0,20,8,15.299999999999999,7,21,171,11,3,1,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.09756097560975618
,500039,cooperative,Cooperative,,0.0,17.15,,96,19.2,11,12.0,33,22,17.15,5,22,200,13,1,2,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.21250000000000013
,500039,hoarding,Hoarding,,0.0,11.45,,68,13.6,5,5.5,21,16,11.45,2,23,35,9,4,1,5,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2647058823529411
,500039,mixed,Mixed,,0.0,16.35,,94,18.8,9,13.0,29,20,16.35,6,22,89,12,3,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.18297872340425547
,500039,need_based_to_competitive,Need-based → competitive,10.0,0.0,14.100000000000001,,84,16.8,6,9.0,33,27,14.100000000000001,7,21,70,12,3,0,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.28095238095238106
,500039,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.149999999999999,,91,18.2,6,9.0,31,25,15.149999999999999,2,22,124,11,1,2,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.26813186813186807
,500040,need_based,Need-based,,0.0,23.5,,125,25.0,19,20.5,30,11,23.5,4,20,222,14,3,1,1,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.08640000000000003
,500040,cooperative,Cooperative,,0.0,19.1,,104,20.8,14,14.0,34,20,19.1,2,23,251,13,3,2,2,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.18461538461538463
,500040,hoarding,Hoarding,,0.0,12.600000000000001,,74,14.8,6,6.0,39,33,12.600000000000001,1,22,42,10,5,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.40000000000000013
,500040,mixed,Mixed,,0.0,21.799999999999997,,122,24.4,14,16.5,34,20,21.799999999999997,3,23,127,13,0,2,4,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.1672131147540985
,500040,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.65,,111,22.2,12,13.0,39,27,19.65,5,21,101,12,4,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.24864864864864877
,500040,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,21.049999999999997,,117,23.4,14,15.5,36,22,21.049999999999997,3,24,121,11,5,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.18803418803418803
,500041,need_based,Need-based,,0.0,31.599999999999998,,174,34.8,22,25.5,47,25,31.599999999999998,3,23,339,13,1,3,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.1471264367816092
,500041,cooperative,Cooperative,,0.0,26.65,,141,28.2,22,22.0,35,13,26.65,5,23,176,11,6,1,2,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.10780141843971625
,500041,hoarding,Hoarding,,0.0,20.799999999999997,,117,23.4,13,13.5,39,26,20.799999999999997,2,24,57,10,4,1,4,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.22564102564102573
,500041,mixed,Mixed,,0.0,22.65,,131,26.2,12,18.5,36,24,22.65,2,24,114,11,3,1,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.1618320610687023
,500041,need_based_to_competitive,Need-based → competitive,10.0,0.0,27.25,,145,29.0,22,25.0,34,12,27.25,3,22,128,12,3,3,2,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.07448275862068976
,500041,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,22.1,,119,23.8,17,18.0,30,13,22.1,3,23,134,12,4,2,2,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.11764705882352944
,500042,need_based,Need-based,,0.0,27.700000000000003,,148,29.6,22,24.5,35,13,27.700000000000003,2,23,170,11,4,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.08918918918918917
,500042,cooperative,Cooperative,,0.0,21.65,,116,23.2,17,18.0,30,13,21.65,4,23,136,12,4,0,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.12068965517241392
,500042,hoarding,Hoarding,,0.0,15.75,,90,18.0,9,11.5,31,22,15.75,4,20,47,12,1,2,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.21777777777777785
,500042,mixed,Mixed,,0.0,18.75,,115,23.0,6,9.5,49,43,18.75,1,27,114,10,6,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.3686956521739131
,500042,need_based_to_competitive,Need-based → competitive,10.0,0.0,17.65,,96,19.2,13,14.0,30,17,17.65,2,21,104,12,3,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.15833333333333344
,500042,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,12.3,,72,14.4,6,6.0,41,35,12.3,5,20,78,11,3,0,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.4277777777777778
,500043,need_based,Need-based,,0.0,18.049999999999997,,102,20.4,11,12.5,30,19,18.049999999999997,4,19,161,12,3,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.19999999999999996
,500043,cooperative,Cooperative,,0.0,17.9,,96,19.2,14,14.0,37,23,17.9,3,22,185,13,2,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2041666666666666
,500043,hoarding,Hoarding,,0.0,14.25,,85,17.0,6,7.5,31,25,14.25,7,21,46,11,2,2,4,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.3105882352941176
,500043,mixed,Mixed,,0.0,14.399999999999999,,86,17.2,6,6.0,34,28,14.399999999999999,6,22,101,12,4,0,3,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.3534883720930233
,500043,need_based_to_competitive,Need-based → competitive,10.0,0.0,16.65,,101,20.2,6,10.0,31,25,16.65,4,22,88,10,3,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.25346534653465347
,500043,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.700000000000001,,88,17.6,6,7.5,27,21,14.700000000000001,4,21,112,12,3,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2681818181818183
,500044,need_based,Need-based,,0.0,25.0,,135,27.0,19,20.5,36,17,25.0,1,26,133,11,3,0,5,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.12444444444444458
,500044,cooperative,Cooperative,,0.0,24.200000000000003,,138,27.6,14,16.5,44,30,24.200000000000003,3,22,180,14,1,0,3,1,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.21739130434782616
,500044,hoarding,Hoarding,,0.0,13.649999999999999,,81,16.2,6,10.0,24,18,13.649999999999999,4,23,46,12,1,0,6,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.22222222222222232
,500044,mixed,Mixed,,0.0,20.0,,110,22.0,14,14.0,30,16,20.0,2,23,107,12,5,0,2,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.17454545454545456
,500044,need_based_to_competitive,Need-based → competitive,10.0,0.0,30.5,,160,32.0,26,26.5,47,21,30.5,3,19,109,14,2,0,3,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.11250000000000004
,500044,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,23.549999999999997,,142,28.4,9,17.5,38,29,23.549999999999997,4,21,150,14,3,0,1,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.18873239436619715
,500045,need_based,Need-based,,0.0,17.950000000000003,,103,20.6,10,12.5,40,30,17.950000000000003,3,24,81,12,2,0,4,0,0,2,shuffled_learned_sequence,Shuffled learned sequence,0.26019417475728157
,500045,cooperative,Cooperative,,0.0,13.5,,85,17.0,3,7.0,36,33,13.5,3,22,105,13,1,1,4,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.36235294117647054
,500045,hoarding,Hoarding,,0.0,12.649999999999999,,71,14.2,8,8.5,30,22,12.649999999999999,7,18,61,13,1,0,5,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.2647887323943663
,500045,mixed,Mixed,,0.0,12.25,,80,16.0,1,5.0,33,32,12.25,3,20,86,13,4,0,2,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.3900000000000001
,500045,need_based_to_competitive,Need-based → competitive,10.0,0.0,15.200000000000001,,98,19.6,2,7.0,36,34,15.200000000000001,2,24,145,12,2,1,4,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.3632653061224491
,500045,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,11.25,,65,13.0,6,6.0,36,30,11.25,4,22,74,11,2,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.3876923076923078
,500046,need_based,Need-based,,0.0,23.15,,136,27.2,11,14.5,46,35,23.15,3,23,147,13,4,1,1,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.273529411764706
,500046,cooperative,Cooperative,,0.0,14.100000000000001,,84,16.8,6,7.5,28,22,14.100000000000001,2,24,138,12,3,1,3,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.2857142857142858
,500046,hoarding,Hoarding,,0.0,14.399999999999999,,86,17.2,6,10.0,29,23,14.399999999999999,3,25,58,12,3,0,3,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.241860465116279
,500046,mixed,Mixed,,0.0,20.75,,115,23.0,14,15.5,33,19,20.75,3,23,181,13,2,1,2,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.1634782608695653
,500046,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.1,,124,24.8,6,11.5,44,38,20.1,3,21,114,13,3,1,2,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.3129032258064517
,500046,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.1,,99,19.8,9,10.5,32,23,17.1,5,21,123,12,2,1,4,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.26262626262626276
,500047,need_based,Need-based,,0.0,27.799999999999997,,152,30.4,20,22.5,44,24,27.799999999999997,3,22,184,14,1,1,2,1,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.155263157894737
,500047,cooperative,Cooperative,,0.0,26.0,,145,29.0,17,19.0,52,35,26.0,2,24,200,13,0,1,4,0,0,2,shuffled_learned_sequence,Shuffled learned sequence,0.2124137931034482
,500047,hoarding,Hoarding,,0.0,16.200000000000003,,98,19.6,6,7.5,34,28,16.200000000000003,5,23,52,11,3,1,4,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.3265306122448981
,500047,mixed,Mixed,,0.0,16.5,,100,20.0,6,9.0,45,39,16.5,4,24,86,13,2,0,2,1,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.3560000000000001
,500047,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.35,,139,27.8,14,15.5,39,25,24.35,2,22,85,13,0,1,4,1,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.20431654676259003
,500047,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.700000000000003,,118,23.6,12,14.5,42,30,20.700000000000003,3,23,111,14,1,0,2,0,1,2,shuffled_learned_sequence,Shuffled learned sequence,0.23050847457627133
,500048,need_based,Need-based,,0.0,25.9,,141,28.2,19,20.0,37,18,25.9,4,23,147,12,4,0,3,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.13617021276595742
,500048,cooperative,Cooperative,,0.0,27.549999999999997,,152,30.4,19,23.5,37,18,27.549999999999997,4,24,168,12,2,0,5,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.11315789473684212
,500048,hoarding,Hoarding,,0.0,19.25,,105,21.0,14,15.5,30,16,19.25,2,25,83,12,4,0,2,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.14095238095238094
,500048,mixed,Mixed,,0.0,14.649999999999999,,81,16.2,10,10.5,31,21,14.649999999999999,2,25,74,13,2,0,3,0,1,1,shuffled_learned_sequence,Shuffled learned sequence,0.22716049382716053
,500048,need_based_to_competitive,Need-based → competitive,10.0,0.0,21.549999999999997,,122,24.4,13,13.5,38,25,21.549999999999997,6,19,104,14,2,0,3,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.23278688524590163
,500048,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.799999999999997,,102,20.4,14,15.5,27,13,18.799999999999997,4,24,99,12,1,0,6,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.12941176470588234
,500049,need_based,Need-based,,0.0,25.35,,159,31.8,6,17.0,46,40,25.35,3,19,148,14,3,0,2,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2364779874213836
,500049,cooperative,Cooperative,,0.0,16.5,,90,18.0,12,13.0,33,21,16.5,1,25,102,12,1,1,4,1,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.19999999999999996
,500049,hoarding,Hoarding,,0.0,25.4,,141,28.2,17,21.0,39,22,25.4,6,18,63,14,2,0,3,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.14184397163120566
,500049,mixed,Mixed,,0.0,19.85,,109,21.8,14,15.5,31,17,19.85,5,20,64,13,1,0,5,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.15412844036697249
,500049,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.9,,111,22.2,17,18.0,33,16,20.9,1,21,65,12,2,0,5,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.12612612612612617
,500049,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,16.35,,99,19.8,6,11.5,31,25,16.35,5,23,64,11,1,1,6,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2262626262626264
,500050,need_based,Need-based,,0.0,30.549999999999997,,167,33.4,22,26.0,44,22,30.549999999999997,4,21,156,13,3,0,2,1,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.13173652694610793
,500050,cooperative,Cooperative,,0.0,23.15,,136,27.2,11,15.0,48,37,23.15,3,20,186,13,3,0,3,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.273529411764706
,500050,hoarding,Hoarding,,0.0,23.1,,144,28.8,6,16.5,51,45,23.1,1,25,88,12,3,1,3,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.2583333333333333
,500050,mixed,Mixed,,0.0,17.25,,105,21.0,6,8.5,33,27,17.25,2,25,107,12,2,0,4,0,2,0,shuffled_learned_sequence,Shuffled learned sequence,0.27047619047619054
,500050,need_based_to_competitive,Need-based → competitive,10.0,0.0,26.799999999999997,,147,29.4,19,19.5,48,29,26.799999999999997,6,21,101,13,1,0,4,1,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.19319727891156457
,500050,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.85,,109,21.8,6,11.5,49,43,17.85,2,24,132,12,3,0,3,1,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.3266055045871561
,500051,need_based,Need-based,,0.0,16.799999999999997,,97,19.4,9,11.5,27,18,16.799999999999997,4,24,199,11,3,1,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.1938144329896907
,500051,cooperative,Cooperative,,0.0,15.450000000000001,,93,18.6,6,6.0,38,32,15.450000000000001,2,25,188,11,4,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.37419354838709684
,500051,hoarding,Hoarding,,0.0,16.700000000000003,,93,18.6,11,15.0,22,11,16.700000000000003,3,20,65,12,1,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.10752688172043023
,500051,mixed,Mixed,,0.0,12.149999999999999,,71,14.2,6,7.5,23,17,12.149999999999999,6,22,137,13,1,1,4,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.24788732394366209
,500051,need_based_to_competitive,Need-based → competitive,10.0,0.0,13.649999999999999,,81,16.2,6,10.0,27,21,13.649999999999999,3,25,75,10,2,1,7,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.22222222222222232
,500051,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,9.75,,60,12.0,3,3.0,20,17,9.75,6,21,97,12,2,2,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.32000000000000006
,500052,need_based,Need-based,,0.0,25.85,,144,28.8,17,20.5,42,25,25.85,1,23,213,12,2,1,5,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.15833333333333344
,500052,cooperative,Cooperative,,0.0,24.5,,140,28.0,14,15.5,46,32,24.5,2,26,176,12,2,1,3,1,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.23428571428571443
,500052,hoarding,Hoarding,,0.0,19.1,,104,20.8,14,15.0,27,13,19.1,7,21,77,12,2,0,5,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.13461538461538458
,500052,mixed,Mixed,,0.0,26.0,,150,30.0,14,19.5,49,35,26.0,5,21,141,13,2,0,4,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.21066666666666678
,500052,need_based_to_competitive,Need-based → competitive,10.0,0.0,23.0,,130,26.0,14,18.0,36,22,23.0,3,23,107,10,3,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.16307692307692312
,500052,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,24.5,,140,28.0,14,15.5,46,32,24.5,2,22,137,12,1,1,5,0,1,0,shuffled_learned_sequence,Shuffled learned sequence,0.2371428571428571
,500053,need_based,Need-based,,0.0,20.549999999999997,,127,25.4,6,7.0,45,39,20.549999999999997,8,17,122,14,2,0,3,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.34960629921259856
,500053,cooperative,Cooperative,,0.0,14.399999999999999,,91,18.2,3,3.5,44,41,14.399999999999999,7,21,158,11,2,1,6,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.4307692307692308
,500053,hoarding,Hoarding,,0.0,14.899999999999999,,91,18.2,5,5.5,36,31,14.899999999999999,4,23,56,13,0,1,3,1,2,0,shuffled_learned_sequence,Shuffled learned sequence,0.378021978021978
,500053,mixed,Mixed,,0.0,14.0,,85,17.0,5,5.5,33,28,14.0,8,16,79,14,2,0,3,1,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.371764705882353
,500053,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.15,,116,23.2,11,12.0,54,43,20.15,7,20,115,14,1,1,3,0,0,1,shuffled_learned_sequence,Shuffled learned sequence,0.32413793103448274
,500053,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.149999999999999,,91,18.2,6,9.0,34,28,15.149999999999999,6,21,88,11,4,2,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.30329670329670333
,500054,need_based,Need-based,,0.0,23.75,,135,27.0,14,18.0,36,22,23.75,3,23,163,12,3,1,4,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.16296296296296298
,500054,cooperative,Cooperative,,0.0,20.9,,116,23.2,14,15.5,40,26,20.9,4,24,179,12,5,2,1,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.2068965517241379
,500054,hoarding,Hoarding,,0.0,14.100000000000001,,84,16.8,6,7.5,30,24,14.100000000000001,4,21,69,11,5,1,3,0,0,0,shuffled_learned_sequence,Shuffled learned sequence,0.29047619047619055
,500054,mixed,Mixed,,0.0,15.75,,90,18.0,9,10.5,27,18,15.75,3,25,123,12,3,1,2,0,2,0,shuffled_learned_sequence,Shuffled learned sequence,0.21777777777777785
