seed,sweep,sweep_label,restrictive_label,restrictive_count,restrictive_share,condition,condition_label,final_total_score,final_min_score,final_score_gap,final_idle_infrastructure,cumulative_trades_executed
2,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),113,17,16,11,38
3,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),109,17,14,8,37
4,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),114,9,30,10,33
5,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),109,14,25,5,37
6,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),141,20,15,12,37
7,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),132,9,27,4,36
8,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),121,17,20,7,36
9,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),78,9,11,12,33
10,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),139,19,19,9,36
11,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),119,19,19,17,37
12,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),100,9,28,8,31
13,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),127,12,24,5,33
14,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),120,12,23,4,37
15,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),113,11,19,10,38
16,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),111,11,17,8,36
17,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),117,14,19,9,31
18,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),167,19,26,5,34
19,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),130,20,16,14,36
20,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),124,14,24,10,38
21,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),103,9,22,14,35
22,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),141,17,21,7,37
23,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),157,22,16,8,38
24,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),104,12,26,6,34
25,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),138,17,29,6,37
26,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),117,6,32,19,33
27,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),128,19,11,18,35
28,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),125,17,18,12,34
29,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),120,14,23,5,38
30,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),154,27,11,5,36
31,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),114,9,22,7,37
32,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),90,14,17,2,37
33,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),91,9,13,15,30
34,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),111,12,18,5,31
35,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),107,11,23,14,31
36,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),122,14,22,14,38
37,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),96,11,18,19,34
38,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),111,18,10,9,37
39,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),139,9,33,5,37
40,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),93,9,24,12,39
41,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),143,14,26,4,37
42,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),96,9,26,16,32
43,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),127,11,30,8,38
44,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),123,17,24,9,38
45,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),106,9,22,13,36
46,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),145,22,22,10,40
47,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),111,9,32,11,33
48,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),141,22,19,8,39
49,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),143,22,16,5,39
50,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),102,9,23,17,32
51,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),124,11,23,11,33
52,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),101,14,17,4,36
53,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),155,17,24,7,34
54,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),87,6,27,14,32
55,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),114,9,33,7,36
56,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),110,16,22,10,32
57,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),155,20,19,7,36
58,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),126,11,30,5,39
59,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),134,17,21,9,38
60,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),140,19,25,6,36
61,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),120,6,36,12,32
62,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),128,17,27,8,31
63,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),121,14,27,7,38
64,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),137,17,21,7,35
65,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),114,6,25,7,36
66,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),124,17,22,5,36
67,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),106,9,20,5,40
68,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),102,9,22,11,33
69,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),106,14,23,12,33
70,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),121,12,21,9,36
71,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),130,16,22,14,37
72,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),154,17,29,6,38
73,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),137,17,28,12,35
74,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),124,14,17,8,38
75,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),166,18,28,12,39
76,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),111,11,22,3,36
77,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),111,17,10,3,33
78,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),137,17,21,18,35
79,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),133,19,11,10,35
80,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),99,6,35,17,32
81,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),153,14,22,6,34
82,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),148,22,22,5,33
83,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),112,11,33,12,36
84,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),137,9,30,7,34
85,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),133,14,21,9,33
86,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),154,20,24,12,35
87,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),111,6,37,14,32
88,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),77,11,14,11,27
89,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),121,15,23,13,33
90,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),139,14,27,19,34
91,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),137,17,22,7,34
92,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),147,23,13,11,37
93,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),108,14,13,10,37
94,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),121,12,29,6,34
95,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),81,6,21,13,36
96,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),136,14,33,6,37
97,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),125,17,16,11,33
98,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),128,19,14,6,35
99,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_cap2,Central capped (2),130,14,25,10,36
0,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,119,14,19,17,47
1,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,130,17,14,6,57
2,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,178,27,19,7,58
3,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,174,27,17,10,58
4,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,92,9,18,16,41
5,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,144,22,15,6,58
6,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,97,11,17,18,37
7,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,138,24,6,12,47
8,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,139,14,26,8,52
9,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,140,22,11,7,48
10,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,166,27,12,6,52
11,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,130,14,24,17,52
12,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,134,18,21,13,44
13,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,163,27,14,6,58
14,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,177,30,19,8,66
15,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,130,17,15,11,46
16,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,143,22,16,6,45
17,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,120,17,16,6,37
18,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,179,28,17,5,48
19,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,187,34,13,6,56
20,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,151,22,21,5,57
21,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,173,27,11,10,45
22,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,177,25,21,7,70
23,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,179,30,13,4,55
24,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,142,18,22,5,56
25,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,160,27,16,8,64
26,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,113,17,18,17,44
27,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,176,27,16,10,67
28,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,163,27,11,10,50
29,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,132,20,15,7,64
30,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,181,30,14,6,60
31,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,117,9,27,8,41
32,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,179,33,8,3,66
33,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,126,17,13,20,35
34,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,144,22,11,15,46
35,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,173,30,11,9,57
36,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,157,26,18,10,62
37,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,139,22,11,6,44
38,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,146,25,11,7,59
39,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,166,27,17,11,53
40,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,173,25,25,8,66
41,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,176,27,22,8,66
42,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,145,22,25,2,47
43,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,148,27,4,5,47
44,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,173,28,13,4,52
45,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,132,22,9,20,45
46,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,166,27,12,6,58
47,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,156,25,18,18,40
48,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,174,30,13,6,67
49,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,155,28,5,5,44
50,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,137,20,17,7,46
51,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,161,25,19,11,57
52,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,115,11,28,23,43
53,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,182,29,14,8,44
54,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,133,19,11,13,48
55,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,142,19,24,10,48
56,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,134,19,16,9,48
57,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,172,30,14,2,54
58,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,144,22,19,10,66
59,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,177,30,15,9,56
60,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,167,25,21,10,63
61,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,149,22,16,6,42
62,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,130,18,15,12,32
63,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,165,27,18,6,66
64,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,151,20,24,8,50
65,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,141,14,31,6,46
66,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,145,19,25,7,62
67,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,94,9,16,11,51
68,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,108,14,15,5,40
69,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,118,19,9,16,46
70,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,134,17,14,7,53
71,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,181,30,13,4,59
72,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,158,27,8,8,53
73,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,187,25,21,9,61
74,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,150,25,13,10,51
75,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,164,29,10,0,55
76,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,153,25,16,7,65
77,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,101,14,8,16,45
78,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,167,29,15,13,60
79,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,144,23,12,14,46
80,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,153,25,14,7,54
81,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,186,30,14,3,57
82,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,157,22,18,12,46
83,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,160,20,18,2,59
84,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,167,19,28,5,53
85,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,163,21,18,10,44
86,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,152,22,17,5,52
87,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,143,20,19,5,61
88,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,84,11,13,8,30
89,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,182,30,11,3,57
90,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,159,29,6,7,56
91,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,162,27,12,5,51
92,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,168,27,15,5,56
93,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,104,9,18,14,45
94,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,202,36,10,4,62
95,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,139,20,11,6,56
96,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,161,25,16,8,69
97,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,122,17,18,12,51
98,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,125,12,19,4,38
99,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,central_full,Central clearing,147,19,24,9,59
0,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,136,22,18,7,54
1,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,163,30,5,11,53
2,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,177,30,19,4,62
3,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,181,30,13,7,68
4,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,119,14,17,12,43
5,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,135,23,10,12,58
6,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,67,9,10,17,35
7,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,139,24,6,11,46
8,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,168,25,15,6,60
9,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,142,22,13,11,59
10,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,171,30,18,6,55
11,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,137,22,11,4,50
12,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,111,14,14,15,44
13,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,169,30,14,3,61
14,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,190,30,19,6,63
15,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,104,14,17,5,54
16,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,135,25,5,6,65
17,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,92,9,21,12,28
18,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,174,22,25,9,40
19,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,181,30,13,5,53
20,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,125,14,21,16,53
21,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,137,22,8,12,56
22,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,151,20,16,13,55
23,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,188,30,15,5,61
24,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,124,22,5,11,51
25,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,170,28,15,3,62
26,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,118,17,21,17,43
27,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,169,30,8,9,64
28,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,162,30,5,8,51
29,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,148,22,24,8,61
30,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,189,34,10,12,65
31,cooperative_to_hoarding,Cooperative → hoarding,Hoarding agents,2,0.4,equity_central,Equity central,107,14,17,5,50
