population,condition,seed,min_agent_score,mean_agent_score,score_sd,bottom_two_mean_score,score_gini
competitive,bilateral_trade,155,6,21.8,10.127191120937729,10.0,0.24954128440366974
competitive,bilateral_trade,156,6,10.0,3.847076812334269,6.0,0.20799999999999996
competitive,bilateral_trade,157,6,15.8,5.706137047074843,9.5,0.19240506329113938
competitive,bilateral_trade,158,6,17.2,13.075167302944921,6.5,0.38139534883720927
competitive,bilateral_trade,159,11,19.8,7.934733769950949,13.0,0.2141414141414142
competitive,bilateral_trade,160,3,18.6,14.867414032036642,4.5,0.4258064516129032
competitive,bilateral_trade,161,6,13.8,6.968500556073739,6.5,0.27826086956521734
competitive,bilateral_trade,162,13,20.2,5.1536394906900505,15.0,0.1425742574257427
competitive,bilateral_trade,163,9,23.2,14.17603611733548,11.5,0.3206896551724139
competitive,bilateral_trade,164,6,13.8,6.675327707311455,7.5,0.2666666666666666
competitive,bilateral_trade,165,6,12.6,3.9799497484264803,8.5,0.17142857142857149
competitive,bilateral_trade,166,6,17.2,8.009993757800315,8.5,0.2604651162790699
competitive,bilateral_trade,167,6,19.8,9.086253353280437,9.0,0.24242424242424243
competitive,bilateral_trade,168,3,18.6,13.661625086350453,3.0,0.39569892473118284
competitive,bilateral_trade,169,6,22.4,10.9288608738514,12.0,0.2714285714285716
competitive,bilateral_trade,170,12,24.2,10.087616170334792,13.0,0.228099173553719
competitive,bilateral_trade,171,14,20.6,5.953150426454887,14.5,0.1592233009708739
competitive,bilateral_trade,172,11,23.0,16.816658407662327,11.5,0.3513043478260871
competitive,bilateral_trade,173,3,24.6,13.807244475274565,11.0,0.30894308943089444
competitive,bilateral_trade,174,3,21.0,13.19090595827292,8.5,0.3504761904761906
competitive,bilateral_trade,175,3,12.2,7.249827584156743,4.5,0.32786885245901654
competitive,bilateral_trade,176,6,18.0,9.23038460737146,8.5,0.288888888888889
competitive,bilateral_trade,177,6,11.6,4.673328578219169,6.0,0.21379310344827585
competitive,bilateral_trade,178,3,11.0,8.87693640846886,4.5,0.40000000000000013
competitive,bilateral_trade,179,6,18.2,10.721940122944169,7.5,0.32527472527472523
competitive,bilateral_trade,180,6,17.0,6.54217089351845,10.0,0.21176470588235308
