population,condition,seed,min_agent_score,mean_agent_score,score_sd,bottom_two_mean_score,score_gini
competitive,clearinghouse_bargaining,178,6,14.2,8.35224520712844,7.5,0.2985915492957747
competitive,clearinghouse_bargaining,179,6,17.6,13.46996659238619,9.0,0.3545454545454545
competitive,clearinghouse_bargaining,180,9,17.4,9.891410415102591,10.0,0.28505747126436787
competitive,clearinghouse_bargaining,181,6,28.4,17.738094598913378,10.0,0.3464788732394366
competitive,clearinghouse_bargaining,182,9,21.2,10.814804667676619,10.0,0.27924528301886786
competitive,clearinghouse_bargaining,183,7,18.0,9.57078889120432,8.5,0.29333333333333345
competitive,clearinghouse_bargaining,184,5,12.8,7.8587530817554,5.5,0.33125000000000004
competitive,clearinghouse_bargaining,185,3,16.2,11.906300852909773,4.5,0.40493827160493834
competitive,clearinghouse_bargaining,186,3,16.6,11.672189169131897,4.5,0.3903614457831326
competitive,clearinghouse_bargaining,187,6,18.6,9.264987857520376,9.0,0.27956989247311825
competitive,clearinghouse_bargaining,188,14,25.4,10.170545708072897,15.5,0.21732283464566926
competitive,clearinghouse_bargaining,189,9,19.2,9.368030742904295,11.5,0.2583333333333333
competitive,clearinghouse_bargaining,190,3,9.0,3.9496835316262997,4.5,0.24
competitive,clearinghouse_bargaining,191,9,14.2,3.9698866482558417,10.0,0.15774647887323945
competitive,clearinghouse_bargaining,192,9,18.2,11.651609330903607,10.0,0.30329670329670333
competitive,clearinghouse_bargaining,193,9,20.2,8.795453370918409,10.0,0.2376237623762376
competitive,clearinghouse_bargaining,194,6,16.4,6.216108107168021,10.0,0.20975609756097557
competitive,clearinghouse_bargaining,195,6,10.4,3.6660605559646724,6.0,0.18461538461538463
competitive,clearinghouse_bargaining,196,6,22.6,11.689311356961968,10.0,0.2867256637168143
competitive,clearinghouse_bargaining,197,9,17.8,8.634813257969162,10.0,0.26067415730337085
competitive,clearinghouse_bargaining,198,9,21.0,12.328828005937952,10.0,0.3123809523809524
competitive,clearinghouse_bargaining,199,3,20.0,15.620499351813308,4.0,0.43199999999999994
competitive,equity_weighted_central,0,19,27.2,7.35934779718964,20.5,0.1470588235294119
competitive,equity_weighted_central,1,17,22.8,8.207313811473277,17.0,0.17543859649122817
competitive,equity_weighted_central,2,22,26.0,7.5099933422074345,22.0,0.1200000000000001
competitive,equity_weighted_central,3,27,35.4,6.945502141674136,28.5,0.1084745762711865
competitive,equity_weighted_central,4,6,15.2,6.881860213634101,7.5,0.25263157894736854
competitive,equity_weighted_central,5,25,30.8,4.534313619501853,26.0,0.08051948051948066
competitive,equity_weighted_central,6,9,13.4,3.8781438859330635,10.0,0.15522388059701497
competitive,equity_weighted_central,7,25,30.0,4.427188724235731,26.0,0.07733333333333348
competitive,equity_weighted_central,8,17,25.6,11.128342194594845,17.0,0.21250000000000013
competitive,equity_weighted_central,9,17,21.8,5.844655678480983,17.5,0.13211009174311927
competitive,equity_weighted_central,10,27,33.0,3.9496835316262997,28.5,0.06545454545454543
competitive,equity_weighted_central,11,17,25.6,9.178235124467012,18.5,0.18125000000000013
competitive,equity_weighted_central,12,14,25.2,7.467261881037788,18.0,0.161904761904762
competitive,equity_weighted_central,13,22,28.0,6.2289646009589745,22.0,0.11714285714285722
competitive,equity_weighted_central,14,19,23.8,4.874423042781577,19.0,0.11092436974789921
competitive,equity_weighted_central,15,17,26.0,8.099382692526634,18.0,0.1661538461538461
competitive,equity_weighted_central,16,14,24.4,8.912911982062877,18.0,0.180327868852459
competitive,equity_weighted_central,17,9,18.6,7.059745037889116,12.0,0.21075268817204296
competitive,equity_weighted_central,18,19,32.2,10.49571341072154,19.5,0.17142857142857149
competitive,equity_weighted_central,19,32,33.8,1.469693845669907,32.5,0.02366863905325456
competitive,equity_weighted_central,20,27,32.2,5.2687759489277965,27.0,0.08695652173913038
competitive,equity_weighted_central,21,22,26.6,2.8000000000000003,23.5,0.05714285714285716
competitive,equity_weighted_central,22,30,37.2,4.354308211415448,32.5,0.06451612903225801
competitive,equity_weighted_central,23,30,35.2,5.844655678480983,30.0,0.08409090909090922
competitive,equity_weighted_central,24,27,31.8,3.3105890714493698,28.5,0.05786163522012577
competitive,equity_weighted_central,25,30,35.8,6.337191807101943,30.0,0.09385474860335208
competitive,equity_weighted_central,26,14,21.2,6.493073232299172,15.5,0.1622641509433962
competitive,equity_weighted_central,27,30,35.0,3.521363372331802,32.0,0.05257142857142871
competitive,equity_weighted_central,28,14,25.4,9.393614852653903,16.5,0.20472440944881898
competitive,equity_weighted_central,29,17,23.4,5.885575587824865,18.0,0.1333333333333333
competitive,equity_weighted_central,30,25,27.6,2.1540659228538015,25.5,0.04347826086956519
competitive,equity_weighted_central,31,27,33.4,6.053098380168622,28.5,0.09580838323353302
competitive,equity_weighted_central,32,27,31.6,4.841487374764082,28.5,0.07088607594936702
competitive,equity_weighted_central,33,20,26.2,8.059776671843954,21.0,0.14351145038167945
competitive,equity_weighted_central,34,17,24.6,8.16333265278342,17.0,0.17235772357723578
competitive,equity_weighted_central,35,30,33.4,1.8547236990991407,31.5,0.028742514970059974
competitive,equity_weighted_central,36,25,31.0,6.099180272790763,26.0,0.10322580645161294
competitive,equity_weighted_central,37,22,27.4,4.317406628984581,23.5,0.08467153284671536
competitive,equity_weighted_central,38,30,33.2,2.638181191654584,30.0,0.0409638554216869
competitive,equity_weighted_central,39,14,22.4,4.923413450036469,18.0,0.11785714285714288
competitive,equity_weighted_central,40,19,25.8,3.7629775444453557,22.0,0.07751937984496138
competitive,equity_weighted_central,41,22,30.6,7.310266752998827,24.5,0.12287581699346406
competitive,equity_weighted_central,42,16,19.0,2.280350850198276,16.5,0.06736842105263152
competitive,equity_weighted_central,43,22,27.8,3.1240998703626617,24.5,0.054676258992805815
competitive,equity_weighted_central,44,30,32.8,2.039607805437114,30.5,0.034146341463414664
competitive,equity_weighted_central,45,22,26.0,2.756809750418044,23.5,0.058461538461538565
competitive,equity_weighted_central,46,27,32.2,3.655133376499413,28.5,0.06211180124223614
competitive,equity_weighted_central,47,22,29.6,6.7111846942250075,24.5,0.11621621621621636
competitive,equity_weighted_central,48,17,23.4,4.586937976471886,19.5,0.10598290598290605
competitive,equity_weighted_central,49,20,25.4,4.079215610874228,21.0,0.08818897637795287
competitive,equity_weighted_central,50,12,20.2,5.035871324805669,14.5,0.13465346534653477
competitive,equity_weighted_central,51,25,32.0,3.5777087639996634,29.0,0.05249999999999999
competitive,equity_weighted_central,52,19,22.4,3.49857113690718,19.5,0.0821428571428573
competitive,equity_weighted_central,53,25,30.4,4.498888751680798,26.0,0.0815789473684212
competitive,equity_weighted_central,54,25,28.2,2.1354156504062622,26.0,0.042553191489361764
competitive,equity_weighted_central,55,17,27.2,8.930845424706442,18.0,0.17941176470588238
competitive,equity_weighted_central,56,17,23.0,5.796550698475776,18.5,0.12521739130434795
competitive,equity_weighted_central,57,30,34.6,3.0724582991474434,31.5,0.048554913294797775
competitive,equity_weighted_central,58,14,15.6,2.0591260281974,14.0,0.06666666666666665
competitive,equity_weighted_central,59,27,37.0,5.329165037789691,32.5,0.07135135135135129
competitive,equity_weighted_central,60,25,33.2,8.588364221433556,26.0,0.13493975903614452
competitive,equity_weighted_central,61,17,23.0,6.29285308902091,18.0,0.13565217391304363
competitive,equity_weighted_central,62,22,31.4,6.053098380168622,25.5,0.10445859872611463
competitive,equity_weighted_central,63,22,28.0,5.692099788303083,22.0,0.11142857142857143
competitive,equity_weighted_central,64,22,34.2,7.626270385975047,26.0,0.12397660818713452
competitive,equity_weighted_central,65,19,28.8,7.652450587883597,22.0,0.1444444444444446
competitive,equity_weighted_central,66,22,28.0,7.4565407529228995,22.0,0.13428571428571434
competitive,equity_weighted_central,67,15,24.4,7.812809993849844,17.5,0.17377049180327875
competitive,equity_weighted_central,68,19,20.4,1.019803902718557,19.5,0.027450980392156987
competitive,equity_weighted_central,69,14,21.8,5.844655678480984,16.5,0.14678899082568808
competitive,equity_weighted_central,70,30,34.4,5.238320341483518,30.0,0.07906976744186056
competitive,equity_weighted_central,71,22,31.6,6.151422599691879,24.5,0.10632911392405076
competitive,equity_weighted_central,72,30,33.0,2.9664793948382653,30.0,0.048484848484848575
competitive,equity_weighted_central,73,27,31.0,3.1622776601683795,28.0,0.0567741935483872
competitive,equity_weighted_central,74,27,34.2,6.764613810115105,27.0,0.10760233918128659
competitive,equity_weighted_central,75,14,24.4,7.578918128598566,15.5,0.17049180327868863
competitive,equity_weighted_central,76,27,27.6,1.2,27.0,0.01739130434782621
competitive,equity_weighted_central,77,22,29.2,5.775811631277461,23.5,0.10684931506849327
competitive,equity_weighted_central,78,22,30.0,6.48074069840786,23.5,0.1200000000000001
competitive,equity_weighted_central,79,13,18.2,4.621688003316537,13.5,0.1406593406593406
competitive,equity_weighted_central,80,20,23.2,3.1874754901018454,20.0,0.07241379310344831
competitive,equity_weighted_central,81,30,34.4,2.4166091947189146,32.0,0.037209302325581506
competitive,equity_weighted_central,82,14,18.2,3.655133376499413,15.5,0.10109890109890118
competitive,equity_weighted_central,83,27,29.0,1.6733200530681511,27.0,0.030344827586207046
competitive,equity_weighted_central,84,22,27.2,6.997142273814361,22.5,0.11764705882352944
competitive,equity_weighted_central,85,31,35.6,3.7735924528226414,32.0,0.05842696629213484
competitive,equity_weighted_central,86,21,27.2,6.241794613730894,21.5,0.12352941176470589
competitive,equity_weighted_central,87,22,31.0,5.176871642217914,26.0,0.0903225806451613
competitive,equity_weighted_central,88,11,15.0,3.8987177379235853,11.5,0.13866666666666672
competitive,equity_weighted_central,89,27,35.6,6.019966777316964,28.5,0.09213483146067425
competitive,equity_weighted_central,90,30,32.4,3.0066592756745814,30.0,0.04691358024691361
competitive,equity_weighted_central,91,27,32.6,5.535341001239218,28.5,0.08588957055214719
competitive,equity_weighted_central,92,25,27.6,1.624807680927192,26.0,0.03188405797101446
competitive,equity_weighted_central,93,15,21.4,7.657675887630659,16.0,0.17570093457943936
competitive,equity_weighted_central,94,14,33.8,11.178550889985695,22.0,0.1775147928994083
competitive,equity_weighted_central,95,22,28.2,4.749736834815168,23.5,0.09361702127659588
competitive,equity_weighted_central,96,25,29.8,3.7629775444453557,26.0,0.06979865771812088
competitive,equity_weighted_central,97,17,25.6,5.238320341483518,19.5,0.10624999999999996
competitive,equity_weighted_central,98,17,22.4,3.7202150475476548,18.5,0.09285714285714297
competitive,equity_weighted_central,99,19,31.8,9.152048950918042,23.0,0.16100628930817606
competitive,equity_weighted_central,100,27,32.6,5.314132102234569,27.5,0.08588957055214719
competitive,equity_weighted_central,101,22,26.6,4.079215610874228,22.0,0.08421052631578951
competitive,equity_weighted_central,102,30,35.2,4.308131845707604,31.5,0.06363636363636371
competitive,equity_weighted_central,103,25,33.0,7.4565407529228995,26.0,0.12363636363636377
competitive,equity_weighted_central,104,14,25.0,10.954451150103322,17.0,0.21440000000000015
competitive,equity_weighted_central,105,22,30.2,6.615134163416491,23.5,0.12185430463576163
competitive,equity_weighted_central,106,22,26.0,2.3664319132398464,23.5,0.04923076923076919
competitive,equity_weighted_central,107,25,30.6,4.586937976471886,26.0,0.0836601307189544
competitive,equity_weighted_central,108,27,36.6,8.522910301065007,27.0,0.12677595628415306
competitive,equity_weighted_central,109,22,31.2,6.49307323229917,24.5,0.11538461538461542
competitive,equity_weighted_central,110,25,27.2,2.039607805437114,25.0,0.04117647058823537
competitive,equity_weighted_central,111,14,22.6,6.086049621881176,15.5,0.14867256637168147
competitive,equity_weighted_central,112,20,24.8,4.707440918375928,21.0,0.10000000000000009
competitive,equity_weighted_central,113,30,37.4,4.5431266766402185,32.5,0.06631016042780757
competitive,equity_weighted_central,114,17,21.6,4.176122603564219,18.0,0.10370370370370385
competitive,equity_weighted_central,115,19,32.4,8.935323161475472,23.0,0.15555555555555567
competitive,equity_weighted_central,116,22,32.6,6.1838499334961226,26.0,0.10306748466257676
competitive,equity_weighted_central,117,25,31.0,4.857983120596447,26.0,0.0877419354838711
competitive,equity_weighted_central,118,27,33.4,6.053098380168622,28.5,0.09580838323353302
competitive,equity_weighted_central,119,17,24.2,4.707440918375928,19.0,0.10909090909090913
competitive,equity_weighted_central,120,19,27.8,4.791659420284375,23.0,0.08920863309352511
competitive,equity_weighted_central,121,19,28.0,5.692099788303083,22.0,0.11142857142857143
competitive,equity_weighted_central,122,27,30.6,3.7202150475476548,27.0,0.065359477124183
competitive,equity_weighted_central,123,14,23.2,6.013318551349163,16.5,0.14482758620689662
competitive,equity_weighted_central,124,19,24.4,4.409081537009721,20.5,0.09836065573770503
competitive,equity_weighted_central,125,27,30.8,2.9257477676655586,28.5,0.04935064935064948
competitive,equity_weighted_central,126,17,22.2,4.707440918375928,17.0,0.11531531531531547
competitive,equity_weighted_central,127,25,31.8,4.664761515876241,27.5,0.08050314465408803
competitive,equity_weighted_central,128,11,21.8,6.8527366796047255,14.0,0.1724770642201836
competitive,equity_weighted_central,129,22,29.6,5.238320341483519,24.5,0.09729729729729741
competitive,equity_weighted_central,130,28,35.6,6.7111846942250075,29.0,0.10337078651685405
competitive,equity_weighted_central,131,22,28.6,5.817215828899594,23.5,0.10909090909090913
competitive,equity_weighted_central,132,27,31.8,4.791659420284375,27.0,0.08050314465408803
competitive,equity_weighted_central,133,14,25.0,8.246211251235321,15.5,0.18240000000000012
competitive,equity_weighted_central,134,25,31.2,4.995998398718719,26.0,0.08717948717948731
competitive,equity_weighted_central,135,14,18.6,2.8,15.5,0.08172043010752694
competitive,equity_weighted_central,136,9,20.0,6.44980619863884,13.0,0.17599999999999993
competitive,equity_weighted_central,137,17,22.8,6.584831053261731,17.0,0.1473684210526316
competitive,equity_weighted_central,138,21,28.2,6.493073232299172,21.5,0.12765957446808507
competitive,equity_weighted_central,139,17,25.0,6.723094525588644,17.0,0.14400000000000013
competitive,equity_weighted_central,140,14,19.8,5.979966555090422,14.5,0.16161616161616177
competitive,equity_weighted_central,141,14,23.0,7.211102550927978,17.0,0.1634782608695653
competitive,equity_weighted_central,142,17,25.2,5.192301994298868,19.5,0.11428571428571432
competitive,equity_weighted_central,143,33,36.4,2.8,34.0,0.04175824175824183
competitive,equity_weighted_central,144,14,26.6,8.97997772825746,17.0,0.18947368421052646
competitive,equity_weighted_central,145,27,34.6,5.9531504264548865,28.5,0.09479768786127174
competitive,equity_weighted_central,146,30,32.4,2.5768197453450252,30.0,0.041975308641975406
competitive,equity_weighted_central,147,22,29.4,4.17612260356422,26.0,0.07074829931972793
competitive,equity_weighted_central,148,27,28.6,2.727636339397171,27.0,0.04195804195804209
competitive,equity_weighted_central,149,27,34.2,3.762977544445356,31.0,0.053801169590643294
competitive,equity_weighted_central,150,27,33.0,6.603029607687671,27.5,0.10424242424242425
competitive,equity_weighted_central,151,27,33.8,5.775811631277461,28.5,0.09230769230769242
competitive,equity_weighted_central,152,25,35.2,9.260669522232181,26.0,0.1454545454545455
competitive,equity_weighted_central,153,30,35.2,2.9257477676655586,32.5,0.04318181818181821
competitive,equity_weighted_central,154,27,35.0,7.6681158050723255,28.5,0.11657142857142855
competitive,equity_weighted_central,155,26,31.8,4.214261501141095,28.0,0.07295597484276728
competitive,equity_weighted_central,156,17,23.2,5.1536394906900505,18.0,0.12413793103448278
competitive,equity_weighted_central,157,22,31.4,7.709734106958553,24.5,0.132484076433121
competitive,equity_weighted_central,158,14,18.2,5.564171097297422,14.0,0.1450549450549452
competitive,equity_weighted_central,159,14,21.0,6.985699678629192,14.0,0.1752380952380952
competitive,equity_weighted_central,160,30,39.8,8.304215796810679,30.0,0.11256281407035185
competitive,equity_weighted_central,161,27,29.8,2.9257477676655586,27.0,0.051006711409395944
competitive,equity_weighted_central,162,22,29.0,6.54217089351845,23.5,0.11862068965517247
competitive,equity_weighted_central,163,30,36.4,5.782732917920385,31.5,0.08351648351648366
competitive,equity_weighted_central,164,18,25.6,4.923413450036469,20.0,0.10624999999999996
competitive,equity_weighted_central,165,25,29.2,2.1354156504062622,27.5,0.03287671232876721
competitive,equity_weighted_central,166,22,26.8,6.4,22.0,0.11940298507462699
competitive,equity_weighted_central,167,19,23.4,2.5768197453450252,20.5,0.058119658119658135
competitive,equity_weighted_central,168,19,33.8,9.15204895091804,24.0,0.149112426035503
competitive,equity_weighted_central,169,19,23.0,3.687817782917155,20.5,0.07652173913043492
competitive,equity_weighted_central,170,12,18.8,5.418486873657627,13.0,0.16170212765957448
competitive,equity_weighted_central,171,19,28.8,5.5641710972974225,23.0,0.10277777777777786
competitive,equity_weighted_central,172,14,21.4,5.535341001239218,16.5,0.1420560747663553
competitive,equity_weighted_central,173,22,30.4,8.212186067059125,24.5,0.13421052631578956
competitive,equity_weighted_central,174,20,26.2,4.261455150532504,22.5,0.0885496183206107
competitive,equity_weighted_central,175,20,29.6,7.08801805866774,21.0,0.12432432432432439
competitive,equity_weighted_central,176,25,32.2,5.268775948927796,26.0,0.08944099378881987
competitive,equity_weighted_central,177,14,20.6,4.8,15.5,0.12815533980582527
competitive,equity_weighted_central,178,25,33.6,6.945502141674136,27.5,0.10952380952380958
competitive,equity_weighted_central,179,17,21.4,3.7202150475476548,18.0,0.09345794392523366
competitive,equity_weighted_central,180,22,30.2,4.308131845707604,26.0,0.07152317880794712
competitive,equity_weighted_central,181,17,21.8,4.874423042781577,18.0,0.11376146788990837
competitive,equity_weighted_central,182,22,32.0,10.119288512538814,24.5,0.16000000000000014
competitive,equity_weighted_central,183,28,31.8,2.4819347291981715,29.0,0.04276729559748427
competitive,equity_weighted_central,184,25,34.6,8.754427451295717,27.5,0.13410404624277472
competitive,equity_weighted_central,185,22,25.6,3.1368774282716245,22.0,0.06562500000000004
competitive,equity_weighted_central,186,27,31.6,3.3823069050575527,28.5,0.05822784810126591
competitive,equity_weighted_central,187,22,26.4,2.727636339397171,23.5,0.05757575757575761
competitive,equity_weighted_central,188,22,30.2,4.578209256903839,26.0,0.07947019867549665
competitive,equity_weighted_central,189,17,25.2,7.547184905645284,18.5,0.15555555555555567
competitive,equity_weighted_central,190,25,28.6,2.244994432064365,26.0,0.04195804195804209
competitive,equity_weighted_central,191,22,28.6,3.3226495451672298,26.0,0.05034965034965033
competitive,equity_weighted_central,192,27,31.4,4.454211490264017,28.5,0.0662420382165605
competitive,equity_weighted_central,193,19,23.0,5.176871642217914,19.0,0.10782608695652174
competitive,equity_weighted_central,194,22,29.6,5.535341001239218,24.5,0.10000000000000009
competitive,equity_weighted_central,195,14,17.2,2.6381811916545836,15.0,0.07906976744186056
competitive,equity_weighted_central,196,25,34.0,6.356099432828281,27.5,0.10352941176470587
competitive,equity_weighted_central,197,17,23.8,4.791659420284375,19.5,0.11092436974789921
competitive,equity_weighted_central,198,19,25.0,5.059644256269407,20.5,0.10880000000000001
competitive,equity_weighted_central,199,14,21.0,5.215361924162119,16.5,0.1333333333333333
competitive,no_trade,0,2,11.2,13.075167302944923,2.5,0.5357142857142858
competitive,no_trade,1,2,5.6,4.923413450036469,2.0,0.4285714285714286
competitive,no_trade,2,2,4.4,2.727636339397171,2.0,0.3272727272727274
competitive,no_trade,3,0,2.4,2.0591260281974,0.5,0.4666666666666668
competitive,no_trade,4,3,4.2,1.469693845669907,3.0,0.17142857142857149
competitive,no_trade,5,1,2.6,1.8547236990991407,1.0,0.36923076923076925
competitive,no_trade,6,3,10.4,7.49933330370107,3.5,0.3769230769230769
competitive,no_trade,7,3,7.2,2.925747767665559,4.5,0.22222222222222232
competitive,no_trade,8,0,7.2,5.564171097297422,1.5,0.43333333333333335
competitive,no_trade,9,3,7.8,3.3105890714493698,4.5,0.23589743589743595
competitive,no_trade,10,2,5.0,2.449489742783178,2.5,0.272
competitive,no_trade,11,3,6.8,4.3999999999999995,3.0,0.3294117647058823
competitive,no_trade,12,1,8.8,9.239047569960878,1.0,0.5363636363636364
competitive,no_trade,13,0,6.0,7.293833011524188,0.5,0.6000000000000001
competitive,no_trade,14,0,3.6,3.4985711369071804,0.0,0.5333333333333334
competitive,no_trade,15,1,5.4,3.8781438859330635,2.0,0.3851851851851853
competitive,no_trade,16,0,7.4,9.499473669630333,1.0,0.6054054054054054
competitive,no_trade,17,1,7.8,6.675327707311454,2.0,0.45128205128205123
competitive,no_trade,18,3,8.8,8.908422980528034,3.0,0.47272727272727266
competitive,no_trade,19,2,6.8,4.166533331199932,2.5,0.3411764705882354
competitive,no_trade,20,2,3.8,1.469693845669907,2.5,0.21052631578947367
competitive,no_trade,21,2,6.2,4.354308211415448,2.5,0.3612903225806452
competitive,no_trade,22,2,5.6,4.409081537009721,2.5,0.3857142857142857
competitive,no_trade,23,2,5.4,2.8000000000000003,2.5,0.28148148148148144
competitive,no_trade,24,3,6.6,5.817215828899596,3.0,0.40000000000000013
competitive,no_trade,25,2,6.6,5.607138307550475,2.5,0.4242424242424243
competitive,no_trade,26,1,5.0,2.756809750418044,2.0,0.30400000000000005
competitive,no_trade,27,1,4.6,2.244994432064365,2.0,0.26086956521739135
competitive,no_trade,28,1,6.6,5.535341001239219,2.0,0.4242424242424243
competitive,no_trade,29,2,7.2,8.034923770640267,2.0,0.5111111111111111
competitive,no_trade,30,1,9.0,5.403702434442518,3.5,0.33777777777777773
competitive,no_trade,31,3,9.0,5.059644256269407,4.5,0.30222222222222217
competitive,no_trade,32,2,5.0,2.449489742783178,2.5,0.272
competitive,no_trade,33,1,8.4,11.447270417003349,1.0,0.6190476190476191
competitive,no_trade,34,3,7.4,5.388877434122992,3.0,0.3567567567567569
competitive,no_trade,35,1,5.6,3.2,2.0,0.3142857142857143
competitive,no_trade,36,2,4.8,2.4819347291981715,2.5,0.28333333333333344
competitive,no_trade,37,2,4.2,2.4819347291981715,2.5,0.2857142857142858
competitive,no_trade,38,3,4.6,1.3564659966250538,3.0,0.15652173913043477
competitive,no_trade,39,1,6.4,4.223742416388575,3.0,0.33750000000000013
competitive,no_trade,40,1,6.8,4.915282290977803,2.0,0.40000000000000013
competitive,no_trade,41,2,7.0,7.127411872482185,2.5,0.46857142857142864
competitive,no_trade,42,3,5.4,1.2,4.5,0.08888888888888902
competitive,no_trade,43,2,7.2,7.0823724838503095,2.0,0.4666666666666668
competitive,no_trade,44,3,8.0,7.127411872482185,3.0,0.41000000000000014
competitive,no_trade,45,2,6.2,5.075431016179809,2.5,0.40000000000000013
competitive,no_trade,46,1,6.4,7.525955088890712,1.0,0.5625
competitive,no_trade,47,2,4.0,1.7888543819998317,2.0,0.24
competitive,no_trade,48,1,4.4,2.8000000000000003,2.0,0.34545454545454546
competitive,no_trade,49,3,9.4,5.535341001239219,3.0,0.3148936170212766
competitive,no_trade,50,2,5.8,3.3704599092705436,3.0,0.3034482758620689
competitive,no_trade,51,2,5.8,4.915282290977803,2.0,0.4275862068965517
competitive,no_trade,52,1,4.8,3.9698866482558417,1.5,0.43333333333333335
competitive,no_trade,53,3,5.0,1.7888543819998317,3.5,0.19199999999999995
competitive,no_trade,54,2,3.6,1.3564659966250538,2.5,0.19999999999999996
competitive,no_trade,55,1,3.4,2.244994432064365,1.0,0.3529411764705883
competitive,no_trade,56,2,7.0,6.0332412515993425,2.5,0.4342857142857144
competitive,no_trade,57,3,6.8,4.791659420284375,3.0,0.3411764705882354
competitive,no_trade,58,0,3.2,1.9390719429665317,1.5,0.32499999999999996
competitive,no_trade,59,2,5.8,4.791659420284375,2.5,0.40000000000000013
competitive,no_trade,60,3,4.4,1.3564659966250536,3.0,0.16363636363636358
competitive,no_trade,61,3,5.0,1.6733200530681511,3.0,0.17599999999999993
competitive,no_trade,62,1,6.0,7.536577472566709,1.5,0.5466666666666666
competitive,no_trade,63,1,3.6,2.0591260281974,1.5,0.3111111111111111
competitive,no_trade,64,1,8.0,8.221921916437786,2.0,0.49
competitive,no_trade,65,3,4.4,1.3564659966250538,3.0,0.16363636363636358
competitive,no_trade,66,2,7.0,4.2895221179054435,4.0,0.29714285714285715
competitive,no_trade,67,2,6.6,4.2708313008125245,2.0,0.35151515151515156
competitive,no_trade,68,3,7.2,3.059411708155671,4.5,0.2333333333333334
competitive,no_trade,69,1,6.0,4.516635916254486,1.0,0.41333333333333333
competitive,no_trade,70,3,6.0,2.280350850198276,4.0,0.19999999999999996
competitive,no_trade,71,2,3.4,1.4966629547095764,2.0,0.23529411764705888
competitive,no_trade,72,3,7.4,5.425863986500215,3.5,0.34594594594594597
competitive,no_trade,73,1,9.6,7.939773296511683,2.0,0.44999999999999996
competitive,no_trade,74,0,6.0,3.286335345030997,2.5,0.28
competitive,no_trade,75,1,4.8,3.9698866482558417,1.5,0.43333333333333335
competitive,no_trade,76,1,3.6,2.8000000000000003,1.5,0.37777777777777777
competitive,no_trade,77,3,5.4,2.939387691339814,3.0,0.2666666666666666
competitive,no_trade,78,3,6.2,3.059411708155671,4.0,0.2451612903225806
competitive,no_trade,79,1,4.4,2.8000000000000003,2.0,0.34545454545454546
competitive,no_trade,80,4,10.2,7.110555533852471,5.0,0.33725490196078445
competitive,no_trade,81,0,6.8,3.7629775444453557,3.0,0.2941176470588236
competitive,no_trade,82,1,7.4,8.014985963805552,1.5,0.518918918918919
competitive,no_trade,83,3,7.4,4.409081537009721,3.0,0.32432432432432434
competitive,no_trade,84,2,7.0,5.761944116355173,2.0,0.4228571428571428
competitive,no_trade,85,0,6.2,4.915282290977803,1.5,0.4258064516129032
competitive,no_trade,86,0,3.2,1.9390719429665317,1.5,0.32499999999999996
competitive,no_trade,87,1,3.6,2.0591260281974,1.5,0.3111111111111111
competitive,no_trade,88,3,5.4,2.244994432064365,3.0,0.22222222222222232
competitive,no_trade,89,1,6.2,5.635601121442149,1.5,0.4774193548387098
competitive,no_trade,90,1,4.2,1.9390719429665317,2.0,0.24761904761904763
competitive,no_trade,91,3,7.8,3.3105890714493698,4.5,0.23589743589743595
competitive,no_trade,92,1,4.8,3.4871191548325386,1.5,0.3833333333333333
competitive,no_trade,93,1,3.2,1.9390719429665317,1.5,0.32499999999999996
competitive,no_trade,94,3,5.4,3.4985711369071804,3.0,0.3111111111111111
competitive,no_trade,95,3,4.8,1.4696938456699071,3.5,0.16666666666666674
competitive,no_trade,96,2,7.0,4.732863826479693,2.0,0.36571428571428566
competitive,no_trade,97,1,4.8,2.7129319932501077,2.0,0.31666666666666665
competitive,no_trade,98,3,3.8,1.16619037896906,3.0,0.1473684210526316
competitive,no_trade,99,2,6.8,3.7629775444453557,2.5,0.3058823529411765
competitive,no_trade,100,1,5.4,4.223742416388575,1.5,0.41481481481481497
competitive,no_trade,101,3,4.8,1.469693845669907,3.0,0.15000000000000013
competitive,no_trade,102,2,4.2,1.469693845669907,2.5,0.19047619047619047
competitive,no_trade,103,3,13.2,7.35934779718964,4.5,0.303030303030303
competitive,no_trade,104,2,4.8,2.4819347291981715,2.5,0.28333333333333344
competitive,no_trade,105,3,5.8,2.4819347291981715,3.0,0.23448275862068968
competitive,no_trade,106,2,5.2,2.4819347291981715,2.5,0.2615384615384615
competitive,no_trade,107,1,4.4,2.8000000000000003,2.0,0.34545454545454546
competitive,no_trade,108,0,5.4,3.4985711369071804,2.5,0.3407407407407408
competitive,no_trade,109,3,4.4,1.3564659966250538,3.0,0.16363636363636358
competitive,no_trade,110,3,4.6,1.3564659966250536,3.0,0.15652173913043477
competitive,no_trade,111,1,6.8,7.30479294709987,1.5,0.5176470588235293
competitive,no_trade,112,2,4.6,2.1540659228538015,2.5,0.26086956521739135
competitive,no_trade,113,3,7.2,3.655133376499413,3.5,0.2777777777777779
competitive,no_trade,114,3,5.4,2.939387691339814,3.0,0.2666666666666666
competitive,no_trade,115,1,6.6,5.851495535331118,2.0,0.4606060606060607
competitive,no_trade,116,1,7.4,7.059745037889116,2.0,0.464864864864865
competitive,no_trade,117,2,5.6,4.409081537009721,2.5,0.3857142857142857
competitive,no_trade,118,2,3.6,1.624807680927192,2.0,0.24444444444444446
