population,population_label,condition,condition_label,mean_final_total_score,sd_final_total_score,ci95_low_final_total_score,ci95_high_final_total_score,mean_final_score_gap,sd_final_score_gap,ci95_low_final_score_gap,ci95_high_final_score_gap,mean_cumulative_trades_executed,sd_cumulative_trades_executed,ci95_low_cumulative_trades_executed,ci95_high_cumulative_trades_executed,mean_final_idle_infrastructure,sd_final_idle_infrastructure,ci95_low_final_idle_infrastructure,ci95_high_final_idle_infrastructure,mean_final_total_infrastructure,sd_final_total_infrastructure,ci95_low_final_total_infrastructure,ci95_high_final_total_infrastructure,mean_final_total_production_sites,sd_final_total_production_sites,ci95_low_final_total_production_sites,ci95_high_final_total_production_sites,mean_final_total_advanced_sites,sd_final_total_advanced_sites,ci95_low_final_total_advanced_sites,ci95_high_final_total_advanced_sites,mean_final_total_innovation,sd_final_total_innovation,ci95_low_final_total_innovation,ci95_high_final_total_innovation,institution_family,institution_family_label
hoarding,Hoarding,clearinghouse_bargaining,Clearinghouse,91.24,22.00850452340603,88.17116968477896,94.30883031522103,27.78,9.999075334134071,26.38574508927058,29.174254910729424,15.28,3.1704667316473163,14.83791524094099,15.722084759059008,13.405,6.514072512915216,12.496688252515188,14.31331174748481,39.185,5.600679696726699,38.4040502711859,39.9659497288141,6.345,2.887501223650462,5.9423714942352195,6.74762850576478,6.545,2.851073147159199,6.1474509663703065,6.942549033629693,25.045,4.088588728271005,24.474893792990564,25.61510620700944,coordinated_bargaining,Coordinated bargaining
hoarding,Hoarding,equity_weighted_central,Equity central,156.475,25.341871026735166,152.94137044472703,160.00862955527296,15.755,5.536083099123604,14.983057516397572,16.52694248360243,52.49,9.076442532469764,51.22439551658851,53.755604483411496,7.685,3.4416565778706034,7.205100966900469,8.16489903309953,49.615,5.88642719530516,48.79420610161938,50.43579389838062,6.06,2.709818366217456,5.682147304822695,6.4378526951773045,14.905,3.7195632477172422,14.386350109825173,15.423649890174826,19.3,5.1059134108202375,18.588039682780146,20.011960317219856,central_matching,Central matching
hoarding,Hoarding,no_trade,No trade,29.455,9.389825296323535,28.14569793027775,30.76430206972225,10.875,6.607394593679335,9.953675572338584,11.796324427661416,0.0,0.0,0.0,0.0,15.6,4.908202548928332,14.915608165953413,16.284391834046584,21.9,5.82319051196966,21.088023722582562,22.711976277417435,2.715,2.0505606538151646,2.4290731351857624,3.0009268648142373,0.435,0.7672799964581525,0.32801171686202946,0.5419882831379705,15.565,3.447491987666559,15.084287286785832,16.045712713214165,baseline,Baseline
hoarding,Hoarding,public_pool,Public pool,29.455,9.389825296323535,28.14569793027775,30.76430206972225,10.875,6.607394593679335,9.953675572338584,11.796324427661416,0.0,0.0,0.0,0.0,15.6,4.908202548928332,14.915608165953413,16.284391834046584,21.9,5.82319051196966,21.088023722582562,22.711976277417435,2.715,2.0505606538151646,2.4290731351857624,3.0009268648142373,0.435,0.7672799964581525,0.32801171686202946,0.5419882831379705,15.565,3.447491987666559,15.084287286785832,16.045712713214165,contribution_pool,Contribution-dependent pool
hoarding,Hoarding,subsidized_catch_up,Subsidized,80.925,17.643863083877434,78.46476823587317,83.38523176412683,16.165,6.589757165289737,15.246134906859336,17.083865093140663,16.67,3.7977909474327327,16.140442165756482,17.19955783424352,11.47,4.933640037548393,10.782061203635402,12.157938796364599,36.64,5.5772690134367,35.86231461904306,37.41768538095694,7.59,2.3343405339931045,7.264503327150251,7.9154966728497484,4.995,2.251738580112227,4.681021210153004,5.3089787898469964,17.02,3.963349682215484,16.467356923244406,17.572643076755593,redistributive_support,Redistributive support
mixed,Mixed,bilateral_trade,Bilateral,103.175,20.80380654673973,100.27415082441283,106.07584917558717,27.23,9.065761975752785,25.965884796162303,28.494115203837698,28.03,4.90503791880599,27.3460494368651,28.7139505631349,12.39,5.760539826741709,11.586759632916339,13.193240367083662,41.65,5.963667213482478,40.81843587826873,42.48156412173127,6.79,2.949474018350496,6.378730107861504,7.201269892138496,7.84,2.8203139637762593,7.446739977208668,8.233260022791333,25.455,4.487612766461535,24.82925452574281,26.080745474257185,decentralized_bargaining,Decentralized bargaining
mixed,Mixed,bilateral_trade_3pass,Bilateral 3-pass,110.93,22.987326637294036,107.7246843105404,114.13531568945962,26.59,10.017667809510783,25.193152584540854,27.986847415459145,34.795,7.223146421131551,33.78781613228765,35.80218386771235,11.515,5.432988294580176,10.75743288938978,12.272567110610222,42.575,6.047913797875485,41.73168867064433,43.418311329355674,6.68,2.5672071914473698,6.322032776639205,7.037967223360795,8.85,2.9582522342435627,8.437506087618894,9.262493912381105,24.275,4.389271410791082,23.66296708550354,24.88703291449646,decentralized_bargaining,Decentralized bargaining
mixed,Mixed,bottleneck_priority_bilateral_trade,Bottleneck,102.885,22.076881994361543,99.80663524069517,105.96336475930484,27.785,9.129375800818076,26.512014587165595,29.057985412834405,27.675,4.422347883649601,27.05835495556437,28.291645044435633,12.53,5.9932206256183065,11.6943149982251,13.3656850017749,41.47,5.66387654239013,40.680238205123345,42.25976179487665,6.565,2.691093629850718,6.189758251811195,6.9402417481888055,7.905,2.7520618127334133,7.521256946886302,8.288743053113699,24.98,3.8213365548361,24.44715900429892,25.51284099570108,decentralized_bargaining,Decentralized bargaining
mixed,Mixed,catch_up_bilateral_trade,Catch-up,102.12,20.03026855265444,99.32701171262993,104.91298828737008,29.235,9.480992622374915,27.912985705617206,30.557014294382792,27.675,4.45856129757359,27.053305415630867,28.296694584369135,13.365,6.004334698855436,12.527765269808096,14.202234730191904,41.705,5.491699995831992,40.93924622461807,42.47075377538193,6.27,2.6480484897410954,5.900760396607123,6.639239603392876,7.9,2.571588094278157,7.541421910625985,8.258578089374016,25.135,4.359103568349573,24.527173640716363,25.74282635928364,decentralized_bargaining,Decentralized bargaining
mixed,Mixed,central_clearing,Central clearing,147.225,24.801814956281493,143.76667499071127,150.68332500928872,17.17,6.073345670895984,16.323142491356446,18.016857508643557,52.07,9.033444280997669,50.81039112330857,53.32960887669143,8.525,3.889087296526012,7.982711950331416,9.067288049668583,47.785,5.4264173286917075,47.02834913425763,48.54165086574236,5.855,2.7553465613905694,5.470798926840177,6.2392010731598235,13.775,3.615207271802054,13.270901338515994,14.279098661484007,19.385,4.352181339519329,18.778138865121345,19.991861134878658,central_matching,Central matching
mixed,Mixed,central_clearing_capped,Central capped (2),120.03,18.106860356224068,117.50520864420574,122.55479135579426,21.715,7.799225254656024,20.627488630416863,22.802511369583137,35.585,2.4562043275127716,35.24251083665717,35.927489163342834,9.53,4.355912057106553,8.922618659888087,10.137381340111911,42.62,5.164198362148581,41.89991252332833,43.34008747667166,6.47,2.177800282475819,6.166331046925471,6.773668953074528,10.075,2.4738582971487797,9.730049195651738,10.419950804348261,23.62,3.9919013492206368,23.063375724923443,24.17662427507656,central_matching,Central matching
mixed,Mixed,clearinghouse_bargaining,Clearinghouse,103.14,21.690847478178622,100.1154632699792,106.1645367300208,26.68,10.01995997945849,25.28283296806643,28.07716703193357,28.565,4.415115084120702,27.949363485445836,29.180636514554166,12.275,5.346240401643086,11.529528875436617,13.020471124563384,41.015,5.452837996039795,40.25466507908615,41.77533492091385,6.41,2.5464331147784343,6.054929480328661,6.765070519671339,7.96,2.8013636306189835,7.569382381049181,8.35061761895082,25.1,3.905929006911823,24.555363569443603,25.6446364305564,coordinated_bargaining,Coordinated bargaining
mixed,Mixed,equity_weighted_central,Equity central,143.915,25.99628452385506,140.29012008391692,147.53987991608307,14.73,5.425336059340837,13.973499904709094,15.486500095290907,52.235,9.00026660688309,50.98001736458739,53.48998263541261,8.52,4.021250086889214,7.959283384356865,9.080716615643134,47.52,6.024205779717516,46.67999447839513,48.360005521604876,6.355,2.7617223887935984,5.969909891767474,6.740090108232526,13.145,3.807421343433395,12.614099318896395,13.675900681103604,20.79,4.5152894919351425,20.16039532785551,21.419604672144487,central_matching,Central matching
mixed,Mixed,no_trade,No trade,29.395,9.273562953323077,28.101909363559777,30.688090636440222,10.805,6.490578792783171,9.899964178895459,11.71003582110454,0.0,0.0,0.0,0.0,15.63,4.884916791543282,14.948855094344216,16.311144905655787,21.9,5.815418770594851,21.08910740164434,22.710892598355656,2.705,2.0442283010304068,2.419956108227928,2.990043891772072,0.43,0.7602565026020777,0.3239910614986161,0.5360089385013839,15.585,3.4760884561204533,15.100299841423237,16.069700158576765,baseline,Baseline
mixed,Mixed,public_pool,Public pool,108.62,20.997860623258,105.6920922374844,111.5479077625156,29.735,11.082367497368677,28.189692580126206,31.280307419873793,39.665,5.0587279669118494,38.959619144848965,40.37038085515103,7.995,4.297360999239992,7.395782924805683,8.594217075194317,35.885,5.44149098323272,35.12624728822046,36.643752711779534,4.325,2.1122697311388596,4.030468521136958,4.619531478863042,9.62,2.8311973424612753,9.225222416467314,10.014777583532684,18.125,3.959515604097991,17.57289154090302,18.67710845909698,contribution_pool,Contribution-dependent pool
mixed,Mixed,subsidized_catch_up,Subsidized,75.355,17.465802192603572,72.9195967588887,77.7904032411113,15.685,6.482738967644236,14.781057351447316,16.588942648552685,18.025,3.670386038053997,17.513207300493082,18.536792699506915,12.12,4.642560374854682,11.472648881551851,12.767351118448147,35.29,5.503393197239053,34.52261574350465,36.05738425649535,7.23,2.4241457076793664,6.891981038814895,7.568018961185106,4.355,2.1169274691277775,4.0598190536765255,4.650180946323475,18.54,3.5794500012652484,18.0408872745525,19.0391127254475,redistributive_support,Redistributive support
need_based,Need-based,bilateral_trade,Bilateral,126.145,20.839033123145075,123.23923888750866,129.05076111249133,26.68,9.425593299375171,25.365710497716712,27.994289502283287,34.235,4.613697652658956,33.59167345290607,34.87832654709393,10.79,4.788585674687162,10.122287349652282,11.457712650347716,45.58,5.694359370747169,44.78598772878333,46.374012271216664,6.575,2.843378095676845,6.178523951917376,6.971476048082624,10.82,2.9684437490808695,10.406084999254736,11.233915000745265,22.795,4.805040799559059,22.124992873623988,23.465007126376015,decentralized_bargaining,Decentralized bargaining
need_based,Need-based,bilateral_trade_3pass,Bilateral 3-pass,139.685,23.48624691111479,136.4101156735823,142.9598843264177,27.01,9.109600656483414,25.739772001344175,28.28022799865583,41.625,6.8643990905520536,40.66783928049457,42.58216071950543,10.175,5.090574105503037,9.46517857073238,10.884821429267621,47.835,6.382118156286675,46.94508775482651,48.72491224517349,6.075,2.884610874883731,5.672774519797791,6.477225480202209,12.755,3.3632622055552837,12.286032151527218,13.223967848472784,20.655,4.930264958682654,19.967531819179882,21.34246818082012,decentralized_bargaining,Decentralized bargaining
need_based,Need-based,bottleneck_priority_bilateral_trade,Bottleneck,129.55,22.750724766190075,126.3776756932084,132.72232430679162,28.08,8.907881440544319,26.83789940293014,29.322100597069856,34.73,4.549791535342622,34.09558441866205,35.364415581337944,10.74,5.1687503228050655,10.019277805288247,11.460722194711753,46.19,5.937183739262987,45.3621286911289,47.017871308871094,6.41,2.686631710850734,6.035380414588164,6.7846195854118365,11.315,3.107095947364783,10.88175156072359,11.74824843927641,22.085,4.610210974145398,21.442159629725147,22.727840370274855,decentralized_bargaining,Decentralized bargaining
need_based,Need-based,catch_up_bilateral_trade,Catch-up,127.045,21.92341569598348,123.98803433341074,130.10196566658928,28.65,8.730901626755417,27.432577182247677,29.86742281775232,34.7,4.855706894699903,34.022928075170434,35.37707192482957,10.77,5.274104749104117,10.034587354288934,11.505412645711065,45.45,5.921386161225406,44.624331479888916,46.27566852011109,6.27,2.5963058410172906,5.9079753079530795,6.63202469204692,11.07,3.008380255019962,10.650516317385437,11.489483682614564,22.11,4.967016839251407,21.417407196327343,22.802592803672656,decentralized_bargaining,Decentralized bargaining
need_based,Need-based,central_clearing,Central clearing,159.32,23.307807047140525,156.0699970399389,162.5700029600611,18.215,6.382196893384726,17.32507677585276,19.10492322414724,52.925,8.777505225857162,51.7010788516787,54.14892114832129,7.83,3.714848651360181,7.312007505524605,8.347992494475395,49.75,6.114280179264994,48.89743464964062,50.60256535035938,5.44,2.5630540827605985,5.082611879404994,5.797388120595007,15.52,3.4524188592781564,15.038600291767848,16.00139970823215,18.135,4.5053597338790015,17.506779917276983,18.76322008272302,central_matching,Central matching
need_based,Need-based,central_clearing_capped,Central capped (2),125.955,18.883482319810962,123.32191773226361,128.58808226773638,22.42,7.109594338518301,21.42864965123981,23.411350348760195,34.465,2.934592675458428,34.05580513827304,34.87419486172697,8.98,4.405296036117111,8.365732637636434,9.594267362363567,43.88,5.805525006665209,43.07048697210297,44.689513027897036,6.7,2.263985013356653,6.384313587285949,7.015686412714051,10.75,2.5613085537548357,10.392855273149593,11.107144726850407,23.005,4.17758736364717,22.422483967054173,23.587516032945825,central_matching,Central matching
need_based,Need-based,clearinghouse_bargaining,Clearinghouse,128.67,23.065584883764608,125.4537721070815,131.88622789291847,27.415,8.97583439102323,26.163424153295775,28.666575846704223,35.64,4.367582728978623,35.03099132025663,36.24900867974337,10.435,4.832446346152456,9.76117148848164,11.108828511518361,45.425,5.9861124875471425,44.59030614551429,46.259693854485704,6.18,2.882558885546524,5.778060645875909,6.58193935412409,11.315,3.1979539627297164,10.869082465845462,11.760917534154537,21.94,4.906809953482811,21.25580234721255,22.62419765278745,coordinated_bargaining,Coordinated bargaining
need_based,Need-based,equity_weighted_central,Equity central,157.21,25.221150492410214,153.693203521005,160.72679647899503,15.52,5.71602701394252,14.722966427621023,16.31703357237898,52.915,8.77340516509723,51.691650557527275,54.13834944247272,7.885,3.478834062176699,7.399916998550377,8.370083001449624,49.775,5.892195246605515,48.953401813864545,50.59659818613545,5.875,2.656058779697097,5.504643454716568,6.245356545283432,15.07,3.6083515633908396,14.566857287421213,15.573142712578788,19.155,4.9113728136410995,18.470166109363543,19.83983389063646,central_matching,Central matching
need_based,Need-based,no_trade,No trade,29.455,9.389825296323535,28.14569793027775,30.76430206972225,10.875,6.607394593679335,9.953675572338584,11.796324427661416,0.0,0.0,0.0,0.0,15.6,4.908202548928332,14.915608165953413,16.284391834046584,21.9,5.82319051196966,21.088023722582562,22.711976277417435,2.715,2.0505606538151646,2.4290731351857624,3.0009268648142373,0.435,0.7672799964581525,0.32801171686202946,0.5419882831379705,15.565,3.447491987666559,15.084287286785832,16.045712713214165,baseline,Baseline
need_based,Need-based,public_pool,Public pool,146.06,11.684994457738814,144.43066325033752,147.6893367496625,10.54,4.302435911651601,9.94007528721771,11.139924712782289,49.89,3.092851215822718,49.458737823076945,50.32126217692306,5.135,1.9916345147142347,4.85728970082472,5.41271029917528,39.915,2.9582989475907566,39.502499573985226,40.32750042601477,1.75,1.0785715474249138,1.599605725897809,1.900394274102191,15.64,1.5915606575412597,15.41807535313536,15.861924646864642,11.325,2.8758874531553005,10.923990899630605,11.726009100369394,contribution_pool,Contribution-dependent pool
need_based,Need-based,subsidized_catch_up,Subsidized,79.775,17.802218115988982,77.29268746602374,82.25731253397628,16.195,6.69410413354571,15.261584934181966,17.128415065818036,16.28,3.826855644076873,15.746389431411474,16.813610568588526,12.1,5.260070504141816,11.366544266733655,12.833455733266344,36.7,5.499200490084967,35.93320036781675,37.46679963218325,7.345,2.400999582460371,7.010208497122042,7.679791502877958,4.955,2.273503704742393,4.637986316336907,5.2720136836630935,16.725,3.825250016461959,16.191613317532152,17.25838668246785,redistributive_support,Redistributive support
selfish,Selfish,bilateral_trade,Bilateral,97.115,19.60878110649441,94.3807832411945,99.8492167588055,26.585,8.437340729931728,25.40851083944269,27.76148916055731,24.665,3.7860860048579066,24.13707428403936,25.192925715960637,12.5,5.637277221528298,11.713947171452167,13.286052828547833,40.31,5.461045236525414,39.548520674731925,41.07147932526808,6.88,2.8524167660135475,6.482263614327921,7.277736385672079,7.025,2.582191621053557,6.664943371982798,7.385056628017202,26.335,4.555936543559921,25.699727568643713,26.97027243135629,decentralized_bargaining,Decentralized bargaining
selfish,Selfish,bilateral_trade_3pass,Bilateral 3-pass,104.555,20.12041576740566,101.74944173064105,107.36055826935896,26.99,8.907672713219156,25.747928507531157,28.23207149246884,28.785,5.233135151855717,28.055300088741408,29.514699911258592,12.22,5.490201413226016,11.454455184555634,12.985544815444367,42.07,5.5542188229910705,41.2955287003604,42.8444712996396,7.02,2.781778470203268,6.6321133041770235,7.407886695822976,7.905,2.7702611309528806,7.518719263355426,8.291280736644573,26.19,4.568177011240934,25.553020777605184,26.82697922239482,decentralized_bargaining,Decentralized bargaining
selfish,Selfish,bottleneck_priority_bilateral_trade,Bottleneck,100.145,20.18118868858874,97.33096765269208,102.95903234730791,26.85,8.935137571245637,25.604098852098403,28.0959011479016,25.01,4.179382272645629,24.42723368784317,25.592766312156833,12.71,5.683963158389543,11.91743735983903,13.502562640160972,40.91,5.660575107951826,40.120698551807834,41.69930144819216,6.61,2.8084402581178574,6.2183956275432815,7.001604372456719,7.49,2.4617475510346543,7.146737898524551,7.83326210147545,26.2,4.0919089179702945,25.629430831102777,26.77056916889722,decentralized_bargaining,Decentralized bargaining
selfish,Selfish,catch_up_bilateral_trade,Catch-up,99.115,19.458286139778274,96.40176801622341,101.82823198377658,27.16,9.186750345445757,25.879014373353332,28.44098562664667,24.755,4.400202713466505,24.141442842318387,25.36855715768161,12.935,5.71525112986183,12.138074615643767,13.731925384356234,41.075,5.187865141232766,40.351612465887364,41.79838753411264,6.74,2.738594438299953,6.358134815820281,7.121865184179719,7.33,2.508498119208056,6.9802190748256585,7.679780925174342,26.27,3.985791347187731,25.71422769373598,26.825772306264017,decentralized_bargaining,Decentralized bargaining
selfish,Selfish,central_clearing,Central clearing,144.97,23.431480349239223,141.7027522344929,148.2372477655071,17.185,5.902114006755862,16.362018757973292,18.007981242026705,51.86,8.373228455850787,50.69245055136488,53.02754944863512,8.605,4.0186718724089,8.044642886418803,9.165357113581198,47.175,5.347650120290706,46.42933230654584,47.920667693454156,5.845,2.540323051509426,5.490781457679867,6.199218542320133,13.44,3.30317343987102,12.97941083193869,13.900589168061309,20.155,3.8503377127873577,19.618115129686604,20.691884870313398,central_matching,Central matching
selfish,Selfish,central_clearing_capped,Central capped (2),118.605,18.73724624871341,115.99230865376788,121.21769134623213,21.855,6.729816278003314,20.916605290453038,22.793394709546963,35.405,2.798236163754,35.0148184699763,35.795181530023704,9.255,4.143163528042371,8.677283971077975,9.832716028922027,42.275,5.306616236303224,41.53505400503735,43.014945994962645,6.735,2.2224923760969455,6.42509925359261,7.04490074640739,9.775,2.525125003124999,9.422900648993604,10.127099351006397,24.205,4.079976229115897,23.63609470595895,24.773905294041047,central_matching,Central matching
selfish,Selfish,clearinghouse_bargaining,Clearinghouse,99.57,19.459663215541823,96.85657599900365,102.28342400099633,26.83,8.782754916288969,25.605346843325954,28.054653156674043,26.27,4.144027608995942,25.692163485025763,26.847836514974237,11.625,5.57221886824072,10.848018803130502,12.401981196869498,40.305,5.46914368647566,39.542391439954194,41.067608560045805,7.09,2.982680323056384,6.674099874379282,7.505900125620718,7.25,2.619505496315312,6.884740385498193,7.615259614501807,26.07,4.157103262812753,25.49034023698173,26.64965976301827,coordinated_bargaining,Coordinated bargaining
selfish,Selfish,equity_weighted_central,Equity central,140.69,25.301278097496066,137.1620306572008,144.2179693427992,14.8,5.904601731534497,13.976671873649169,15.623328126350833,52.43,8.994979057296689,51.175754651959494,53.684245348040506,9.105,4.282015094127021,8.50792273302278,9.702077266977222,47.155,5.931855489451738,46.327871653674606,47.982128346325396,6.315,2.5629315422875156,5.957628966250592,6.672371033749409,12.71,3.567849175440781,12.21250487496392,13.207495125036083,21.67,4.3699637200522465,21.060659318707906,22.279340681292098,central_matching,Central matching
selfish,Selfish,no_trade,No trade,29.36,9.227466101442277,28.07333703411493,30.646662965885067,10.785,6.424573974495811,9.889167784124314,11.680832215875686,0.0,0.0,0.0,0.0,15.635,4.886837515666201,14.953587271675513,16.316412728324487,21.895,5.811440371885432,21.08466214313314,22.70533785686686,2.705,2.0442283010304068,2.419956108227928,2.990043891772072,0.425,0.7464320491646255,0.3209187209520377,0.5290812790479623,15.595,3.459888603080835,15.11255872275964,16.07744127724036,baseline,Baseline
selfish,Selfish,public_pool,Public pool,138.35,13.499581233035954,136.4676402019196,140.23235979808038,10.13,4.597694418928822,9.488904917963607,10.771095082036394,52.9,3.2485017806822065,52.44703415977197,53.35296584022803,5.47,2.234741674502625,5.1583912312121,5.781608768787899,37.57,3.292308685772352,37.11092579569781,38.02907420430219,1.745,1.1297596133335615,1.5874681446836503,1.90253185531635,14.305,1.840901843659773,14.048307620962557,14.561692379037442,15.7,2.7998564213008312,15.309592543881552,16.090407456118445,contribution_pool,Contribution-dependent pool
selfish,Selfish,subsidized_catch_up,Subsidized,73.605,16.150640574131227,71.35298077027805,75.85701922972196,15.36,6.2066911535355835,14.494549012681553,16.225450987318446,18.475,3.6047672232293095,17.972357082022707,18.977642917977295,12.095,4.714563665151191,11.437608859076787,12.752391140923214,34.475,5.446807649241821,33.71550594090142,35.23449405909858,6.99,2.5871541960561326,6.629251398541656,7.350748601458345,4.2,1.9568203107703104,3.9271441371790754,4.472855862820925,18.89,3.6212521780018863,18.38505844656125,19.394941553438752,redistributive_support,Redistributive support
