build_mode_development,build_mode_label_development,population,population_label,condition,condition_label,final_total_score_development,final_score_gap_development,cumulative_trades_executed_development,final_idle_infrastructure_development,final_total_infrastructure_development,final_total_production_sites_development,final_total_advanced_sites_development,final_total_innovation_development,build_mode_crown,build_mode_label_crown,final_total_score_crown,final_score_gap_crown,cumulative_trades_executed_crown,final_idle_infrastructure_crown,final_total_infrastructure_crown,final_total_production_sites_crown,final_total_advanced_sites_crown,final_total_innovation_crown,build_mode_comparison,build_mode_from,build_mode_to,delta_final_total_score,delta_final_score_gap,delta_cumulative_trades_executed,delta_final_idle_infrastructure,delta_final_total_infrastructure,delta_final_total_production_sites,delta_final_total_advanced_sites,delta_final_total_innovation,pct_change_final_total_score,pct_change_final_score_gap,pct_change_cumulative_trades_executed
development_oriented,Development-oriented,mixed,Mixed,equity_weighted_central,Equity central,143.915,14.73,52.235,8.52,47.52,6.355,13.145,20.79,crown_aware,Crown-aware,142.3,14.97,51.78,8.575,47.215,6.385,12.935,21.295,crown_aware_minus_development_oriented,development_oriented,crown_aware,-1.6149999999999807,0.2400000000000002,-0.4549999999999983,0.054999999999999716,-0.3049999999999997,0.02999999999999936,-0.20999999999999908,0.5050000000000026,-1.122190181704465,1.6293279022403273,-0.8710634631951724
development_oriented,Development-oriented,mixed,Mixed,no_trade,No trade,29.395,10.805,0.0,15.63,21.9,2.705,0.43,15.585,crown_aware,Crown-aware,29.43,10.84,0.0,15.625,21.905,2.705,0.435,15.565,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.03500000000000014,0.03500000000000014,0.0,-0.005000000000000782,0.005000000000002558,0.0,0.0050000000000000044,-0.02000000000000135,0.11906786868515103,0.323924109208701,
development_oriented,Development-oriented,mixed,Mixed,public_pool,Public pool,108.62,29.735,39.665,7.995,35.885,4.325,9.62,18.125,crown_aware,Crown-aware,107.955,29.385,39.45,7.925,35.705,4.35,9.54,18.195,crown_aware_minus_development_oriented,development_oriented,crown_aware,-0.6650000000000063,-0.34999999999999787,-0.2149999999999963,-0.07000000000000028,-0.17999999999999972,0.024999999999999467,-0.08000000000000007,0.07000000000000028,-0.6122261093721287,-1.1770640659155804,-0.5420395814950115
development_oriented,Development-oriented,mixed,Mixed,subsidized_catch_up,Subsidized,75.355,15.685,18.025,12.12,35.29,7.23,4.355,18.54,crown_aware,Crown-aware,74.99,15.635,17.82,12.065,35.105,7.195,4.325,18.61,crown_aware_minus_development_oriented,development_oriented,crown_aware,-0.3650000000000091,-0.05000000000000071,-0.2049999999999983,-0.054999999999999716,-0.18500000000000227,-0.03500000000000014,-0.03000000000000025,0.07000000000000028,-0.4843739632406729,-0.31877590054192356,-1.137309292649089
development_oriented,Development-oriented,need_based,Need-based,bilateral_trade,Bilateral,126.145,26.68,34.235,10.79,45.58,6.575,10.82,22.795,crown_aware,Crown-aware,126.555,26.965,34.31,10.78,45.6,6.5,10.91,22.615,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.4100000000000108,0.28500000000000014,0.07500000000000284,-0.009999999999999787,0.020000000000003126,-0.07500000000000018,0.08999999999999986,-0.18000000000000327,0.3250227912323206,1.0682158920539735,0.21907404702790373
development_oriented,Development-oriented,need_based,Need-based,bilateral_trade_3pass,Bilateral 3-pass,139.685,27.01,41.625,10.175,47.835,6.075,12.755,20.655,crown_aware,Crown-aware,140.195,26.835,41.61,9.89,47.74,6.125,12.8,20.73,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.5099999999999909,-0.1750000000000007,-0.015000000000000568,-0.28500000000000014,-0.09499999999999886,0.04999999999999982,0.04499999999999993,0.07499999999999929,0.36510720549807846,-0.6479081821547601,-0.0360360360360374
development_oriented,Development-oriented,need_based,Need-based,bottleneck_priority_bilateral_trade,Bottleneck,129.55,28.08,34.73,10.74,46.19,6.41,11.315,22.085,crown_aware,Crown-aware,129.655,27.995,34.96,10.75,46.19,6.385,11.335,22.105,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.10499999999998977,-0.0849999999999973,0.23000000000000398,0.009999999999999787,0.0,-0.025000000000000355,0.02000000000000135,0.019999999999999574,0.08104978772673853,-0.3027065527065431,0.6622516556291506
development_oriented,Development-oriented,need_based,Need-based,catch_up_bilateral_trade,Catch-up,127.045,28.65,34.7,10.77,45.45,6.27,11.07,22.11,crown_aware,Crown-aware,126.685,28.62,34.88,10.94,45.53,6.28,11.015,22.305,crown_aware_minus_development_oriented,development_oriented,crown_aware,-0.35999999999999943,-0.029999999999997584,0.17999999999999972,0.16999999999999993,0.0799999999999983,0.010000000000000675,-0.054999999999999716,0.19500000000000028,-0.28336416230469474,-0.10471204188480833,0.5187319884726216
development_oriented,Development-oriented,need_based,Need-based,central_clearing,Central clearing,159.32,18.215,52.925,7.83,49.75,5.44,15.52,18.135,crown_aware,Crown-aware,159.32,18.215,52.925,7.83,49.75,5.44,15.52,18.135,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_oriented,Development-oriented,need_based,Need-based,central_clearing_capped,Central capped (2),125.955,22.42,34.465,8.98,43.88,6.7,10.75,23.005,crown_aware,Crown-aware,125.955,22.42,34.465,8.98,43.88,6.7,10.75,23.005,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_oriented,Development-oriented,need_based,Need-based,clearinghouse_bargaining,Clearinghouse,128.67,27.415,35.64,10.435,45.425,6.18,11.315,21.94,crown_aware,Crown-aware,128.2,27.105,35.725,10.52,45.41,6.195,11.25,21.935,crown_aware_minus_development_oriented,development_oriented,crown_aware,-0.46999999999999886,-0.3099999999999987,0.08500000000000085,0.08499999999999908,-0.015000000000000568,0.015000000000000568,-0.0649999999999995,-0.005000000000002558,-0.3652755109971236,-1.1307678278314746,0.23849607182940755
development_oriented,Development-oriented,need_based,Need-based,equity_weighted_central,Equity central,157.21,15.52,52.915,7.885,49.775,5.875,15.07,19.155,crown_aware,Crown-aware,157.21,15.52,52.915,7.885,49.775,5.875,15.07,19.155,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_oriented,Development-oriented,need_based,Need-based,no_trade,No trade,29.455,10.875,0.0,15.6,21.9,2.715,0.435,15.565,crown_aware,Crown-aware,29.455,10.875,0.0,15.6,21.9,2.715,0.435,15.565,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
development_oriented,Development-oriented,need_based,Need-based,public_pool,Public pool,146.06,10.54,49.89,5.135,39.915,1.75,15.64,11.325,crown_aware,Crown-aware,146.06,10.54,49.89,5.135,39.915,1.75,15.64,11.325,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_oriented,Development-oriented,need_based,Need-based,subsidized_catch_up,Subsidized,79.775,16.195,16.28,12.1,36.7,7.345,4.955,16.725,crown_aware,Crown-aware,79.775,16.195,16.28,12.1,36.7,7.345,4.955,16.725,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development_oriented,Development-oriented,selfish,Selfish,bilateral_trade,Bilateral,97.115,26.585,24.665,12.5,40.31,6.88,7.025,26.335,crown_aware,Crown-aware,97.275,27.0,24.87,12.355,40.285,6.945,7.02,26.655,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.1600000000000108,0.41499999999999915,0.20500000000000185,-0.14499999999999957,-0.025000000000005684,0.06500000000000039,-0.005000000000000782,0.3200000000000003,0.16475312773517048,1.5610306563851764,0.8311372390026428
development_oriented,Development-oriented,selfish,Selfish,bilateral_trade_3pass,Bilateral 3-pass,104.555,26.99,28.785,12.22,42.07,7.02,7.905,26.19,crown_aware,Crown-aware,100.405,27.56,28.68,12.9,41.57,6.905,7.43,26.33,crown_aware_minus_development_oriented,development_oriented,crown_aware,-4.150000000000006,0.5700000000000003,-0.10500000000000043,0.6799999999999997,-0.5,-0.11499999999999932,-0.47500000000000053,0.13999999999999702,-3.969202811917178,2.1118932938125243,-0.36477331943720837
development_oriented,Development-oriented,selfish,Selfish,bottleneck_priority_bilateral_trade,Bottleneck,100.145,26.85,25.01,12.71,40.91,6.61,7.49,26.2,crown_aware,Crown-aware,97.955,26.79,24.315,12.705,40.475,6.68,7.205,26.25,crown_aware_minus_development_oriented,development_oriented,crown_aware,-2.1899999999999977,-0.060000000000002274,-0.6950000000000003,-0.005000000000000782,-0.43499999999999517,0.0699999999999994,-0.28500000000000014,0.05000000000000071,-2.186829097808176,-0.22346368715084644,-2.7788884446221522
development_oriented,Development-oriented,selfish,Selfish,catch_up_bilateral_trade,Catch-up,99.115,27.16,24.755,12.935,41.075,6.74,7.33,26.27,crown_aware,Crown-aware,97.155,27.775,24.21,12.94,40.57,6.695,7.12,26.32,crown_aware_minus_development_oriented,development_oriented,crown_aware,-1.9599999999999937,0.6149999999999984,-0.5449999999999982,0.004999999999999005,-0.5050000000000026,-0.04499999999999993,-0.20999999999999996,0.05000000000000071,-1.977500882812888,2.264359351988212,-2.2015754393051834
development_oriented,Development-oriented,selfish,Selfish,central_clearing,Central clearing,144.97,17.185,51.86,8.605,47.175,5.845,13.44,20.155,crown_aware,Crown-aware,143.635,18.3,51.295,8.65,46.85,5.73,13.37,20.315,crown_aware_minus_development_oriented,development_oriented,crown_aware,-1.335000000000008,1.115000000000002,-0.5649999999999977,0.04499999999999993,-0.32499999999999574,-0.11499999999999932,-0.07000000000000028,0.16000000000000014,-0.9208801821066482,6.488216467849881,-1.0894716544542957
development_oriented,Development-oriented,selfish,Selfish,central_clearing_capped,Central capped (2),118.605,21.855,35.405,9.255,42.275,6.735,9.775,24.205,crown_aware,Crown-aware,118.765,22.26,35.235,9.18,42.25,6.69,9.845,23.95,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.1599999999999966,0.40500000000000114,-0.1700000000000017,-0.07500000000000107,-0.02499999999999858,-0.04499999999999993,0.07000000000000028,-0.254999999999999,0.13490156401500492,1.8531228551818857,-0.4801581697500401
development_oriented,Development-oriented,selfish,Selfish,clearinghouse_bargaining,Clearinghouse,99.57,26.83,26.27,11.625,40.305,7.09,7.25,26.07,crown_aware,Crown-aware,98.65,28.225,26.25,12.465,40.555,6.765,7.28,26.02,crown_aware_minus_development_oriented,development_oriented,crown_aware,-0.9199999999999875,1.3950000000000031,-0.019999999999999574,0.8399999999999999,0.25,-0.3250000000000002,0.03000000000000025,-0.05000000000000071,-0.9239730842623155,5.199403652627668,-0.07613247049866606
development_oriented,Development-oriented,selfish,Selfish,equity_weighted_central,Equity central,140.69,14.8,52.43,9.105,47.155,6.315,12.71,21.67,crown_aware,Crown-aware,139.365,15.345,51.61,8.985,46.885,6.375,12.575,21.49,crown_aware_minus_development_oriented,development_oriented,crown_aware,-1.3249999999999886,0.5449999999999999,-0.8200000000000003,-0.120000000000001,-0.2700000000000031,0.05999999999999961,-0.13500000000000156,-0.18000000000000327,-0.9417869073850229,3.6824324324324316,-1.5639900820141146
development_oriented,Development-oriented,selfish,Selfish,no_trade,No trade,29.36,10.785,0.0,15.635,21.895,2.705,0.425,15.595,crown_aware,Crown-aware,29.43,10.84,0.0,15.625,21.905,2.705,0.435,15.565,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.07000000000000028,0.054999999999999716,0.0,-0.009999999999999787,0.010000000000001563,0.0,0.010000000000000009,-0.030000000000001137,0.23841961852861132,0.5099675475197006,
development_oriented,Development-oriented,selfish,Selfish,public_pool,Public pool,138.35,10.13,52.9,5.47,37.57,1.745,14.305,15.7,crown_aware,Crown-aware,139.085,10.905,52.73,5.245,37.775,1.825,14.44,14.985,crown_aware_minus_development_oriented,development_oriented,crown_aware,0.7350000000000136,0.7749999999999986,-0.1700000000000017,-0.22499999999999964,0.2049999999999983,0.07999999999999985,0.1349999999999998,-0.7149999999999999,0.5312612938200316,7.650542941757142,-0.32136105860113745
development_oriented,Development-oriented,selfish,Selfish,subsidized_catch_up,Subsidized,73.605,15.36,18.475,12.095,34.475,6.99,4.2,18.89,crown_aware,Crown-aware,73.53,15.42,18.205,11.92,34.29,6.98,4.205,18.935,crown_aware_minus_development_oriented,development_oriented,crown_aware,-0.07500000000000284,0.0600000000000005,-0.2700000000000031,-0.1750000000000007,-0.18500000000000227,-0.009999999999999787,0.004999999999999893,0.04499999999999815,-0.10189525168127551,0.3906250000000033,-1.4614343707713293
