planner_action,planner_action_label,selected_rounds,mean_realized_capacity_cost,mean_workload_units,mean_round_reward,mean_score_gain,mean_min_score_gain
bilateral_3pass,Bilateral 3-pass,6951,0.0,8.251762336354481,1.1615954538915263,6.649402963602359,0.65674003740469
central_cap2,Central capped (2),191,3.863874345549738,3.0785340314136125,0.6623036649214659,3.717277486910995,0.418848167539267
central_full,Central clearing,310,4.735483870967742,2.8774193548387097,0.6937096774193549,3.6193548387096772,0.603225806451613
clearinghouse,Clearinghouse,1544,2.760362694300518,5.48639896373057,0.9878562176165803,5.7642487046632125,0.49287564766839376
equity_cap2,Equity central capped (2),174,3.8563218390804597,3.0344827586206895,0.5652298850574712,3.1264367816091956,0.3850574712643678
public_pool,Round-local public pool,565,3.336283185840708,12.247787610619469,0.3879646017699115,2.1823008849557524,0.2424778761061947
subsidized_catch_up,Subsidized catch-up,2265,2.581456953642384,0.9011037527593819,0.8169757174392936,4.537748344370861,0.5452538631346578
