evaluation_rounds,unique_evaluation_states,unseen_evaluation_round_share,near_tie_round_share,mean_best_q_margin,median_best_q_margin,trained_q_states
12000,1352,0.0017500000000000293,0.0016666666666666668,2.94157371350971,2.8668076742461865,3216
