q_state_key,action,training_state_visits,training_action_updates
"0,1,1,2,0,1,0",public_pool,330,0
"0,1,1,2,0,1,0",subsidized_catch_up,330,0
"0,1,1,2,0,1,0",central_cap2,330,0
"0,1,1,2,0,1,0",equity_cap2,330,0
"0,1,1,2,0,1,0",central_full,330,0
"1,2,1,1,0,1,0",bilateral_3pass,3080,318
"1,2,1,1,0,1,0",clearinghouse,3080,256
"1,2,1,1,0,1,0",public_pool,3080,62
"1,2,1,1,0,1,0",subsidized_catch_up,3080,2335
"1,2,1,1,0,1,0",central_cap2,3080,56
"1,2,1,1,0,1,0",equity_cap2,3080,53
"1,2,1,1,0,1,0",central_full,3080,0
"1,1,2,3,0,1,1",bilateral_3pass,411,384
"1,1,2,3,0,1,1",clearinghouse,411,27
"1,1,2,3,0,1,1",public_pool,411,0
"1,1,2,3,0,1,1",subsidized_catch_up,411,0
"1,1,2,3,0,1,1",central_cap2,411,0
"1,1,2,3,0,1,1",equity_cap2,411,0
"1,1,2,3,0,1,1",central_full,411,0
"1,1,1,1,0,1,1",bilateral_3pass,557,497
"1,1,1,1,0,1,1",clearinghouse,557,60
"1,1,1,1,0,1,1",public_pool,557,0
"1,1,1,1,0,1,1",subsidized_catch_up,557,0
"1,1,1,1,0,1,1",central_cap2,557,0
"1,1,1,1,0,1,1",equity_cap2,557,0
"1,1,1,1,0,1,1",central_full,557,0
"1,1,2,3,0,1,0",bilateral_3pass,745,745
"1,1,2,3,0,1,0",clearinghouse,745,0
"1,1,2,3,0,1,0",public_pool,745,0
"1,1,2,3,0,1,0",subsidized_catch_up,745,0
"1,1,2,3,0,1,0",central_cap2,745,0
"1,1,2,3,0,1,0",equity_cap2,745,0
"1,1,2,3,0,1,0",central_full,745,0
"1,2,2,1,0,1,0",bilateral_3pass,1414,998
"1,2,2,1,0,1,0",clearinghouse,1414,232
"1,2,2,1,0,1,0",public_pool,1414,32
"1,2,2,1,0,1,0",subsidized_catch_up,1414,111
"1,2,2,1,0,1,0",central_cap2,1414,28
"1,2,2,1,0,1,0",equity_cap2,1414,13
"1,2,2,1,0,1,0",central_full,1414,0
"2,1,1,1,0,2,1",bilateral_3pass,76,71
"2,1,1,1,0,2,1",clearinghouse,76,5
"2,1,1,1,0,2,1",public_pool,76,0
"2,1,1,1,0,2,1",subsidized_catch_up,76,0
"2,1,1,1,0,2,1",central_cap2,76,0
"2,1,1,1,0,2,1",equity_cap2,76,0
"2,1,1,1,0,2,1",central_full,76,0
"2,2,1,1,0,2,0",bilateral_3pass,459,313
"2,2,1,1,0,2,0",clearinghouse,459,34
"2,2,1,1,0,2,0",public_pool,459,11
"2,2,1,1,0,2,0",subsidized_catch_up,459,69
"2,2,1,1,0,2,0",central_cap2,459,17
"2,2,1,1,0,2,0",equity_cap2,459,15
"2,2,1,1,0,2,0",central_full,459,0
"2,1,1,2,1,2,1",bilateral_3pass,143,129
"2,1,1,2,1,2,1",clearinghouse,143,14
"2,1,1,2,1,2,1",public_pool,143,0
"2,1,1,2,1,2,1",subsidized_catch_up,143,0
"2,1,1,2,1,2,1",central_cap2,143,0
"2,1,1,2,1,2,1",equity_cap2,143,0
"2,1,1,2,1,2,1",central_full,143,0
"2,1,1,2,1,2,0",bilateral_3pass,201,201
"2,1,1,2,1,2,0",clearinghouse,201,0
"2,1,1,2,1,2,0",public_pool,201,0
"2,1,1,2,1,2,0",subsidized_catch_up,201,0
"2,1,1,2,1,2,0",central_cap2,201,0
"2,1,1,2,1,2,0",equity_cap2,201,0
"2,1,1,2,1,2,0",central_full,201,0
"2,2,1,1,2,2,0",bilateral_3pass,871,77
"2,2,1,1,2,2,0",clearinghouse,871,72
"2,2,1,1,2,2,0",public_pool,871,16
"2,2,1,1,2,2,0",subsidized_catch_up,871,676
"2,2,1,1,2,2,0",central_cap2,871,17
"2,2,1,1,2,2,0",equity_cap2,871,13
"2,2,1,1,2,2,0",central_full,871,0
"3,1,1,3,2,2,3",bilateral_3pass,643,584
"3,1,1,3,2,2,3",clearinghouse,643,0
"3,1,1,3,2,2,3",public_pool,643,0
"3,1,1,3,2,2,3",subsidized_catch_up,643,59
"3,1,1,3,2,2,3",central_cap2,643,0
"3,1,1,3,2,2,3",equity_cap2,643,0
"3,1,1,3,2,2,3",central_full,643,0
"3,2,1,3,2,2,0",bilateral_3pass,2409,1799
"3,2,1,3,2,2,0",clearinghouse,2409,224
"3,2,1,3,2,2,0",public_pool,2409,64
"3,2,1,3,2,2,0",subsidized_catch_up,2409,210
"3,2,1,3,2,2,0",central_cap2,2409,57
"3,2,1,3,2,2,0",equity_cap2,2409,55
"3,2,1,3,2,2,0",central_full,2409,0
"3,1,1,2,1,2,3",bilateral_3pass,125,112
"3,1,1,2,1,2,3",clearinghouse,125,0
"3,1,1,2,1,2,3",public_pool,125,0
"3,1,1,2,1,2,3",subsidized_catch_up,125,13
"3,1,1,2,1,2,3",central_cap2,125,0
"3,1,1,2,1,2,3",equity_cap2,125,0
"3,1,1,2,1,2,3",central_full,125,0
"0,2,2,3,0,0,2",bilateral_3pass,265,17
"0,2,2,3,0,0,2",clearinghouse,265,12
"0,2,2,3,0,0,2",public_pool,265,18
"0,2,2,3,0,0,2",subsidized_catch_up,265,197
"0,2,2,3,0,0,2",central_cap2,265,8
"0,2,2,3,0,0,2",equity_cap2,265,13
"0,2,2,3,0,0,2",central_full,265,0
"0,2,2,2,0,0,3",bilateral_3pass,294,27
"0,2,2,2,0,0,3",clearinghouse,294,228
"0,2,2,2,0,0,3",public_pool,294,7
"0,2,2,2,0,0,3",subsidized_catch_up,294,22
"0,2,2,2,0,0,3",central_cap2,294,5
"0,2,2,2,0,0,3",equity_cap2,294,5
"0,2,2,2,0,0,3",central_full,294,0
"0,1,0,2,0,0,3",bilateral_3pass,47,44
"0,1,0,2,0,0,3",clearinghouse,47,0
"0,1,0,2,0,0,3",public_pool,47,0
"0,1,0,2,0,0,3",subsidized_catch_up,47,3
"0,1,0,2,0,0,3",central_cap2,47,0
"0,1,0,2,0,0,3",equity_cap2,47,0
"0,1,0,2,0,0,3",central_full,47,0
"0,1,1,3,0,1,3",bilateral_3pass,370,344
"0,1,1,3,0,1,3",clearinghouse,370,0
"0,1,1,3,0,1,3",public_pool,370,0
"0,1,1,3,0,1,3",subsidized_catch_up,370,26
"0,1,1,3,0,1,3",central_cap2,370,0
"0,1,1,3,0,1,3",equity_cap2,370,0
"0,1,1,3,0,1,3",central_full,370,0
"1,1,1,1,0,1,3",bilateral_3pass,771,723
"1,1,1,1,0,1,3",clearinghouse,771,0
"1,1,1,1,0,1,3",public_pool,771,0
"1,1,1,1,0,1,3",subsidized_catch_up,771,48
"1,1,1,1,0,1,3",central_cap2,771,0
"1,1,1,1,0,1,3",equity_cap2,771,0
"1,1,1,1,0,1,3",central_full,771,0
"1,1,1,2,0,2,0",bilateral_3pass,53,53
"1,1,1,2,0,2,0",clearinghouse,53,0
"1,1,1,2,0,2,0",public_pool,53,0
"1,1,1,2,0,2,0",subsidized_catch_up,53,0
"1,1,1,2,0,2,0",central_cap2,53,0
"1,1,1,2,0,2,0",equity_cap2,53,0
"1,1,1,2,0,2,0",central_full,53,0
"1,1,2,1,1,2,1",bilateral_3pass,31,26
"1,1,2,1,1,2,1",clearinghouse,31,5
"1,1,2,1,1,2,1",public_pool,31,0
"1,1,2,1,1,2,1",subsidized_catch_up,31,0
"1,1,2,1,1,2,1",central_cap2,31,0
"1,1,2,1,1,2,1",equity_cap2,31,0
"1,1,2,1,1,2,1",central_full,31,0
"2,1,1,1,1,2,1",bilateral_3pass,337,301
"2,1,1,1,1,2,1",clearinghouse,337,36
"2,1,1,1,1,2,1",public_pool,337,0
"2,1,1,1,1,2,1",subsidized_catch_up,337,0
"2,1,1,1,1,2,1",central_cap2,337,0
"2,1,1,1,1,2,1",equity_cap2,337,0
"2,1,1,1,1,2,1",central_full,337,0
"2,2,1,3,1,1,0",bilateral_3pass,1305,1027
"2,2,1,3,1,1,0",clearinghouse,1305,92
"2,2,1,3,1,1,0",public_pool,1305,29
"2,2,1,3,1,1,0",subsidized_catch_up,1305,105
"2,2,1,3,1,1,0",central_cap2,1305,34
"2,2,1,3,1,1,0",equity_cap2,1305,18
"2,2,1,3,1,1,0",central_full,1305,0
"2,1,2,1,1,2,1",bilateral_3pass,183,162
"2,1,2,1,1,2,1",clearinghouse,183,21
"2,1,2,1,1,2,1",public_pool,183,0
"2,1,2,1,1,2,1",subsidized_catch_up,183,0
"2,1,2,1,1,2,1",central_cap2,183,0
"2,1,2,1,1,2,1",equity_cap2,183,0
"2,1,2,1,1,2,1",central_full,183,0
"2,1,1,3,1,2,0",bilateral_3pass,216,216
"2,1,1,3,1,2,0",clearinghouse,216,0
"2,1,1,3,1,2,0",public_pool,216,0
"2,1,1,3,1,2,0",subsidized_catch_up,216,0
"2,1,1,3,1,2,0",central_cap2,216,0
"2,1,1,3,1,2,0",equity_cap2,216,0
"2,1,1,3,1,2,0",central_full,216,0
"3,2,1,1,1,2,0",bilateral_3pass,1021,808
"3,2,1,1,1,2,0",clearinghouse,1021,84
"3,2,1,1,1,2,0",public_pool,1021,17
"3,2,1,1,1,2,0",subsidized_catch_up,1021,73
"3,2,1,1,1,2,0",central_cap2,1021,21
"3,2,1,1,1,2,0",equity_cap2,1021,18
"3,2,1,1,1,2,0",central_full,1021,0
"3,2,0,2,0,2,0",bilateral_3pass,15,1
"3,2,0,2,0,2,0",clearinghouse,15,0
"3,2,0,2,0,2,0",public_pool,15,1
"3,2,0,2,0,2,0",subsidized_catch_up,15,11
"3,2,0,2,0,2,0",central_cap2,15,0
"3,2,0,2,0,2,0",equity_cap2,15,2
"3,2,0,2,0,2,0",central_full,15,0
"3,1,1,3,0,2,5",bilateral_3pass,2,2
"3,1,1,3,0,2,5",clearinghouse,2,0
"3,1,1,3,0,2,5",public_pool,2,0
"3,1,1,3,0,2,5",subsidized_catch_up,2,0
"3,1,1,3,0,2,5",central_cap2,2,0
"3,1,1,3,0,2,5",equity_cap2,2,0
"3,1,1,3,0,2,5",central_full,2,0
"3,1,0,3,1,1,0",bilateral_3pass,68,68
"3,1,0,3,1,1,0",clearinghouse,68,0
"3,1,0,3,1,1,0",public_pool,68,0
"3,1,0,3,1,1,0",subsidized_catch_up,68,0
"3,1,0,3,1,1,0",central_cap2,68,0
"3,1,0,3,1,1,0",equity_cap2,68,0
"3,1,0,3,1,1,0",central_full,68,0
"3,2,0,3,0,1,0",bilateral_3pass,15,8
"3,2,0,3,0,1,0",clearinghouse,15,3
"3,2,0,3,0,1,0",public_pool,15,1
"3,2,0,3,0,1,0",subsidized_catch_up,15,2
"3,2,0,3,0,1,0",central_cap2,15,1
"3,2,0,3,0,1,0",equity_cap2,15,0
"3,2,0,3,0,1,0",central_full,15,0
"0,3,0,1,0,0,4",bilateral_3pass,19,0
"0,3,0,1,0,0,4",clearinghouse,19,4
"0,3,0,1,0,0,4",public_pool,19,1
"0,3,0,1,0,0,4",subsidized_catch_up,19,1
"0,3,0,1,0,0,4",central_cap2,19,4
"0,3,0,1,0,0,4",equity_cap2,19,0
"0,3,0,1,0,0,4",central_full,19,9
"0,2,0,2,0,0,1",bilateral_3pass,127,7
"0,2,0,2,0,0,1",clearinghouse,127,101
"0,2,0,2,0,0,1",public_pool,127,4
"0,2,0,2,0,0,1",subsidized_catch_up,127,11
"0,2,0,2,0,0,1",central_cap2,127,2
"0,2,0,2,0,0,1",equity_cap2,127,2
"0,2,0,2,0,0,1",central_full,127,0
"0,3,1,1,0,1,0",bilateral_3pass,104,7
"0,3,1,1,0,1,0",clearinghouse,104,3
"0,3,1,1,0,1,0",public_pool,104,3
"0,3,1,1,0,1,0",subsidized_catch_up,104,5
"0,3,1,1,0,1,0",central_cap2,104,3
"0,3,1,1,0,1,0",equity_cap2,104,76
"0,3,1,1,0,1,0",central_full,104,7
"1,1,2,2,0,1,5",bilateral_3pass,46,46
"1,1,2,2,0,1,5",clearinghouse,46,0
"1,1,2,2,0,1,5",public_pool,46,0
"1,1,2,2,0,1,5",subsidized_catch_up,46,0
"1,1,2,2,0,1,5",central_cap2,46,0
"1,1,2,2,0,1,5",equity_cap2,46,0
"1,1,2,2,0,1,5",central_full,46,0
"1,2,2,2,0,2,0",bilateral_3pass,524,407
"1,2,2,2,0,2,0",clearinghouse,524,38
"1,2,2,2,0,2,0",public_pool,524,19
"1,2,2,2,0,2,0",subsidized_catch_up,524,41
"1,2,2,2,0,2,0",central_cap2,524,8
"1,2,2,2,0,2,0",equity_cap2,524,11
"1,2,2,2,0,2,0",central_full,524,0
"1,1,1,2,0,2,1",bilateral_3pass,37,35
"1,1,1,2,0,2,1",clearinghouse,37,2
"1,1,1,2,0,2,1",public_pool,37,0
"1,1,1,2,0,2,1",subsidized_catch_up,37,0
"1,1,1,2,0,2,1",central_cap2,37,0
"1,1,1,2,0,2,1",equity_cap2,37,0
"1,1,1,2,0,2,1",central_full,37,0
"1,1,2,2,1,1,0",bilateral_3pass,155,155
"1,1,2,2,1,1,0",clearinghouse,155,0
"1,1,2,2,1,1,0",public_pool,155,0
"1,1,2,2,1,1,0",subsidized_catch_up,155,0
"1,1,2,2,1,1,0",central_cap2,155,0
"1,1,2,2,1,1,0",equity_cap2,155,0
"1,1,2,2,1,1,0",central_full,155,0
"2,2,2,1,1,2,0",bilateral_3pass,917,106
"2,2,2,1,1,2,0",clearinghouse,917,85
"2,2,2,1,1,2,0",public_pool,917,16
"2,2,2,1,1,2,0",subsidized_catch_up,917,682
"2,2,2,1,1,2,0",central_cap2,917,13
"2,2,2,1,1,2,0",equity_cap2,917,15
"2,2,2,1,1,2,0",central_full,917,0
"2,1,2,1,1,2,3",bilateral_3pass,278,255
"2,1,2,1,1,2,3",clearinghouse,278,0
"2,1,2,1,1,2,3",public_pool,278,0
"2,1,2,1,1,2,3",subsidized_catch_up,278,23
"2,1,2,1,1,2,3",central_cap2,278,0
"2,1,2,1,1,2,3",equity_cap2,278,0
"2,1,2,1,1,2,3",central_full,278,0
"2,1,1,1,1,2,0",bilateral_3pass,536,536
"2,1,1,1,1,2,0",clearinghouse,536,0
"2,1,1,1,1,2,0",public_pool,536,0
"2,1,1,1,1,2,0",subsidized_catch_up,536,0
"2,1,1,1,1,2,0",central_cap2,536,0
"2,1,1,1,1,2,0",equity_cap2,536,0
"2,1,1,1,1,2,0",central_full,536,0
"2,2,1,2,1,2,0",bilateral_3pass,643,482
"2,2,1,2,1,2,0",clearinghouse,643,58
"2,2,1,2,1,2,0",public_pool,643,19
"2,2,1,2,1,2,0",subsidized_catch_up,643,59
"2,2,1,2,1,2,0",central_cap2,643,10
"2,2,1,2,1,2,0",equity_cap2,643,15
"2,2,1,2,1,2,0",central_full,643,0
"2,2,2,3,2,2,0",bilateral_3pass,237,182
"2,2,2,3,2,2,0",clearinghouse,237,25
"2,2,2,3,2,2,0",public_pool,237,2
"2,2,2,3,2,2,0",subsidized_catch_up,237,18
"2,2,2,3,2,2,0",central_cap2,237,3
"2,2,2,3,2,2,0",equity_cap2,237,7
"2,2,2,3,2,2,0",central_full,237,0
"3,1,1,2,2,1,4",bilateral_3pass,27,27
"3,1,1,2,2,1,4",clearinghouse,27,0
"3,1,1,2,2,1,4",public_pool,27,0
"3,1,1,2,2,1,4",subsidized_catch_up,27,0
"3,1,1,2,2,1,4",central_cap2,27,0
"3,1,1,2,2,1,4",equity_cap2,27,0
"3,1,1,2,2,1,4",central_full,27,0
"3,1,0,1,2,1,0",bilateral_3pass,100,100
"3,1,0,1,2,1,0",clearinghouse,100,0
"3,1,0,1,2,1,0",public_pool,100,0
"3,1,0,1,2,1,0",subsidized_catch_up,100,0
"3,1,0,1,2,1,0",central_cap2,100,0
"3,1,0,1,2,1,0",equity_cap2,100,0
"3,1,0,1,2,1,0",central_full,100,0
"0,2,2,1,0,0,6",bilateral_3pass,373,22
"0,2,2,1,0,0,6",clearinghouse,373,14
"0,2,2,1,0,0,6",public_pool,373,10
"0,2,2,1,0,0,6",subsidized_catch_up,373,31
"0,2,2,1,0,0,6",central_cap2,373,20
"0,2,2,1,0,0,6",equity_cap2,373,269
"0,2,2,1,0,0,6",central_full,373,7
"0,1,1,1,0,0,6",bilateral_3pass,250,250
"0,1,1,1,0,0,6",clearinghouse,250,0
"0,1,1,1,0,0,6",public_pool,250,0
"0,1,1,1,0,0,6",subsidized_catch_up,250,0
"0,1,1,1,0,0,6",central_cap2,250,0
"0,1,1,1,0,0,6",equity_cap2,250,0
"0,1,1,1,0,0,6",central_full,250,0
"0,2,0,2,0,1,0",bilateral_3pass,96,6
"0,2,0,2,0,1,0",clearinghouse,96,9
"0,2,0,2,0,1,0",public_pool,96,1
"0,2,0,2,0,1,0",subsidized_catch_up,96,77
"0,2,0,2,0,1,0",central_cap2,96,2
"0,2,0,2,0,1,0",equity_cap2,96,1
"0,2,0,2,0,1,0",central_full,96,0
"0,1,1,3,0,1,1",bilateral_3pass,420,391
"0,1,1,3,0,1,1",clearinghouse,420,29
"0,1,1,3,0,1,1",public_pool,420,0
"0,1,1,3,0,1,1",subsidized_catch_up,420,0
"0,1,1,3,0,1,1",central_cap2,420,0
"0,1,1,3,0,1,1",equity_cap2,420,0
"0,1,1,3,0,1,1",central_full,420,0
"1,2,1,1,1,0,0",bilateral_3pass,199,20
"1,2,1,1,1,0,0",clearinghouse,199,13
"1,2,1,1,1,0,0",public_pool,199,4
"1,2,1,1,1,0,0",subsidized_catch_up,199,157
"1,2,1,1,1,0,0",central_cap2,199,3
"1,2,1,1,1,0,0",equity_cap2,199,2
"1,2,1,1,1,0,0",central_full,199,0
"1,2,2,3,0,0,0",bilateral_3pass,645,495
"1,2,2,3,0,0,0",clearinghouse,645,50
"1,2,2,3,0,0,0",public_pool,645,19
"1,2,2,3,0,0,0",subsidized_catch_up,645,57
"1,2,2,3,0,0,0",central_cap2,645,10
"1,2,2,3,0,0,0",equity_cap2,645,14
"1,2,2,3,0,0,0",central_full,645,0
"1,1,0,3,1,0,5",bilateral_3pass,1,1
"1,1,0,3,1,0,5",clearinghouse,1,0
"1,1,0,3,1,0,5",public_pool,1,0
"1,1,0,3,1,0,5",subsidized_catch_up,1,0
"1,1,0,3,1,0,5",central_cap2,1,0
"1,1,0,3,1,0,5",equity_cap2,1,0
"1,1,0,3,1,0,5",central_full,1,0
"1,1,1,3,1,0,0",bilateral_3pass,116,116
"1,1,1,3,1,0,0",clearinghouse,116,0
"1,1,1,3,1,0,0",public_pool,116,0
"1,1,1,3,1,0,0",subsidized_catch_up,116,0
"1,1,1,3,1,0,0",central_cap2,116,0
"1,1,1,3,1,0,0",equity_cap2,116,0
"1,1,1,3,1,0,0",central_full,116,0
"2,1,1,2,1,1,1",bilateral_3pass,208,192
"2,1,1,2,1,1,1",clearinghouse,208,16
"2,1,1,2,1,1,1",public_pool,208,0
"2,1,1,2,1,1,1",subsidized_catch_up,208,0
"2,1,1,2,1,1,1",central_cap2,208,0
"2,1,1,2,1,1,1",equity_cap2,208,0
"2,1,1,2,1,1,1",central_full,208,0
"2,1,1,1,1,1,0",bilateral_3pass,687,687
"2,1,1,1,1,1,0",clearinghouse,687,0
"2,1,1,1,1,1,0",public_pool,687,0
"2,1,1,1,1,1,0",subsidized_catch_up,687,0
"2,1,1,1,1,1,0",central_cap2,687,0
"2,1,1,1,1,1,0",equity_cap2,687,0
"2,1,1,1,1,1,0",central_full,687,0
"2,2,2,3,1,1,0",bilateral_3pass,727,553
"2,2,2,3,1,1,0",clearinghouse,727,49
"2,2,2,3,1,1,0",public_pool,727,24
"2,2,2,3,1,1,0",subsidized_catch_up,727,62
"2,2,2,3,1,1,0",central_cap2,727,18
"2,2,2,3,1,1,0",equity_cap2,727,21
"2,2,2,3,1,1,0",central_full,727,0
"2,1,2,3,1,2,1",bilateral_3pass,114,108
"2,1,2,3,1,2,1",clearinghouse,114,6
"2,1,2,3,1,2,1",public_pool,114,0
"2,1,2,3,1,2,1",subsidized_catch_up,114,0
"2,1,2,3,1,2,1",central_cap2,114,0
"2,1,2,3,1,2,1",equity_cap2,114,0
"2,1,2,3,1,2,1",central_full,114,0
"3,1,1,1,2,1,0",bilateral_3pass,692,692
"3,1,1,1,2,1,0",clearinghouse,692,0
"3,1,1,1,2,1,0",public_pool,692,0
"3,1,1,1,2,1,0",subsidized_catch_up,692,0
"3,1,1,1,2,1,0",central_cap2,692,0
"3,1,1,1,2,1,0",equity_cap2,692,0
"3,1,1,1,2,1,0",central_full,692,0
"0,2,1,1,0,0,2",bilateral_3pass,1259,69
"0,2,1,1,0,0,2",clearinghouse,1259,68
"0,2,1,1,0,0,2",public_pool,1259,62
"0,2,1,1,0,0,2",subsidized_catch_up,1259,956
"0,2,1,1,0,0,2",central_cap2,1259,58
"0,2,1,1,0,0,2",equity_cap2,1259,46
"0,2,1,1,0,0,2",central_full,1259,0
"0,1,1,1,0,0,5",bilateral_3pass,602,602
"0,1,1,1,0,0,5",clearinghouse,602,0
"0,1,1,1,0,0,5",public_pool,602,0
"0,1,1,1,0,0,5",subsidized_catch_up,602,0
"0,1,1,1,0,0,5",central_cap2,602,0
"0,1,1,1,0,0,5",equity_cap2,602,0
"0,1,1,1,0,0,5",central_full,602,0
"0,2,1,1,0,0,0",bilateral_3pass,1346,103
"0,2,1,1,0,0,0",clearinghouse,1346,99
"0,2,1,1,0,0,0",public_pool,1346,21
"0,2,1,1,0,0,0",subsidized_catch_up,1346,1056
"0,2,1,1,0,0,0",central_cap2,1346,31
"0,2,1,1,0,0,0",equity_cap2,1346,36
"0,2,1,1,0,0,0",central_full,1346,0
"0,1,1,1,0,1,3",bilateral_3pass,420,394
"0,1,1,1,0,1,3",clearinghouse,420,0
"0,1,1,1,0,1,3",public_pool,420,0
"0,1,1,1,0,1,3",subsidized_catch_up,420,26
"0,1,1,1,0,1,3",central_cap2,420,0
"0,1,1,1,0,1,3",equity_cap2,420,0
"0,1,1,1,0,1,3",central_full,420,0
"1,1,1,1,0,1,0",bilateral_3pass,999,999
"1,1,1,1,0,1,0",clearinghouse,999,0
"1,1,1,1,0,1,0",public_pool,999,0
"1,1,1,1,0,1,0",subsidized_catch_up,999,0
"1,1,1,1,0,1,0",central_cap2,999,0
"1,1,1,1,0,1,0",equity_cap2,999,0
"1,1,1,1,0,1,0",central_full,999,0
"1,2,2,3,0,1,0",bilateral_3pass,2586,1994
"1,2,2,3,0,1,0",clearinghouse,2586,228
"1,2,2,3,0,1,0",public_pool,2586,60
"1,2,2,3,0,1,0",subsidized_catch_up,2586,214
"1,2,2,3,0,1,0",central_cap2,2586,45
"1,2,2,3,0,1,0",equity_cap2,2586,45
"1,2,2,3,0,1,0",central_full,2586,0
"1,2,1,3,0,1,3",bilateral_3pass,243,204
"1,2,1,3,0,1,3",clearinghouse,243,14
"1,2,1,3,0,1,3",public_pool,243,1
"1,2,1,3,0,1,3",subsidized_catch_up,243,21
"1,2,1,3,0,1,3",central_cap2,243,2
"1,2,1,3,0,1,3",equity_cap2,243,1
"1,2,1,3,0,1,3",central_full,243,0
"2,1,2,3,0,1,4",bilateral_3pass,9,9
"2,1,2,3,0,1,4",clearinghouse,9,0
"2,1,2,3,0,1,4",public_pool,9,0
"2,1,2,3,0,1,4",subsidized_catch_up,9,0
"2,1,2,3,0,1,4",central_cap2,9,0
"2,1,2,3,0,1,4",equity_cap2,9,0
"2,1,2,3,0,1,4",central_full,9,0
"2,1,2,3,0,1,0",bilateral_3pass,59,59
"2,1,2,3,0,1,0",clearinghouse,59,0
"2,1,2,3,0,1,0",public_pool,59,0
"2,1,2,3,0,1,0",subsidized_catch_up,59,0
"2,1,2,3,0,1,0",central_cap2,59,0
"2,1,2,3,0,1,0",equity_cap2,59,0
"2,1,2,3,0,1,0",central_full,59,0
"2,2,0,1,0,1,0",bilateral_3pass,41,5
"2,2,0,1,0,1,0",clearinghouse,41,29
"2,2,0,1,0,1,0",public_pool,41,0
"2,2,0,1,0,1,0",subsidized_catch_up,41,4
"2,2,0,1,0,1,0",central_cap2,41,2
"2,2,0,1,0,1,0",equity_cap2,41,1
"2,2,0,1,0,1,0",central_full,41,0
"2,2,1,3,0,1,0",bilateral_3pass,289,227
"2,2,1,3,0,1,0",clearinghouse,289,19
"2,2,1,3,0,1,0",public_pool,289,4
"2,2,1,3,0,1,0",subsidized_catch_up,289,23
"2,2,1,3,0,1,0",central_cap2,289,6
"2,2,1,3,0,1,0",equity_cap2,289,10
"2,2,1,3,0,1,0",central_full,289,0
"2,1,2,3,0,1,5",bilateral_3pass,11,11
"2,1,2,3,0,1,5",clearinghouse,11,0
"2,1,2,3,0,1,5",public_pool,11,0
"2,1,2,3,0,1,5",subsidized_catch_up,11,0
"2,1,2,3,0,1,5",central_cap2,11,0
"2,1,2,3,0,1,5",equity_cap2,11,0
"2,1,2,3,0,1,5",central_full,11,0
"3,1,1,3,1,1,0",bilateral_3pass,178,178
"3,1,1,3,1,1,0",clearinghouse,178,0
"3,1,1,3,1,1,0",public_pool,178,0
"3,1,1,3,1,1,0",subsidized_catch_up,178,0
"3,1,1,3,1,1,0",central_cap2,178,0
"3,1,1,3,1,1,0",equity_cap2,178,0
"3,1,1,3,1,1,0",central_full,178,0
"3,1,1,3,1,2,1",bilateral_3pass,119,114
"3,1,1,3,1,2,1",clearinghouse,119,5
"3,1,1,3,1,2,1",public_pool,119,0
"3,1,1,3,1,2,1",subsidized_catch_up,119,0
"3,1,1,3,1,2,1",central_cap2,119,0
"3,1,1,3,1,2,1",equity_cap2,119,0
"3,1,1,3,1,2,1",central_full,119,0
"3,1,1,3,1,2,0",bilateral_3pass,196,196
"3,1,1,3,1,2,0",clearinghouse,196,0
"3,1,1,3,1,2,0",public_pool,196,0
"3,1,1,3,1,2,0",subsidized_catch_up,196,0
"3,1,1,3,1,2,0",central_cap2,196,0
"3,1,1,3,1,2,0",equity_cap2,196,0
"3,1,1,3,1,2,0",central_full,196,0
"3,2,0,3,1,2,0",bilateral_3pass,233,173
"3,2,0,3,1,2,0",clearinghouse,233,19
"3,2,0,3,1,2,0",public_pool,233,7
"3,2,0,3,1,2,0",subsidized_catch_up,233,22
"3,2,0,3,1,2,0",central_cap2,233,4
"3,2,0,3,1,2,0",equity_cap2,233,8
"3,2,0,3,1,2,0",central_full,233,0
"0,2,1,1,0,0,3",bilateral_3pass,1285,87
"0,2,1,1,0,0,3",clearinghouse,1285,1050
"0,2,1,1,0,0,3",public_pool,1285,29
"0,2,1,1,0,0,3",subsidized_catch_up,1285,73
"0,2,1,1,0,0,3",central_cap2,1285,21
"0,2,1,1,0,0,3",equity_cap2,1285,25
"0,2,1,1,0,0,3",central_full,1285,0
"0,1,0,2,0,0,2",bilateral_3pass,17,17
"0,1,0,2,0,0,2",clearinghouse,17,0
"0,1,0,2,0,0,2",public_pool,17,0
"0,1,0,2,0,0,2",subsidized_catch_up,17,0
"0,1,0,2,0,0,2",central_cap2,17,0
"0,1,0,2,0,0,2",equity_cap2,17,0
"0,1,0,2,0,0,2",central_full,17,0
"0,1,0,2,0,1,0",bilateral_3pass,33,33
"0,1,0,2,0,1,0",clearinghouse,33,0
"0,1,0,2,0,1,0",public_pool,33,0
"0,1,0,2,0,1,0",subsidized_catch_up,33,0
"0,1,0,2,0,1,0",central_cap2,33,0
"0,1,0,2,0,1,0",equity_cap2,33,0
"0,1,0,2,0,1,0",central_full,33,0
"1,1,1,2,0,1,0",bilateral_3pass,591,591
"1,1,1,2,0,1,0",clearinghouse,591,0
"1,1,1,2,0,1,0",public_pool,591,0
"1,1,1,2,0,1,0",subsidized_catch_up,591,0
"1,1,1,2,0,1,0",central_cap2,591,0
"1,1,1,2,0,1,0",equity_cap2,591,0
"1,1,1,2,0,1,0",central_full,591,0
