baseline_policy,scenario,metric,n_pairs,target_policy,mean_learned_minus_baseline,mean_target_minus_baseline,ci95_low,ci95_high,seed_clustered_ci95_low,seed_clustered_ci95_high,share_target_higher,share_learned_higher
random_feasible,cooperative_to_hoarding,final_min_score,100,learned_q,-0.51,-0.51,-1.58,0.560749999999996,-1.58,0.560749999999996,0.32,0.32
random_feasible,cooperative_to_hoarding,bottom_two_mean_score,100,learned_q,-0.435,-0.435,-1.40025,0.6001249999999992,-1.40025,0.6001249999999992,0.42,0.42
random_feasible,cooperative_to_hoarding,final_score_gap,100,learned_q,-1.06,-1.06,-3.08,1.0002499999999985,-3.08,1.0002499999999985,0.45,0.45
random_feasible,cooperative_to_hoarding,gini_score,100,learned_q,-2.2998842304278177e-06,-2.2998842304278177e-06,-0.02034384118960725,0.018451073644788773,-0.02034384118960725,0.018451073644788773,0.53,0.53
random_feasible,cooperative_to_hoarding,final_welfare,100,learned_q,-0.3284999999999998,-0.3284999999999998,-1.21855,0.601,-1.21855,0.601,0.43,0.43
random_feasible,cooperative_to_hoarding,cumulative_capacity_cost,100,learned_q,-0.32,-0.32,-0.64,0.0,-0.64,0.0,0.32,0.32
shuffled_learned_sequence,ALL,final_total_score,600,learned_q,0.5216666666666666,0.5216666666666666,-1.4717083333333334,2.351958333333332,-1.635,2.696749999999999,0.49166666666666664,0.49166666666666664
shuffled_learned_sequence,ALL,final_mean_score,600,learned_q,0.10433333333333338,0.10433333333333338,-0.28067499999999995,0.5144583333333327,-0.32934166666666664,0.5356749999999998,0.49166666666666664,0.49166666666666664
shuffled_learned_sequence,ALL,final_min_score,600,learned_q,0.24,0.24,-0.2567083333333333,0.7333333333333333,-0.30833333333333335,0.78,0.4116666666666667,0.4116666666666667
shuffled_learned_sequence,ALL,bottom_two_mean_score,600,learned_q,0.21166666666666667,0.21166666666666667,-0.22504166666666667,0.6326041666666661,-0.29335416666666664,0.7175,0.4816666666666667,0.4816666666666667
shuffled_learned_sequence,ALL,final_score_gap,600,learned_q,-0.455,-0.455,-1.316875,0.4100416666666664,-1.4467083333333335,0.5233333333333333,0.4633333333333333,0.4633333333333333
shuffled_learned_sequence,ALL,gini_score,600,learned_q,-0.006414579158775499,-0.006414579158775499,-0.013977942820858468,0.0007758442527917692,-0.015291442137169063,0.002368019830173441,0.465,0.465
shuffled_learned_sequence,ALL,final_welfare,600,learned_q,0.13825000000000004,0.13825000000000004,-0.23047916666666676,0.4921354166666666,-0.2950062499999999,0.5554333333333331,0.5016666666666667,0.5016666666666667
shuffled_learned_sequence,ALL,cumulative_capacity_cost,600,learned_q,3.191666666666667,3.191666666666667,2.9883333333333333,3.3916666666666666,2.921666666666667,3.4583333333333335,0.8616666666666667,0.8616666666666667
shuffled_learned_sequence,need_based,final_total_score,100,learned_q,1.98,1.98,-2.8105,6.851249999999993,-2.8105,6.851249999999993,0.46,0.46
shuffled_learned_sequence,need_based,final_mean_score,100,learned_q,0.3960000000000001,0.3960000000000001,-0.5580999999999999,1.3379999999999996,-0.5580999999999999,1.3379999999999996,0.46,0.46
shuffled_learned_sequence,need_based,final_min_score,100,learned_q,1.11,1.11,-0.37,2.65,-0.37,2.65,0.43,0.43
shuffled_learned_sequence,need_based,bottom_two_mean_score,100,learned_q,0.93,0.93,-0.28537499999999993,2.105,-0.28537499999999993,2.105,0.47,0.47
shuffled_learned_sequence,need_based,final_score_gap,100,learned_q,-0.67,-0.67,-2.88,1.5002499999999985,-2.88,1.5002499999999985,0.43,0.43
shuffled_learned_sequence,need_based,gini_score,100,learned_q,-0.008709766153205805,-0.008709766153205805,-0.02469667214252192,0.008023886069263372,-0.02469667214252192,0.008023886069263372,0.45,0.45
shuffled_learned_sequence,need_based,final_welfare,100,learned_q,0.5744999999999999,0.5744999999999999,-0.35459999999999975,1.5715374999999994,-0.35459999999999975,1.5715374999999994,0.5,0.5
shuffled_learned_sequence,need_based,cumulative_capacity_cost,100,learned_q,3.15,3.15,2.63,3.6502499999999984,2.63,3.6502499999999984,0.81,0.81
shuffled_learned_sequence,cooperative,final_total_score,100,learned_q,-0.85,-0.85,-5.600499999999999,3.6102499999999984,-5.600499999999999,3.6102499999999984,0.46,0.46
shuffled_learned_sequence,cooperative,final_mean_score,100,learned_q,-0.16999999999999996,-0.16999999999999996,-1.1020499999999998,0.8023499999999982,-1.1020499999999998,0.8023499999999982,0.46,0.46
shuffled_learned_sequence,cooperative,final_min_score,100,learned_q,-0.34,-0.34,-1.62,0.95,-1.62,0.95,0.41,0.41
shuffled_learned_sequence,cooperative,bottom_two_mean_score,100,learned_q,-0.33,-0.33,-1.4952500000000002,0.8,-1.4952500000000002,0.8,0.48,0.48
shuffled_learned_sequence,cooperative,final_score_gap,100,learned_q,-0.34,-0.34,-2.3602499999999997,1.68,-2.3602499999999997,1.68,0.47,0.47
shuffled_learned_sequence,cooperative,gini_score,100,learned_q,0.0016198904967323546,0.0016198904967323546,-0.01637598557945604,0.01801729036408,-0.01637598557945604,0.01801729036408,0.49,0.49
shuffled_learned_sequence,cooperative,final_welfare,100,learned_q,-0.21249999999999963,-0.21249999999999963,-1.1438249999999992,0.6540625,-1.1438249999999992,0.6540625,0.5,0.5
shuffled_learned_sequence,cooperative,cumulative_capacity_cost,100,learned_q,2.57,2.57,2.06,3.07,2.06,3.07,0.77,0.77
shuffled_learned_sequence,hoarding,final_total_score,100,learned_q,-0.42,-0.42,-5.04025,4.430249999999998,-5.04025,4.430249999999998,0.44,0.44
shuffled_learned_sequence,hoarding,final_mean_score,100,learned_q,-0.08400000000000041,-0.08400000000000041,-1.0720500000000004,0.9440999999999992,-1.0720500000000004,0.9440999999999992,0.44,0.44
shuffled_learned_sequence,hoarding,final_min_score,100,learned_q,0.65,0.65,-0.40025,1.67,-0.40025,1.67,0.41,0.41
shuffled_learned_sequence,hoarding,bottom_two_mean_score,100,learned_q,0.405,0.405,-0.565,1.3751249999999993,-0.565,1.3751249999999993,0.49,0.49
shuffled_learned_sequence,hoarding,final_score_gap,100,learned_q,-2.04,-2.04,-4.29025,0.22,-4.29025,0.22,0.46,0.46
shuffled_learned_sequence,hoarding,gini_score,100,learned_q,-0.02065634587566102,-0.02065634587566102,-0.04049605504748021,0.0005892220228366635,-0.04049605504748021,0.0005892220228366635,0.42,0.42
shuffled_learned_sequence,hoarding,final_welfare,100,learned_q,0.09949999999999949,0.09949999999999949,-0.8320250000000005,0.9940249999999993,-0.8320250000000005,0.9940249999999993,0.46,0.46
shuffled_learned_sequence,hoarding,cumulative_capacity_cost,100,learned_q,3.57,3.57,3.11,4.06,3.11,4.06,0.94,0.94
shuffled_learned_sequence,mixed,final_total_score,100,learned_q,1.51,1.51,-3.0505,5.99,-3.0505,5.99,0.56,0.56
shuffled_learned_sequence,mixed,final_mean_score,100,learned_q,0.30200000000000027,0.30200000000000027,-0.6061000000000001,1.242399999999998,-0.6061000000000001,1.242399999999998,0.56,0.56
shuffled_learned_sequence,mixed,final_min_score,100,learned_q,0.42,0.42,-0.7102499999999999,1.49,-0.7102499999999999,1.49,0.45,0.45
shuffled_learned_sequence,mixed,bottom_two_mean_score,100,learned_q,0.53,0.53,-0.55525,1.5601249999999993,-0.55525,1.5601249999999993,0.52,0.52
shuffled_learned_sequence,mixed,final_score_gap,100,learned_q,-0.19,-0.19,-2.15,1.8204999999999973,-2.15,1.8204999999999973,0.44,0.44
shuffled_learned_sequence,mixed,gini_score,100,learned_q,-0.012646499061290395,-0.012646499061290395,-0.03057372207588287,0.004556083610284316,-0.03057372207588287,0.004556083610284316,0.44,0.44
shuffled_learned_sequence,mixed,final_welfare,100,learned_q,0.3315000000000002,0.3315000000000002,-0.5804999999999995,1.174187499999999,-0.5804999999999995,1.174187499999999,0.55,0.55
shuffled_learned_sequence,mixed,cumulative_capacity_cost,100,learned_q,2.94,2.94,2.44,3.44,2.44,3.44,0.85,0.85
shuffled_learned_sequence,need_based_to_competitive,final_total_score,100,learned_q,0.37,0.37,-3.87075,5.050249999999998,-3.87075,5.050249999999998,0.49,0.49
shuffled_learned_sequence,need_based_to_competitive,final_mean_score,100,learned_q,0.07400000000000012,0.07400000000000012,-0.8340500000000003,0.924,-0.8340500000000003,0.924,0.49,0.49
shuffled_learned_sequence,need_based_to_competitive,final_min_score,100,learned_q,-0.12,-0.12,-1.2905,1.05,-1.2905,1.05,0.37,0.37
shuffled_learned_sequence,need_based_to_competitive,bottom_two_mean_score,100,learned_q,0.02,0.02,-1.02,1.0151249999999992,-1.02,1.0151249999999992,0.45,0.45
shuffled_learned_sequence,need_based_to_competitive,final_score_gap,100,learned_q,0.82,0.82,-1.18025,2.630749999999996,-1.18025,2.630749999999996,0.54,0.54
shuffled_learned_sequence,need_based_to_competitive,gini_score,100,learned_q,0.0023080873363438225,0.0023080873363438225,-0.014091355410460632,0.0181966130734746,-0.014091355410460632,0.0181966130734746,0.49,0.49
shuffled_learned_sequence,need_based_to_competitive,final_welfare,100,learned_q,0.025500000000000113,0.025500000000000113,-0.82165,0.9172124999999988,-0.82165,0.9172124999999988,0.47,0.47
shuffled_learned_sequence,need_based_to_competitive,cumulative_capacity_cost,100,learned_q,3.5,3.5,3.06,3.94,3.06,3.94,0.9,0.9
shuffled_learned_sequence,cooperative_to_hoarding,final_total_score,100,learned_q,0.54,0.54,-4.55025,5.430249999999998,-4.55025,5.430249999999998,0.54,0.54
shuffled_learned_sequence,cooperative_to_hoarding,final_mean_score,100,learned_q,0.10799999999999993,0.10799999999999993,-0.8361,1.0800499999999993,-0.8361,1.0800499999999993,0.54,0.54
shuffled_learned_sequence,cooperative_to_hoarding,final_min_score,100,learned_q,-0.28,-0.28,-1.19,0.63,-1.19,0.63,0.4,0.4
shuffled_learned_sequence,cooperative_to_hoarding,bottom_two_mean_score,100,learned_q,-0.285,-0.285,-1.215125,0.64,-1.215125,0.64,0.48,0.48
shuffled_learned_sequence,cooperative_to_hoarding,final_score_gap,100,learned_q,-0.31,-0.31,-2.41,1.75,-2.41,1.75,0.44,0.44
shuffled_learned_sequence,cooperative_to_hoarding,gini_score,100,learned_q,-0.0004028416955719472,-0.0004028416955719472,-0.02112930580657386,0.019691959560134142,-0.02112930580657386,0.019691959560134142,0.5,0.5
shuffled_learned_sequence,cooperative_to_hoarding,final_welfare,100,learned_q,0.010999999999999944,0.010999999999999944,-0.8720124999999999,0.8660624999999994,-0.8720124999999999,0.8660624999999994,0.53,0.53
shuffled_learned_sequence,cooperative_to_hoarding,cumulative_capacity_cost,100,learned_q,3.42,3.42,2.92,3.96,2.92,3.96,0.9,0.9
