episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full
6676,106676,mixed,Mixed,,0.1713941109516671,11.0,1.2918241515659445,70,14.0,2,5.5,28,26,11.0,3,25,85,10,4,1,5,0,0,0
6677,106677,need_based_to_competitive,Need-based → competitive,10.0,0.17132553129415654,26.5,1.6207872823589138,140,28.0,22,23.5,41,19,26.5,1,27,118,10,4,1,5,0,0,0
6678,106678,mixed,Mixed,,0.17125696827209969,18.799999999999997,1.6807735285568604,102,20.4,14,14.0,29,15,18.799999999999997,1,27,131,11,2,1,5,0,1,0
6679,106679,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.17118842188549643,16.35,1.6505684959796447,104,20.8,3,8.0,37,34,16.35,3,24,119,13,4,1,1,0,0,1
6680,106680,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1711198921343468,16.950000000000003,1.5600166514096534,98,19.6,9,9.0,39,30,16.950000000000003,4,24,121,13,3,0,2,1,0,1
6681,106681,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1710513790186508,25.6,2.2403778880110106,139,27.8,19,20.5,46,27,25.6,2,26,143,12,3,1,2,0,1,1
6682,106682,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1709828825384083,13.2,1.513013666361907,78,15.6,6,8.0,30,24,13.2,1,27,112,11,4,1,2,2,0,0
6683,106683,need_based_to_competitive,Need-based → competitive,10.0,0.1709144026936195,20.0,2.0816575480118535,115,23.0,11,12.5,33,22,20.0,3,25,116,12,2,1,3,2,0,0
6684,106684,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1708459394842843,20.799999999999997,1.4265968271522236,112,22.4,16,16.5,30,14,20.799999999999997,1,27,138,10,5,1,4,0,0,0
6685,106685,hoarding,Hoarding,,0.17077749291040273,24.65,2.27931662019928,136,27.2,17,19.5,45,28,24.65,2,26,86,11,3,0,4,0,1,1
6686,106686,hoarding,Hoarding,,0.1707090629719747,20.0,1.6607582307537527,110,22.0,14,15.5,35,21,20.0,3,25,76,11,2,1,4,2,0,0
6687,106687,cooperative,Cooperative,,0.17064064966900033,25.15,2.0256843836400975,136,27.2,19,20.5,44,25,25.15,1,27,160,11,4,1,3,1,0,0
6688,106688,mixed,Mixed,,0.1705722530014796,21.9,1.763057178705883,116,23.2,18,19.0,34,16,21.9,3,25,96,12,0,1,4,3,0,0
6689,106689,mixed,Mixed,,0.17050387296941247,26.950000000000003,1.634169336435453,148,29.6,19,19.0,45,26,26.950000000000003,3,25,121,12,3,2,3,0,0,0
6690,106690,mixed,Mixed,,0.17043550957279885,14.700000000000001,1.498260468552468,88,17.6,6,8.0,36,30,14.700000000000001,4,24,108,13,1,1,2,0,1,2
6691,106691,need_based_to_competitive,Need-based → competitive,10.0,0.17036716281163894,18.85,1.5078782838222502,104,20.8,13,13.5,30,17,18.85,4,24,101,12,1,2,3,1,1,0
6692,106692,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.17029883268593263,14.75,1.7970255213076143,80,16.0,11,12.5,24,13,14.75,2,26,104,11,1,1,6,0,0,1
6693,106693,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.17023051919567994,26.400000000000002,1.6164427589963868,161,32.2,9,19.0,46,37,26.400000000000002,3,25,141,11,4,1,4,0,0,0
6694,106694,need_based,Need-based,,0.1701622223408808,32.5,2.2097482477103325,175,35.0,25,29.0,44,19,32.5,5,23,316,13,1,3,2,1,0,0
6695,106695,need_based,Need-based,,0.17009394212153534,33.2,1.7992326420250895,178,35.6,26,28.0,46,20,33.2,3,25,134,12,3,0,3,0,1,1
6696,106696,need_based_to_competitive,Need-based → competitive,10.0,0.17002567853764347,22.950000000000003,1.868049777473363,128,25.6,15,17.0,33,18,22.950000000000003,5,23,109,12,3,1,3,1,0,0
6697,106697,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1699574315892052,15.75,2.038077567991823,85,17.0,12,13.0,23,11,15.75,4,24,111,11,3,1,5,0,0,0
6698,106698,cooperative,Cooperative,,0.1698892012762206,24.950000000000003,1.62594555388915,143,28.6,14,15.5,42,28,24.950000000000003,2,26,191,12,4,2,1,1,0,0
6699,106699,mixed,Mixed,,0.1698209875986895,14.850000000000001,1.2499225861173118,84,16.8,9,10.5,31,22,14.850000000000001,5,23,98,12,5,0,1,0,1,1
6700,106700,need_based_to_competitive,Need-based → competitive,10.0,0.16975279055661205,26.950000000000003,2.014373025425406,148,29.6,19,19.0,46,27,26.950000000000003,2,26,150,13,2,1,2,0,0,2
6701,106701,mixed,Mixed,,0.16968461014998826,14.399999999999999,1.171543728927971,86,17.2,6,7.5,33,27,14.399999999999999,1,27,69,11,1,1,6,1,0,0
6702,106702,mixed,Mixed,,0.16961644637881806,14.75,1.6677527676267974,80,16.0,11,12.5,23,12,14.75,2,26,74,11,2,1,5,1,0,0
6703,106703,cooperative,Cooperative,,0.16954829924310139,21.75,1.9237250248311593,130,26.0,9,11.5,44,35,21.75,4,24,171,11,3,1,4,1,0,0
6704,106704,need_based_to_competitive,Need-based → competitive,10.0,0.16948016874283844,22.85,1.716319430139847,124,24.8,17,18.0,44,27,22.85,3,25,102,13,4,1,0,1,0,1
6705,106705,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16941205487802907,20.700000000000003,1.630195763360593,123,24.6,9,16.0,33,24,20.700000000000003,4,24,131,12,2,2,3,1,0,0
6706,106706,mixed,Mixed,,0.16934395764867333,25.9,1.1759314090318271,141,28.2,19,22.0,36,17,25.9,3,25,135,12,0,0,5,1,1,1
6707,106707,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1692758770547711,17.85,1.596226458676941,104,20.8,9,10.5,36,27,17.85,4,24,101,11,3,1,4,0,0,1
6708,106708,need_based_to_competitive,Need-based → competitive,10.0,0.16920781309632257,23.450000000000003,1.4195675142967497,128,25.6,17,18.5,41,24,23.450000000000003,2,26,113,11,3,1,4,0,1,0
6709,106709,need_based_to_competitive,Need-based → competitive,10.0,0.16913976577332765,23.25,1.6633847812581766,135,27.0,12,18.5,37,25,23.25,2,26,100,10,1,2,5,1,0,1
6710,106710,mixed,Mixed,,0.16907173508578635,21.799999999999997,1.6391251257353805,122,24.4,14,15.5,41,27,21.799999999999997,3,25,99,12,2,1,4,0,0,1
6711,106711,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1690037210336986,10.05,1.206264300814652,62,12.4,3,3.0,22,19,10.05,5,23,119,12,3,1,4,0,0,0
6712,106712,mixed,Mixed,,0.1689357236170645,20.0,1.8837479368019772,115,23.0,11,14.0,32,21,20.0,4,24,96,13,2,0,3,0,0,2
6713,106713,cooperative,Cooperative,,0.16886774283588402,22.9,1.9932984726433525,126,25.2,16,19.0,36,20,22.9,2,26,173,11,3,0,4,0,2,0
6714,106714,hoarding,Hoarding,,0.16879977869015717,18.450000000000003,1.3687338901948332,108,21.6,9,11.5,35,26,18.450000000000003,4,24,56,10,3,1,6,0,0,0
6715,106715,need_based_to_competitive,Need-based → competitive,10.0,0.1687318311798839,26.0,1.9276342762688436,140,28.0,20,20.0,39,19,26.0,4,24,158,11,3,2,4,0,0,0
6716,106716,hoarding,Hoarding,,0.16866390030506417,18.299999999999997,1.2894967343564145,107,21.4,9,10.0,31,22,18.299999999999997,4,24,45,13,0,0,4,0,2,1
6717,106717,hoarding,Hoarding,,0.16859598606569814,18.35,1.476669810567978,104,20.8,11,11.0,30,19,18.35,1,27,76,11,3,1,4,1,0,0
6718,106718,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1685280884617857,19.950000000000003,1.5390272925033723,118,23.6,9,9.5,36,27,19.950000000000003,3,25,146,12,1,1,5,1,0,0
6719,106719,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16846020749332694,19.200000000000003,1.5988414163804392,118,23.6,6,8.5,49,43,19.200000000000003,2,26,96,10,6,1,3,0,0,0
6720,106720,cooperative,Cooperative,,0.16839234316032164,28.0,2.4057057241648767,150,30.0,22,22.0,46,24,28.0,1,27,197,12,4,0,2,1,0,1
6721,106721,hoarding,Hoarding,,0.16832449546277006,18.450000000000003,1.428461464774689,108,21.6,9,10.0,44,35,18.450000000000003,2,26,66,11,2,1,4,2,0,0
6722,106722,mixed,Mixed,,0.16825666440067208,21.5,1.9833625504253085,115,23.0,17,17.5,30,13,21.5,2,26,136,13,1,1,1,3,0,1
6723,106723,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1681888499740277,21.950000000000003,2.4155471263559556,123,24.6,14,18.5,30,16,21.950000000000003,4,24,121,13,3,1,1,1,0,1
6724,106724,need_based_to_competitive,Need-based → competitive,10.0,0.16812105218283688,21.75,1.6451393291790637,125,25.0,12,17.0,33,21,21.75,3,25,92,12,2,1,4,0,0,1
6725,106725,need_based,Need-based,,0.16805327102709974,26.5,1.8564532901987882,145,29.0,19,20.5,44,25,26.5,1,27,159,11,5,1,3,0,0,0
6726,106726,hoarding,Hoarding,,0.16798550650681618,24.4,1.7183537864562357,126,25.2,22,22.0,31,9,24.4,2,26,91,10,4,1,4,0,0,1
6727,106727,need_based,Need-based,,0.16791775862198627,23.950000000000003,1.884728407268136,128,25.6,19,20.5,30,11,23.950000000000003,5,23,136,13,1,1,3,0,1,1
6728,106728,need_based,Need-based,,0.16785002737260987,32.349999999999994,2.419199033531359,174,34.8,25,25.5,56,31,32.349999999999994,5,23,197,13,2,1,1,2,1,0
6729,106729,cooperative,Cooperative,,0.16778231275868719,26.049999999999997,2.114904247785309,137,27.4,22,22.0,41,19,26.049999999999997,5,23,228,13,3,0,2,2,0,0
6730,106730,hoarding,Hoarding,,0.1677146147802181,20.450000000000003,1.800731318738226,118,23.6,11,15.0,38,27,20.450000000000003,5,23,64,12,3,1,2,2,0,0
6731,106731,mixed,Mixed,,0.1676469334372026,16.049999999999997,1.6763826685106302,92,18.4,9,10.5,30,21,16.049999999999997,2,26,91,12,1,1,3,2,1,0
6732,106732,need_based_to_competitive,Need-based → competitive,10.0,0.16757926872964066,14.549999999999999,1.6017311616480554,82,16.4,9,11.5,23,14,14.549999999999999,2,26,92,9,4,1,5,0,1,0
6733,106733,cooperative,Cooperative,,0.16751162065753242,21.75,2.0809869968843095,130,26.0,9,14.0,44,35,21.75,6,22,169,13,3,0,1,1,2,0
6734,106734,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16744398922087775,16.950000000000003,1.6219021725346259,103,20.6,6,11.5,41,35,16.950000000000003,4,24,96,13,2,1,2,0,1,1
6735,106735,need_based_to_competitive,Need-based → competitive,10.0,0.1673763744196767,20.9,1.5453073380081013,116,23.2,14,16.5,33,19,20.9,4,24,120,11,1,2,6,0,0,0
6736,106736,cooperative,Cooperative,,0.1673087762539293,18.299999999999997,1.6608379266533568,102,20.4,12,13.0,27,15,18.299999999999997,4,24,165,12,2,1,4,0,1,0
6737,106737,cooperative,Cooperative,,0.16724119472363538,15.299999999999999,1.7905707112721394,87,17.4,9,10.5,23,14,15.299999999999999,3,25,110,11,2,1,3,0,2,1
6738,106738,need_based_to_competitive,Need-based → competitive,10.0,0.1671736298287952,24.4,2.1104471817958843,141,28.2,13,13.5,43,30,24.4,2,26,102,12,4,1,1,1,0,1
6739,106739,need_based,Need-based,,0.1671060815694086,18.9,1.846266295108625,111,22.2,9,14.5,30,21,18.9,3,25,217,12,1,1,4,0,1,1
6740,106740,mixed,Mixed,,0.16703854994547562,18.950000000000003,1.8996956813151438,108,21.6,11,12.5,42,31,18.950000000000003,4,24,123,11,4,1,3,0,1,0
6741,106741,need_based_to_competitive,Need-based → competitive,10.0,0.16697103495699617,17.75,1.820238162487047,100,20.0,11,12.5,28,17,17.75,1,27,106,11,3,1,2,1,1,1
6742,106742,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1669035366039704,16.950000000000003,1.3228955921387349,103,20.6,6,7.5,57,51,16.950000000000003,1,27,127,11,4,0,4,1,0,0
6743,106743,cooperative,Cooperative,,0.16683605488639827,26.299999999999997,2.3802873192956477,147,29.4,17,18.0,49,32,26.299999999999997,2,26,213,13,2,1,0,1,1,2
6744,106744,mixed,Mixed,,0.16676858980427972,19.049999999999997,1.8877339082008007,107,21.4,12,13.0,30,18,19.049999999999997,4,24,97,11,2,1,6,0,0,0
6745,106745,cooperative,Cooperative,,0.1667011413576147,26.200000000000003,2.1773993516625145,143,28.6,19,19.0,39,20,26.200000000000003,2,26,181,12,2,0,3,1,2,0
6746,106746,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16663370954640339,14.850000000000001,1.950242014705767,84,16.8,9,10.5,28,19,14.850000000000001,5,23,118,11,2,1,6,0,0,0
6747,106747,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16656629437064568,16.65,1.6302014717459852,101,20.2,6,10.0,30,24,16.65,1,27,109,11,2,2,4,0,1,0
6748,106748,hoarding,Hoarding,,0.16649889583034158,10.600000000000001,1.0463861424750167,64,12.8,4,8.0,20,16,10.600000000000001,2,26,70,11,4,0,3,0,1,1
6749,106749,cooperative,Cooperative,,0.16643151392549102,15.600000000000001,1.5892492545125572,94,18.8,6,8.5,36,30,15.600000000000001,2,26,113,11,2,1,5,1,0,0
6750,106750,need_based_to_competitive,Need-based → competitive,10.0,0.16636414865609414,26.9,1.7479886232665909,146,29.2,20,21.0,41,21,26.9,6,22,83,13,0,0,4,1,1,1
6751,106751,mixed,Mixed,,0.1662968000221509,17.4,1.5504492424727676,101,20.2,9,11.5,30,21,17.4,3,25,133,12,2,1,4,0,0,1
6752,106752,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16622946802366123,15.299999999999999,1.8627930688145717,87,17.4,9,11.5,25,16,15.299999999999999,2,26,127,11,4,0,3,1,1,0
6753,106753,cooperative,Cooperative,,0.16616215266062517,26.15,2.5826083000623083,146,29.2,17,22.0,42,25,26.15,5,23,186,14,1,2,0,2,0,1
6754,106754,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16609485393304266,28.049999999999997,2.1560439115763534,152,30.4,21,23.5,41,20,28.049999999999997,3,25,150,12,1,0,4,1,1,1
6755,106755,need_based,Need-based,,0.16602757184091382,16.200000000000003,1.3365278832769523,93,18.6,9,11.5,31,22,16.200000000000003,6,22,129,12,2,1,5,0,0,0
6756,106756,need_based_to_competitive,Need-based → competitive,10.0,0.16596030638423864,26.75,1.774892785066,160,32.0,11,19.5,44,33,26.75,1,27,87,11,1,0,6,1,1,0
6757,106757,need_based,Need-based,,0.16589305756301703,28.15,2.2663250743049037,151,30.2,22,25.0,36,14,28.15,6,22,158,14,1,0,2,0,2,1
6758,106758,hoarding,Hoarding,,0.16582582537724896,19.35,1.3898244137184763,114,22.8,9,10.0,42,33,19.35,4,24,61,10,1,1,7,1,0,0
6759,106759,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16575860982693458,16.65,1.3383901956063933,96,19.2,9,9.0,39,30,16.65,1,27,143,13,1,1,2,1,0,2
6760,106760,need_based,Need-based,,0.16569141091207382,22.25,1.7245381437281275,120,24.0,17,19.5,29,12,22.25,1,27,106,11,4,1,4,0,0,0
6761,106761,cooperative,Cooperative,,0.16562422863266665,27.799999999999997,2.0099576525132115,157,31.4,17,22.0,44,27,27.799999999999997,4,24,255,12,3,1,4,0,0,0
6762,106762,need_based,Need-based,,0.16555706298871303,28.9,1.8102820990255626,156,31.2,22,23.5,44,22,28.9,3,25,227,11,3,3,3,0,0,0
6763,106763,cooperative,Cooperative,,0.16548991398021312,13.2,1.5283738910779539,78,15.6,6,7.5,38,32,13.2,2,26,180,11,4,1,3,0,1,0
6764,106764,hoarding,Hoarding,,0.16542278160716678,12.600000000000001,1.337329001617341,69,13.8,9,10.0,23,14,12.600000000000001,3,25,58,11,0,1,6,1,1,0
6765,106765,need_based,Need-based,,0.1653556658695741,18.950000000000003,1.5119034293127886,108,21.6,11,12.5,31,20,18.950000000000003,4,24,135,12,2,0,4,0,1,1
6766,106766,need_based,Need-based,,0.1652885667674349,31.75,1.9624468041929894,175,35.0,22,22.5,54,32,31.75,6,22,192,14,1,1,3,0,0,1
6767,106767,mixed,Mixed,,0.1652214843007494,19.950000000000003,1.5021561880123104,118,23.6,9,11.5,41,32,19.950000000000003,2,26,108,12,3,0,3,0,1,1
6768,106768,need_based,Need-based,,0.1651544184695175,23.0,1.9069112635654697,125,25.0,17,19.5,33,16,23.0,5,23,133,12,3,0,3,0,1,1
6769,106769,mixed,Mixed,,0.16508736927373924,26.049999999999997,1.898457205019571,147,29.4,16,16.5,44,28,26.049999999999997,6,22,136,12,2,1,5,0,0,0
6770,106770,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1650203367134145,22.200000000000003,2.207343153622138,128,25.6,12,13.5,46,34,22.200000000000003,5,23,149,12,3,4,1,0,0,0
6771,106771,hoarding,Hoarding,,0.16495332078854347,21.299999999999997,1.931430890547595,132,26.4,6,10.0,41,35,21.299999999999997,2,26,68,12,0,1,1,3,2,1
6772,106772,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.164886321499126,18.450000000000003,1.6896736421991556,108,21.6,9,11.5,38,29,18.450000000000003,2,26,108,11,4,1,4,0,0,0
6773,106773,need_based_to_competitive,Need-based → competitive,10.0,0.1648193388451622,15.049999999999999,1.3979196335588522,82,16.4,11,12.5,25,14,15.049999999999999,2,26,79,10,2,1,7,0,0,0
6774,106774,need_based_to_competitive,Need-based → competitive,10.0,0.16475237282665198,18.950000000000003,1.8704102765345412,103,20.6,14,14.0,33,19,18.950000000000003,2,26,103,11,0,2,5,0,2,0
6775,106775,need_based,Need-based,,0.16468542344359527,29.450000000000003,1.9305588684571464,158,31.6,23,24.0,46,23,29.450000000000003,3,25,176,11,3,2,4,0,0,0
6776,106776,need_based,Need-based,,0.1646184906959923,24.65,2.070515820012228,141,28.2,14,19.5,38,24,24.65,6,22,182,12,4,1,3,0,0,0
6777,106777,need_based,Need-based,,0.1645515745838429,25.700000000000003,2.0259721804763133,143,28.6,17,21.0,35,18,25.700000000000003,3,25,143,11,3,1,4,1,0,0
6778,106778,cooperative,Cooperative,,0.16448467510714715,23.0,1.7280914171129969,125,25.0,17,19.5,33,16,23.0,4,24,143,12,2,0,4,0,1,1
6779,106779,need_based_to_competitive,Need-based → competitive,10.0,0.1644177922659049,24.950000000000003,1.8750748377681081,143,28.6,14,19.5,41,27,24.950000000000003,3,25,175,13,3,1,2,0,0,1
6780,106780,cooperative,Cooperative,,0.16435092606011636,30.25,2.3468148730234484,165,33.0,22,24.5,44,22,30.25,3,25,164,12,3,1,2,1,1,0
6781,106781,need_based_to_competitive,Need-based → competitive,10.0,0.1642840764897814,20.1,1.8591316497048607,119,23.8,9,13.0,40,31,20.1,3,25,72,11,3,1,3,1,0,1
6782,106782,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16421724355490008,17.299999999999997,1.3340386601004386,97,19.4,11,14.0,24,13,17.299999999999997,2,26,133,11,1,0,6,0,0,2
6783,106783,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1641504272554723,23.0,2.1442409132164912,135,27.0,11,11.0,53,42,23.0,3,25,120,10,5,0,4,0,1,0
6784,106784,need_based_to_competitive,Need-based → competitive,10.0,0.16408362759149817,20.9,1.5466863345203632,116,23.2,14,15.5,32,18,20.9,6,22,99,13,3,1,2,1,0,0
6785,106785,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1640168445629777,15.0,1.341733489375097,90,18.0,6,6.5,38,32,15.0,4,24,117,12,3,1,3,1,0,0
6786,106786,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16395007816991078,18.450000000000003,1.8929710062189646,113,22.6,6,14.0,33,27,18.450000000000003,3,25,130,12,2,3,2,0,0,1
6787,106787,mixed,Mixed,,0.1638833284122974,20.85,1.9112179183528841,124,24.8,9,14.0,36,27,20.85,3,24,194,14,2,2,0,0,0,2
6788,106788,need_based_to_competitive,Need-based → competitive,10.0,0.16381659529013776,27.35,2.1019176604466105,149,29.8,20,21.0,52,32,27.35,2,26,122,11,4,1,3,0,1,0
6789,106789,need_based,Need-based,,0.1637498788034317,26.6,1.5110034234159744,154,30.8,14,20.0,48,34,26.6,2,26,272,11,3,2,4,0,0,0
6790,106790,hoarding,Hoarding,,0.16368317895217926,15.899999999999999,1.5562575354154782,96,19.2,6,7.5,34,28,15.899999999999999,3,25,60,11,3,1,3,2,0,0
6791,106791,cooperative,Cooperative,,0.16361649573638043,12.899999999999999,1.8780161888260398,76,15.2,6,8.5,30,24,12.899999999999999,5,23,156,13,2,3,1,1,0,0
6792,106792,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16354982915603514,13.45,1.694341325261993,78,15.6,7,9.0,33,26,13.45,2,26,120,11,0,3,6,0,0,0
6793,106793,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16348317921114353,16.799999999999997,1.611698036786858,102,20.4,6,11.5,34,28,16.799999999999997,2,26,118,12,2,1,4,0,0,1
6794,106794,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1634165459017055,15.450000000000001,1.5883655732941047,93,18.6,6,9.0,36,30,15.450000000000001,2,26,90,11,5,0,2,0,1,1
6795,106795,cooperative,Cooperative,,0.16334992922772112,25.4,2.0567795884086215,146,29.2,14,15.5,52,38,25.4,5,23,221,12,3,0,4,1,0,0
6796,106796,hoarding,Hoarding,,0.16328332918919028,12.75,1.1839410736395164,75,15.0,6,6.0,25,19,12.75,5,23,36,10,3,1,5,1,0,0
6797,106797,mixed,Mixed,,0.1632167457861131,24.950000000000003,2.0775999948872053,143,28.6,14,16.5,39,25,24.950000000000003,2,26,146,12,2,1,3,2,0,0
6798,106798,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16315017901848955,22.25,1.9062516615332803,120,24.0,17,18.5,31,14,22.25,2,26,98,11,4,0,4,0,0,1
6799,106799,need_based,Need-based,,0.1630836288863196,28.200000000000003,1.812558243741756,153,30.6,21,25.0,38,17,28.200000000000003,3,25,189,12,2,1,4,0,0,1
6800,106800,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16301709538960318,15.450000000000001,1.3098791194522665,93,18.6,6,9.0,36,30,15.450000000000001,3,25,123,10,3,2,4,0,0,1
6801,106801,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16295057852834047,19.049999999999997,1.5966722198773244,117,23.4,6,12.5,47,41,19.049999999999997,4,23,111,13,2,0,3,0,2,0
6802,106802,need_based_to_competitive,Need-based → competitive,10.0,0.16288407830253135,19.25,1.9426205543215076,110,22.0,11,15.5,31,20,19.25,3,25,98,10,4,0,5,1,0,0
6803,106803,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16281759471217583,17.6,1.2891123532112805,99,19.8,11,13.5,28,17,17.6,1,27,98,12,1,1,3,2,0,1
6804,106804,cooperative,Cooperative,,0.16275112775727388,18.200000000000003,1.645498049174023,103,20.6,11,12.5,38,27,18.200000000000003,2,26,190,11,3,1,4,0,0,1
6805,106805,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1626846774378256,20.700000000000003,2.6047055956702727,128,25.6,6,13.0,42,36,20.700000000000003,1,27,125,10,7,0,2,1,0,0
6806,106806,hoarding,Hoarding,,0.1626182437538309,16.799999999999997,1.3280945949794396,97,19.4,9,9.0,49,40,16.799999999999997,2,26,73,11,2,1,5,1,0,0
6807,106807,cooperative,Cooperative,,0.16255182670528986,21.65,1.7844378597997221,121,24.2,14,18.0,36,22,21.65,4,24,167,11,7,0,1,1,0,0
6808,106808,hoarding,Hoarding,,0.16248542629220242,15.600000000000001,1.5282211117744822,94,18.8,6,7.5,37,31,15.600000000000001,3,25,62,12,1,0,5,0,1,1
6809,106809,mixed,Mixed,,0.16241904251456848,29.150000000000002,2.583096812324013,166,33.2,17,21.0,49,32,29.150000000000002,3,25,148,12,4,0,3,0,1,0
6810,106810,need_based_to_competitive,Need-based → competitive,10.0,0.1623526753723883,15.0,2.0807851551799406,90,18.0,6,8.5,28,22,15.0,2,26,106,11,0,2,6,0,1,0
6811,106811,cooperative,Cooperative,,0.16228632486566166,13.05,1.1012298768590718,77,15.4,6,9.0,31,25,13.05,3,25,175,11,3,2,4,0,0,0
6812,106812,need_based,Need-based,,0.16221999099438864,27.950000000000003,2.043955138426422,163,32.6,14,22.0,52,38,27.950000000000003,1,27,175,11,5,1,2,0,0,1
6813,106813,need_based_to_competitive,Need-based → competitive,10.0,0.16215367375856918,23.25,1.6243077028707666,140,28.0,9,15.5,47,38,23.25,1,27,148,10,4,2,4,0,0,0
6814,106814,cooperative,Cooperative,,0.1620873731582034,24.700000000000003,1.793351936098977,128,25.6,22,22.0,34,12,24.700000000000003,2,26,205,13,0,3,2,0,1,1
6815,106815,need_based,Need-based,,0.1620210891932912,23.049999999999997,1.5998321497761196,122,24.4,19,19.5,35,16,23.049999999999997,3,25,278,12,1,1,4,1,1,0
6816,106816,mixed,Mixed,,0.16195482186383264,21.200000000000003,1.1850383911791138,123,24.6,11,14.0,37,26,21.200000000000003,4,24,96,12,3,1,2,1,0,1
6817,106817,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.1618885711698276,26.5,1.848388713944702,145,29.0,19,22.5,40,21,26.5,4,24,154,12,2,1,4,1,0,0
6818,106818,cooperative,Cooperative,,0.16182233711127628,21.35,1.4866496644548377,119,23.8,14,17.0,34,20,21.35,3,25,118,11,4,0,4,0,1,0
6819,106819,mixed,Mixed,,0.16175611968817855,22.450000000000003,1.8022979596779662,118,23.6,19,20.5,29,10,22.450000000000003,4,24,130,13,0,2,2,3,0,0
6820,106820,hoarding,Hoarding,,0.16168991890053444,18.5,1.4316265359664417,100,20.0,14,14.0,33,19,18.5,1,27,67,11,1,0,6,0,1,1
6821,106821,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16162373474834385,17.450000000000003,1.675868643419618,93,18.6,14,14.0,34,20,17.450000000000003,1,27,116,9,4,1,6,0,0,0
6822,106822,need_based_to_competitive,Need-based → competitive,10.0,0.16155756723160694,15.600000000000001,1.2608150835036662,89,17.8,9,11.5,26,17,15.600000000000001,3,25,166,12,3,2,2,0,1,0
6823,106823,cooperative,Cooperative,,0.16149141635032363,23.9,1.4659096482144214,141,28.2,11,18.5,42,31,23.9,5,22,158,13,1,1,4,1,0,0
6824,106824,need_based,Need-based,,0.16142528210449397,25.950000000000003,1.6614906817763644,153,30.6,12,17.0,41,29,25.950000000000003,1,27,146,11,4,1,3,0,0,1
6825,106825,mixed,Mixed,,0.16135916449411783,15.0,1.3587608784537129,90,18.0,6,11.5,27,21,15.0,2,26,99,10,3,2,5,0,0,0
6826,106826,need_based_to_competitive,Need-based → competitive,10.0,0.16129306351919537,16.549999999999997,2.0455661599311514,92,18.4,11,12.5,27,16,16.549999999999997,4,24,104,13,2,0,1,1,2,1
6827,106827,mixed,Mixed,,0.16122697917972653,18.75,1.4045549044153565,110,22.0,9,11.5,38,29,18.75,5,22,137,13,1,1,4,1,0,0
6828,106828,mixed,Mixed,,0.1611609114757113,17.25,1.479538389545429,105,21.0,6,10.0,45,39,17.25,3,25,90,12,2,0,4,0,1,1
6829,106829,cooperative,Cooperative,,0.16109486040714968,23.299999999999997,1.8147223013053295,132,26.4,14,16.5,49,35,23.299999999999997,3,25,189,11,3,1,5,0,0,0
6830,106830,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.16102882597404158,15.899999999999999,1.5143384972336433,96,19.2,6,8.5,47,41,15.899999999999999,6,22,154,13,3,1,1,2,0,0
