episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full
,500062,mixed,Mixed,,0.0,22.200000000000003,,133,26.6,9,15.5,42,33,22.200000000000003,6,22,107,12,3,0,4,0,0,1
,500062,need_based_to_competitive,Need-based → competitive,10.0,0.0,28.1,,154,30.8,20,22.5,45,25,28.1,5,23,134,12,3,1,2,0,1,1
,500062,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,25.4,,141,28.2,17,19.5,46,29,25.4,5,23,145,13,2,0,3,0,0,2
,500063,need_based,Need-based,,0.0,22.6,,119,23.8,19,19.0,36,17,22.6,2,26,183,11,3,2,3,1,0,0
,500063,cooperative,Cooperative,,0.0,23.450000000000003,,133,26.6,14,17.5,46,32,23.450000000000003,3,25,193,11,3,1,4,1,0,0
,500063,hoarding,Hoarding,,0.0,13.649999999999999,,81,16.2,6,6.0,28,22,13.649999999999999,3,25,61,9,4,1,4,2,0,0
,500063,mixed,Mixed,,0.0,16.799999999999997,,92,18.4,12,13.0,33,21,16.799999999999997,3,25,126,12,2,1,3,2,0,0
,500063,need_based_to_competitive,Need-based → competitive,10.0,0.0,16.200000000000003,,93,18.6,9,10.0,44,35,16.200000000000003,3,25,104,9,4,2,5,0,0,0
,500063,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.149999999999999,,96,19.2,3,4.0,44,41,15.149999999999999,3,25,108,10,2,2,5,0,1,0
,500064,need_based,Need-based,,0.0,21.200000000000003,,123,24.6,11,14.0,47,36,21.200000000000003,2,26,219,12,4,1,1,1,0,1
,500064,cooperative,Cooperative,,0.0,24.049999999999997,,137,27.4,14,15.5,36,22,24.049999999999997,3,25,165,12,2,0,5,0,0,1
,500064,hoarding,Hoarding,,0.0,22.25,,125,25.0,14,17.0,37,23,22.25,2,26,75,11,3,0,4,0,1,1
,500064,mixed,Mixed,,0.0,18.15,,111,22.2,6,12.5,33,27,18.15,3,25,152,12,1,1,4,0,1,1
,500064,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.6,,114,22.8,6,10.0,41,35,18.6,3,25,91,11,4,2,1,1,0,1
,500064,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.0,,115,23.0,3,12.5,33,30,18.0,3,25,114,12,1,0,6,0,0,1
,500065,need_based,Need-based,,0.0,29.65,,156,31.2,25,25.0,42,17,29.65,1,27,178,11,1,2,5,0,0,1
,500065,cooperative,Cooperative,,0.0,20.35,,114,22.8,13,13.5,33,20,20.35,3,25,219,12,3,1,2,2,0,0
,500065,hoarding,Hoarding,,0.0,20.9,,116,23.2,14,15.5,35,21,20.9,4,24,98,10,5,1,4,0,0,0
,500065,mixed,Mixed,,0.0,15.75,,95,19.0,6,10.0,33,27,15.75,1,27,108,10,3,1,6,0,0,0
,500065,need_based_to_competitive,Need-based → competitive,10.0,0.0,23.75,,130,26.0,17,19.5,38,21,23.75,1,27,146,10,4,2,4,0,0,0
,500065,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.4,,101,20.2,9,10.0,34,25,17.4,2,26,145,11,5,1,3,0,0,0
,500066,need_based,Need-based,,0.0,27.200000000000003,,158,31.6,14,22.0,41,27,27.200000000000003,2,26,149,11,1,1,5,2,0,0
,500066,cooperative,Cooperative,,0.0,19.799999999999997,,122,24.4,6,16.0,30,24,19.799999999999997,6,22,197,13,3,1,2,0,0,1
,500066,hoarding,Hoarding,,0.0,19.549999999999997,,107,21.4,14,14.0,30,16,19.549999999999997,3,25,67,11,2,1,4,1,1,0
,500066,mixed,Mixed,,0.0,25.549999999999997,,147,29.4,14,19.5,43,29,25.549999999999997,2,26,127,11,4,1,3,1,0,0
,500066,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.25,,120,24.0,17,18.0,39,22,22.25,3,25,95,11,2,1,5,1,0,0
,500066,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.299999999999997,,107,21.4,9,11.5,39,30,18.299999999999997,4,24,130,12,2,1,3,1,0,1
,500067,need_based,Need-based,,0.0,19.049999999999997,,107,21.4,12,16.0,28,16,19.049999999999997,3,25,112,11,3,1,4,0,1,0
,500067,cooperative,Cooperative,,0.0,16.200000000000003,,98,19.6,6,11.5,29,23,16.200000000000003,4,24,102,11,3,1,5,0,0,0
,500067,hoarding,Hoarding,,0.0,14.700000000000001,,83,16.6,9,9.0,31,22,14.700000000000001,3,25,56,11,1,1,6,1,0,0
,500067,mixed,Mixed,,0.0,12.45,,73,14.6,6,9.0,23,17,12.45,2,26,111,12,0,2,4,2,0,0
,500067,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.5,,110,22.0,12,13.0,33,21,19.5,6,22,82,11,1,1,7,0,0,0
,500067,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,16.200000000000003,,93,18.6,9,11.5,27,18,16.200000000000003,4,24,82,11,3,1,5,0,0,0
,500068,need_based,Need-based,,0.0,29.150000000000002,,161,32.2,20,22.5,53,33,29.150000000000002,4,24,149,12,2,0,4,0,1,1
,500068,cooperative,Cooperative,,0.0,28.6,,159,31.8,19,24.5,42,23,28.6,5,23,220,13,3,0,2,0,1,1
,500068,hoarding,Hoarding,,0.0,24.5,,135,27.0,17,17.5,44,27,24.5,3,25,49,12,2,0,4,0,1,1
,500068,mixed,Mixed,,0.0,21.15,,121,24.2,12,15.5,35,23,21.15,1,27,104,11,3,0,4,0,1,1
,500068,need_based_to_competitive,Need-based → competitive,10.0,0.0,27.950000000000003,,153,30.6,20,21.5,50,30,27.950000000000003,3,25,100,12,1,0,5,0,1,1
,500068,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,25.35,,149,29.8,12,18.5,44,32,25.35,2,26,157,11,4,0,3,0,1,1
,500069,need_based,Need-based,,0.0,21.1,,119,23.8,13,13.5,41,28,21.1,3,25,204,12,2,2,4,0,0,0
,500069,cooperative,Cooperative,,0.0,14.899999999999999,,91,18.2,5,8.0,36,31,14.899999999999999,3,25,211,12,4,1,3,0,0,0
,500069,hoarding,Hoarding,,0.0,9.149999999999999,,51,10.2,6,6.0,19,13,9.149999999999999,6,22,45,12,0,1,6,1,0,0
,500069,mixed,Mixed,,0.0,17.9,,101,20.2,11,12.5,37,26,17.9,6,22,108,13,1,1,4,1,0,0
,500069,need_based_to_competitive,Need-based → competitive,10.0,0.0,16.25,,100,20.0,5,7.0,38,33,16.25,5,23,128,12,3,2,3,0,0,0
,500069,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.700000000000001,,88,17.6,6,10.0,31,25,14.700000000000001,2,26,140,12,1,1,5,0,0,1
,500070,need_based,Need-based,,0.0,13.05,,72,14.4,9,9.0,31,22,13.05,4,24,219,12,3,2,3,0,0,0
,500070,cooperative,Cooperative,,0.0,11.100000000000001,,64,12.8,6,7.5,17,11,11.100000000000001,3,25,150,11,4,1,4,0,0,0
,500070,hoarding,Hoarding,,0.0,13.5,,70,14.0,12,12.0,20,8,13.5,2,26,69,11,2,1,5,1,0,0
,500070,mixed,Mixed,,0.0,18.299999999999997,,107,21.4,9,15.5,27,18,18.299999999999997,5,23,110,12,1,1,5,1,0,0
,500070,need_based_to_competitive,Need-based → competitive,10.0,0.0,12.3,,67,13.4,9,9.0,26,17,12.3,3,25,74,11,4,1,4,0,0,0
,500070,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,10.649999999999999,,61,12.2,6,9.0,15,9,10.649999999999999,1,27,104,11,4,1,3,0,0,1
,500071,need_based,Need-based,,0.0,27.85,,154,30.8,19,24.5,41,22,27.85,5,23,293,13,1,2,4,0,0,0
,500071,cooperative,Cooperative,,0.0,16.5,,100,20.0,6,10.0,31,25,16.5,3,25,176,12,3,3,2,0,0,0
,500071,hoarding,Hoarding,,0.0,25.549999999999997,,147,29.4,14,15.5,44,30,25.549999999999997,1,27,103,11,1,1,6,0,0,1
,500071,mixed,Mixed,,0.0,22.4,,126,25.2,14,15.5,39,25,22.4,3,25,125,12,1,3,4,0,0,0
,500071,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.700000000000003,,108,21.6,14,16.0,26,12,19.700000000000003,4,24,106,13,1,1,4,0,0,1
,500071,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.6,,114,22.8,6,12.5,33,27,18.6,2,26,131,11,2,2,5,0,0,0
,500072,need_based,Need-based,,0.0,22.85,,119,23.8,20,21.0,30,10,22.85,3,25,353,12,4,3,1,0,0,0
,500072,cooperative,Cooperative,,0.0,20.85,,124,24.8,9,11.5,45,36,20.85,5,23,143,12,4,1,3,0,0,0
,500072,hoarding,Hoarding,,0.0,24.700000000000003,,128,25.6,22,23.5,31,9,24.700000000000003,3,25,83,11,2,1,5,1,0,0
,500072,mixed,Mixed,,0.0,27.35,,159,31.8,14,20.5,54,40,27.35,5,23,116,12,3,1,3,1,0,0
,500072,need_based_to_competitive,Need-based → competitive,10.0,0.0,17.799999999999997,,97,19.4,13,13.5,25,12,17.799999999999997,4,24,91,11,5,1,3,0,0,0
,500072,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.450000000000003,,118,23.6,11,14.0,41,30,20.450000000000003,1,27,109,10,3,1,6,0,0,0
,500073,need_based,Need-based,,0.0,24.700000000000003,,133,26.6,19,20.5,35,16,24.700000000000003,3,25,193,12,2,1,4,0,0,1
,500073,cooperative,Cooperative,,0.0,24.799999999999997,,142,28.4,14,16.5,52,38,24.799999999999997,2,26,181,12,2,1,3,2,0,0
,500073,hoarding,Hoarding,,0.0,15.299999999999999,,97,19.4,3,4.5,33,30,15.299999999999999,3,25,57,11,1,0,7,0,0,1
,500073,mixed,Mixed,,0.0,25.1,,144,28.8,14,16.5,39,25,25.1,3,25,93,12,2,0,4,0,1,1
,500073,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.1,,124,24.8,14,14.0,35,21,22.1,4,24,131,13,2,0,3,0,0,2
,500073,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,11.399999999999999,,71,14.2,3,4.5,31,28,11.399999999999999,4,24,108,12,2,1,4,1,0,0
,500074,need_based,Need-based,,0.0,26.6,,149,29.8,17,18.0,47,30,26.6,3,25,166,12,4,1,2,1,0,0
,500074,cooperative,Cooperative,,0.0,20.1,,124,24.8,6,11.5,41,35,20.1,8,19,211,14,2,1,3,0,0,0
,500074,hoarding,Hoarding,,0.0,22.85,,134,26.8,11,12.0,38,27,22.85,4,24,95,11,2,3,3,1,0,0
,500074,mixed,Mixed,,0.0,19.35,,109,21.8,12,13.0,47,35,19.35,3,25,139,12,1,2,3,2,0,0
,500074,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.1,,124,24.8,14,14.0,36,22,22.1,3,25,111,11,4,1,4,0,0,0
,500074,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.899999999999999,,96,19.2,6,7.5,37,31,15.899999999999999,2,26,98,11,4,1,4,0,0,0
,500075,need_based,Need-based,,0.0,23.75,,130,26.0,17,17.0,36,19,23.75,5,23,159,12,4,1,3,0,0,0
,500075,cooperative,Cooperative,,0.0,25.1,,144,28.8,14,16.0,44,30,25.1,3,25,155,11,4,1,4,0,0,0
,500075,hoarding,Hoarding,,0.0,15.899999999999999,,91,18.2,9,10.0,26,17,15.899999999999999,2,26,61,10,4,1,5,0,0,0
,500075,mixed,Mixed,,0.0,16.200000000000003,,98,19.6,6,7.5,41,35,16.200000000000003,6,22,124,12,2,2,4,0,0,0
,500075,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.25,,120,24.0,9,13.0,39,30,20.25,3,25,113,10,5,1,4,0,0,0
,500075,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,21.450000000000003,,128,25.6,9,11.5,43,34,21.450000000000003,3,25,126,10,5,1,4,0,0,0
,500076,need_based,Need-based,,0.0,27.549999999999997,,162,32.4,13,21.5,46,33,27.549999999999997,3,25,137,12,2,1,4,1,0,0
,500076,cooperative,Cooperative,,0.0,26.450000000000003,,153,30.6,14,20.5,46,32,26.450000000000003,3,25,197,12,2,2,4,0,0,0
,500076,hoarding,Hoarding,,0.0,24.200000000000003,,138,27.6,14,16.5,44,30,24.200000000000003,1,27,69,11,1,1,6,1,0,0
,500076,mixed,Mixed,,0.0,19.65,,116,23.2,9,10.0,47,38,19.65,2,26,149,12,1,2,4,0,0,1
,500076,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.0,,100,20.0,12,13.0,27,15,18.0,5,23,92,12,1,2,5,0,0,0
,500076,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,21.700000000000003,,118,23.6,16,17.5,36,20,21.700000000000003,2,26,109,11,1,1,7,0,0,0
,500077,need_based,Need-based,,0.0,27.1,,149,29.8,19,20.5,44,25,27.1,4,24,198,11,2,1,5,1,0,0
,500077,cooperative,Cooperative,,0.0,25.0,,130,26.0,22,23.5,31,9,25.0,6,22,224,14,1,3,1,0,0,1
,500077,hoarding,Hoarding,,0.0,15.0,,85,17.0,9,9.0,33,24,15.0,1,27,66,9,1,1,8,0,1,0
,500077,mixed,Mixed,,0.0,12.600000000000001,,69,13.8,9,9.0,20,11,12.600000000000001,6,22,84,12,3,1,3,1,0,0
,500077,need_based_to_competitive,Need-based → competitive,10.0,0.0,23.15,,126,25.2,17,19.5,33,16,23.15,3,25,121,11,1,1,6,0,0,1
,500077,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,16.200000000000003,,98,19.6,6,7.5,30,24,16.200000000000003,2,26,133,12,2,1,4,0,0,1
,500078,need_based,Need-based,,0.0,29.85,,154,30.8,27,28.5,34,7,29.85,3,25,181,11,2,1,5,0,1,0
,500078,cooperative,Cooperative,,0.0,25.85,,139,27.8,20,21.0,36,16,25.85,5,23,177,12,3,1,4,0,0,0
,500078,hoarding,Hoarding,,0.0,17.85,,104,20.8,9,13.0,31,22,17.85,2,26,51,11,3,1,3,1,1,0
,500078,mixed,Mixed,,0.0,17.0,,95,19.0,11,12.5,30,19,17.0,2,26,100,11,2,1,5,1,0,0
,500078,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.700000000000003,,113,22.6,15,18.5,28,13,20.700000000000003,1,27,100,11,1,1,5,0,1,1
,500078,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.65,,116,23.2,9,14.5,32,23,19.65,3,25,122,11,1,1,7,0,0,0
,500079,need_based,Need-based,,0.0,27.25,,145,29.0,22,22.5,37,15,27.25,4,24,126,11,3,1,4,1,0,0
,500079,cooperative,Cooperative,,0.0,18.299999999999997,,107,21.4,9,14.5,31,22,18.299999999999997,6,22,180,13,2,1,4,0,0,0
,500079,hoarding,Hoarding,,0.0,20.75,,120,24.0,11,12.5,36,25,20.75,3,25,74,11,1,3,4,1,0,0
,500079,mixed,Mixed,,0.0,18.75,,115,23.0,6,10.0,34,28,18.75,2,26,137,11,3,1,4,0,0,1
,500079,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.5,,115,23.0,9,17.0,31,22,19.5,5,23,105,11,2,1,6,0,0,0
,500079,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,22.299999999999997,,117,23.4,19,20.0,33,14,22.299999999999997,1,27,126,11,3,1,5,0,0,0
,500080,need_based,Need-based,,0.0,27.799999999999997,,162,32.4,14,23.5,41,27,27.799999999999997,2,26,181,12,3,2,1,2,0,0
,500080,cooperative,Cooperative,,0.0,15.75,,100,20.0,3,10.0,30,27,15.75,3,25,142,11,3,1,5,0,0,0
,500080,hoarding,Hoarding,,0.0,21.049999999999997,,117,23.4,14,14.5,36,22,21.049999999999997,4,24,53,11,1,1,5,1,1,0
,500080,mixed,Mixed,,0.0,17.4,,96,19.2,12,13.0,31,19,17.4,5,23,109,12,1,1,5,1,0,0
,500080,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.25,,120,24.0,9,14.5,38,29,20.25,3,25,99,12,3,1,2,1,0,1
,500080,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.4,,111,22.2,11,15.0,31,20,19.4,4,24,100,11,2,1,6,0,0,0
,500081,need_based,Need-based,,0.0,27.25,,150,30.0,19,23.0,43,24,27.25,3,25,245,13,3,1,0,0,1,2
,500081,cooperative,Cooperative,,0.0,21.549999999999997,,127,25.4,10,12.0,44,34,21.549999999999997,6,22,252,13,2,1,3,1,0,0
,500081,hoarding,Hoarding,,0.0,19.549999999999997,,102,20.4,17,17.0,27,10,19.549999999999997,1,27,80,11,2,0,5,0,1,1
,500081,mixed,Mixed,,0.0,22.700000000000003,,133,26.6,11,18.5,35,24,22.700000000000003,2,26,120,12,3,0,4,0,0,1
,500081,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.75,,115,23.0,14,15.5,34,20,20.75,2,26,94,12,4,0,1,0,1,2
,500081,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.799999999999997,,107,21.4,11,13.0,38,27,18.799999999999997,2,26,143,11,2,0,6,1,0,0
,500082,need_based,Need-based,,0.0,17.1,,99,19.8,9,11.5,34,25,17.1,4,24,97,11,3,1,5,0,0,0
,500082,cooperative,Cooperative,,0.0,27.299999999999997,,157,31.4,15,20.0,44,29,27.299999999999997,4,24,228,12,5,1,2,0,0,0
,500082,hoarding,Hoarding,,0.0,21.75,,115,23.0,18,19.0,33,15,21.75,2,26,78,11,2,1,5,1,0,0
,500082,mixed,Mixed,,0.0,29.700000000000003,,158,31.6,24,27.0,39,15,29.700000000000003,2,26,125,10,5,1,4,0,0,0
,500082,need_based_to_competitive,Need-based → competitive,10.0,0.0,23.6,,134,26.8,14,17.0,37,23,23.6,4,24,108,11,3,1,5,0,0,0
,500082,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,22.200000000000003,,133,26.6,9,15.0,42,33,22.200000000000003,4,24,147,11,4,1,4,0,0,0
,500083,need_based,Need-based,,0.0,25.85,,144,28.8,17,21.5,38,21,25.85,2,26,185,12,3,2,3,0,0,0
,500083,cooperative,Cooperative,,0.0,19.049999999999997,,117,23.4,6,14.0,33,27,19.049999999999997,3,25,195,12,4,1,2,0,1,0
,500083,hoarding,Hoarding,,0.0,16.5,,90,18.0,12,12.0,31,19,16.5,5,23,69,12,1,2,4,0,0,1
,500083,mixed,Mixed,,0.0,22.0,,130,26.0,10,16.0,35,25,22.0,2,26,150,13,0,2,3,0,0,2
,500083,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.950000000000003,,133,26.6,12,15.5,36,24,22.950000000000003,2,26,155,11,2,2,5,0,0,0
,500083,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,12.149999999999999,,71,14.2,6,9.0,21,15,12.149999999999999,5,23,119,11,2,2,5,0,0,0
,500084,need_based,Need-based,,0.0,22.549999999999997,,127,25.4,14,17.5,37,23,22.549999999999997,2,26,158,11,1,1,5,2,0,0
,500084,cooperative,Cooperative,,0.0,21.35,,119,23.8,14,15.5,33,19,21.35,2,26,159,11,5,0,3,0,0,1
,500084,hoarding,Hoarding,,0.0,17.950000000000003,,103,20.6,10,10.5,47,37,17.950000000000003,5,23,71,12,1,0,5,0,1,1
,500084,mixed,Mixed,,0.0,15.950000000000001,,83,16.6,14,14.0,24,10,15.950000000000001,1,27,88,12,0,0,4,2,1,1
,500084,need_based_to_competitive,Need-based → competitive,10.0,0.0,20.9,,121,24.2,11,12.5,41,30,20.9,2,26,99,10,3,2,4,1,0,0
,500084,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.799999999999997,,117,23.4,9,11.5,36,27,19.799999999999997,3,25,141,12,3,0,4,0,0,1
,500085,need_based,Need-based,,0.0,27.799999999999997,,162,32.4,14,21.0,54,40,27.799999999999997,3,25,199,12,5,1,1,0,0,1
,500085,cooperative,Cooperative,,0.0,24.049999999999997,,132,26.4,17,17.0,46,29,24.049999999999997,5,23,190,13,2,0,3,0,0,2
,500085,hoarding,Hoarding,,0.0,15.299999999999999,,87,17.4,9,10.5,38,29,15.299999999999999,3,25,82,13,1,0,3,0,1,2
,500085,mixed,Mixed,,0.0,19.049999999999997,,117,23.4,6,14.0,41,35,19.049999999999997,3,25,131,12,2,0,4,1,0,1
,500085,need_based_to_competitive,Need-based → competitive,10.0,0.0,26.450000000000003,,148,29.6,17,18.0,57,40,26.450000000000003,4,24,106,12,4,2,0,0,0,2
,500085,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.9,,111,22.2,9,13.0,47,38,18.9,3,25,115,11,3,0,5,0,0,1
,500086,need_based,Need-based,,0.0,16.299999999999997,,107,21.4,1,7.5,37,36,16.299999999999997,3,25,122,12,2,1,3,0,2,0
,500086,cooperative,Cooperative,,0.0,21.200000000000003,,118,23.6,14,14.0,45,31,21.200000000000003,6,22,191,12,1,2,4,0,0,1
,500086,hoarding,Hoarding,,0.0,20.4,,116,23.2,12,13.0,36,24,20.4,4,24,62,11,4,1,4,0,0,0
,500086,mixed,Mixed,,0.0,20.85,,124,24.8,9,17.0,35,26,20.85,3,25,99,12,1,1,4,2,0,0
,500086,need_based_to_competitive,Need-based → competitive,10.0,0.0,14.600000000000001,,94,18.8,2,10.5,31,29,14.600000000000001,3,25,77,12,1,1,4,0,2,0
,500086,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.549999999999997,,122,24.4,9,10.0,52,43,20.549999999999997,2,26,120,10,3,3,3,0,0,1
,500087,need_based,Need-based,,0.0,22.4,,131,26.2,11,15.0,44,33,22.4,3,25,243,13,2,1,1,0,1,2
,500087,cooperative,Cooperative,,0.0,20.200000000000003,,113,22.6,13,13.5,34,21,20.200000000000003,4,24,138,10,3,0,6,1,0,0
,500087,hoarding,Hoarding,,0.0,11.850000000000001,,74,14.8,3,8.0,30,27,11.850000000000001,2,26,61,12,3,0,3,0,1,1
,500087,mixed,Mixed,,0.0,14.399999999999999,,86,17.2,6,7.5,32,26,14.399999999999999,3,25,86,13,1,0,3,0,1,2
,500087,need_based_to_competitive,Need-based → competitive,10.0,0.0,15.450000000000001,,93,18.6,6,6.0,34,28,15.450000000000001,4,24,99,13,3,0,1,0,1,2
,500087,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,13.350000000000001,,84,16.8,3,7.0,39,36,13.350000000000001,5,23,109,11,4,0,4,1,0,0
,500088,need_based,Need-based,,0.0,25.0,,135,27.0,19,19.5,44,25,25.0,1,27,126,12,3,1,3,0,0,1
,500088,cooperative,Cooperative,,0.0,17.4,,106,21.2,6,14.0,28,22,17.4,3,25,211,12,4,2,2,0,0,0
,500088,hoarding,Hoarding,,0.0,11.600000000000001,,74,14.8,2,8.0,27,25,11.600000000000001,2,26,64,8,7,1,4,0,0,0
,500088,mixed,Mixed,,0.0,19.700000000000003,,113,22.6,11,16.0,30,19,19.700000000000003,6,22,132,12,0,1,6,1,0,0
,500088,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.549999999999997,,107,21.4,10,12.0,39,29,18.549999999999997,3,25,117,13,2,1,3,0,0,1
,500088,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,11.100000000000001,,64,12.8,6,7.5,20,14,11.100000000000001,5,23,110,12,3,1,4,0,0,0
,500089,need_based,Need-based,,0.0,26.6,,149,29.8,17,23.5,35,18,26.6,5,23,172,13,3,0,2,0,0,2
,500089,cooperative,Cooperative,,0.0,21.200000000000003,,118,23.6,14,14.0,41,27,21.200000000000003,7,21,236,13,2,1,3,0,0,1
,500089,hoarding,Hoarding,,0.0,17.1,,104,20.8,6,10.5,39,33,17.1,1,27,52,10,4,0,5,0,0,1
,500089,mixed,Mixed,,0.0,17.1,,104,20.8,6,10.0,34,28,17.1,3,25,96,11,3,0,5,0,0,1
,500089,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.5,,135,27.0,9,18.0,38,29,22.5,4,24,125,12,4,0,3,0,0,1
,500089,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.899999999999999,,96,19.2,6,10.0,32,26,15.899999999999999,4,24,131,11,3,0,5,0,0,1
,500090,need_based,Need-based,,0.0,28.25,,165,33.0,14,23.5,49,35,28.25,2,26,153,10,4,1,5,0,0,0
,500090,cooperative,Cooperative,,0.0,24.15,,146,29.2,9,19.5,44,35,24.15,3,25,160,11,2,1,6,0,0,0
,500090,hoarding,Hoarding,,0.0,19.35,,119,23.8,6,11.5,39,33,19.35,1,27,79,10,4,1,4,1,0,0
,500090,mixed,Mixed,,0.0,16.200000000000003,,93,18.6,9,10.0,39,30,16.200000000000003,2,26,112,11,3,1,3,1,0,1
,500090,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.799999999999997,,142,28.4,14,19.5,45,31,24.799999999999997,2,26,134,10,5,1,4,0,0,0
,500090,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.299999999999999,,92,18.4,6,7.5,28,22,15.299999999999999,4,24,117,11,2,1,6,0,0,0
,500091,need_based,Need-based,,0.0,24.15,,146,29.2,9,17.5,38,29,24.15,4,24,160,12,4,0,2,0,1,1
,500091,cooperative,Cooperative,,0.0,22.25,,125,25.0,14,16.5,42,28,22.25,3,25,170,13,3,0,1,1,0,2
,500091,hoarding,Hoarding,,0.0,14.549999999999999,,82,16.4,9,10.0,34,25,14.549999999999999,2,26,68,11,4,0,2,0,1,2
,500091,mixed,Mixed,,0.0,20.549999999999997,,122,24.4,9,13.0,41,32,20.549999999999997,3,25,125,12,1,0,5,0,1,1
,500091,need_based_to_competitive,Need-based → competitive,10.0,0.0,17.1,,104,20.8,6,11.5,28,22,17.1,3,25,95,11,3,1,3,0,1,1
,500091,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.75,,115,23.0,6,11.5,39,33,18.75,2,26,133,11,4,0,3,0,1,1
,500092,need_based,Need-based,,0.0,20.450000000000003,,113,22.6,14,14.5,30,16,20.450000000000003,5,23,91,12,1,0,5,0,1,1
,500092,cooperative,Cooperative,,0.0,18.799999999999997,,102,20.4,14,14.0,31,17,18.799999999999997,3,25,181,12,3,1,3,0,0,1
,500092,hoarding,Hoarding,,0.0,20.15,,111,22.2,14,15.5,36,22,20.15,3,25,88,12,0,0,6,0,1,1
,500092,mixed,Mixed,,0.0,23.75,,130,26.0,17,18.5,36,19,23.75,3,25,135,12,0,1,5,0,1,1
,500092,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.35,,104,20.8,11,14.0,31,20,18.35,2,26,76,11,3,0,4,0,1,1
,500092,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.700000000000001,,88,17.6,6,7.5,34,28,14.700000000000001,3,25,123,11,5,1,2,0,0,1
,500093,need_based,Need-based,,0.0,27.650000000000002,,161,32.2,14,22.0,52,38,27.650000000000002,5,23,212,12,3,2,3,0,0,0
,500093,cooperative,Cooperative,,0.0,22.950000000000003,,128,25.6,15,18.5,35,20,22.950000000000003,2,26,195,12,2,1,3,1,0,1
,500093,hoarding,Hoarding,,0.0,16.4,,91,18.2,11,12.5,32,21,16.4,3,25,61,12,2,1,1,1,3,0
,500093,mixed,Mixed,,0.0,20.0,,110,22.0,14,15.5,37,23,20.0,3,25,99,13,0,1,3,1,0,2
,500093,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.049999999999997,,137,27.4,6,15.5,44,38,22.049999999999997,3,25,112,12,2,1,4,0,0,1
,500093,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,21.049999999999997,,117,23.4,14,18.0,31,17,21.049999999999997,4,24,135,12,2,1,4,0,0,1
